,from_id,to_id,option,segment,transport_mode,departure_time,distance,travel_time,wait_time,route,geometry,mode,travel time (min),trip,Proj_distance,ghg_co2_emission
65,0,1,12,1,TransportMode.SUBWAY,2022-02-22 08:59:00,,0 days 00:01:00,0 days 00:01:03,M1,"LINESTRING (24.9398449 60.170388, 24.931183 60.168853)",TransportMode.SUBWAY,1.0,0 to 1,510.24,12.756
66,0,1,12,2,TransportMode.WALK,2022-02-22 09:01:00,27.443,0 days 00:00:24,0 days 00:01:14,,"LINESTRING (24.9312054 60.1687645, 24.9314681 60.168853, 24.9316692 60.1689209)",TransportMode.WALK,0.4,0 to 1,31.08,0.0
67,0,1,12,3,TransportMode.BUS,2022-02-22 09:02:00,,0 days 00:04:00,0 days 00:01:22,21,"LINESTRING (24.93146 60.16895, 24.92659 60.16594, 24.91112 60.16436)",TransportMode.BUS,4.0,0 to 1,1307.24,75.29702400000001
68,0,1,12,4,TransportMode.WALK,2022-02-22 09:07:00,418.828,0 days 00:07:05,0 days 00:00:00,,"LINESTRING (24.9082428 60.1622831, 24.9082137 60.1622494, 24.9082428 60.1622831, 24.9081261 60.1623871, 24.9081083 60.1623544, 24.9080812 60.1623189, 24.9080143 60.1629357, 24.9081508 60.1624964, 24.907982 60.1630624, 24.9079902 60.1630334, 24.9079652 60.163123, 24.9079716 60.1630996, 24.9079452 60.163169, 24.9078513 60.1636503, 24.9079174 60.1632301, 24.9078328 60.1639905, 24.9078593 60.1637976, 24.9078442 60.1637301, 24.9078279 60.1640657, 24.9078264 60.1641542, 24.9078356 60.1642979, 24.9081871 60.1643097, 24.9080479 60.1643054, 24.9088287 60.1643333, 24.9097118 60.164361, 24.9099791 60.1643687, 24.9111195 60.164408)",TransportMode.WALK,7.08,0 to 1,711.55,0.0
69,0,1,13,0,TransportMode.WALK,2022-02-22 08:35:37,457.536,0 days 00:07:50,0 days 00:00:00,,"LINESTRING (24.9579411 60.1687238, 24.9579334 60.1687296, 24.9577428 60.1687244, 24.9577395 60.168653, 24.9577409 60.1686358, 24.9573643 60.1686231, 24.9573632 60.1686366, 24.9573577 60.1687141, 24.9572862 60.1687122, 24.9570558 60.168706, 24.9570613 60.1686871, 24.9570369 60.1687218, 24.9569825 60.1691196, 24.9568813 60.1691175, 24.9568485 60.1691175, 24.9567844 60.1691165, 24.956722 60.1691156, 24.9566243 60.1691128, 24.956487 60.1691097, 24.9559525 60.1690976, 24.9558718 60.1690966, 24.9557798 60.169115, 24.9556699 60.1691132, 24.9555599 60.1691103, 24.9551901 60.1691008, 24.9551254 60.1690981, 24.955122 60.1691213, 24.9551212 60.1691343, 24.9550452 60.1691322, 24.9545994 60.1691198, 24.954282 60.1691115, 24.9540615 60.1691058, 24.9540002 60.1691045, 24.9538417 60.1691016, 24.9538018 60.169101, 24.9537476 60.1690997, 24.953544 60.1690924, 24.9535138 60.16909, 24.9533991 60.169082, 24.9532794 60.1690752, 24.9531026 60.1690704, 24.9530603 60.1690693, 24.9520799 60.169043, 24.9519902 60.1690404, 24.9513244 60.1690234, 24.9511286 60.1690199, 24.9510206 60.1690313, 24.9507534 60.1690245, 24.9507524 60.1690385, 24.9507514 60.1690511, 24.9499241 60.1690307, 24.949924 60.169031)",TransportMode.WALK,7.83,0 to 1,519.33,0.0
70,0,1,13,1,TransportMode.TRAM,2022-02-22 08:45:00,,0 days 00:05:00,0 days 00:02:26,7,"LINESTRING (24.949924 60.169031, 24.94613 60.16893, 24.94545 60.17035, 24.94061 60.1704)",TransportMode.TRAM,5.0,0 to 1,642.16,16.054
71,0,1,13,2,TransportMode.WALK,2022-02-22 08:51:00,52.393,0 days 00:00:52,0 days 00:01:04,,"LINESTRING (24.9415248 60.1704528, 24.9406728 60.170435, 24.9406097 60.1704336, 24.9404027 60.1704293, 24.9403998 60.1704735, 24.9401927 60.1704658, 24.9399122 60.1704396, 24.9398276 60.1704228, 24.9398276 60.1704228, 24.9398276 60.1704228, 24.9399122 60.1704396, 24.9401927 60.1704658)",TransportMode.WALK,0.87,0 to 1,120.57,0.0
72,0,1,13,3,TransportMode.SUBWAY,2022-02-22 08:53:00,,0 days 00:03:00,0 days 00:02:04,M1,"LINESTRING (24.9398449 60.170388, 24.931183 60.168853, 24.915563 60.163217)",TransportMode.SUBWAY,3.0,0 to 1,1580.68,39.517
73,0,1,13,4,TransportMode.WALK,2022-02-22 08:57:00,99.254,0 days 00:01:41,0 days 00:00:58,,"LINESTRING (24.9156272 60.1630661, 24.9156033 60.1632281, 24.9155935 60.1632949, 24.9154372 60.1632916, 24.9154297 60.1633554, 24.9151675 60.1633729, 24.9149673 60.1633662, 24.9149638 60.1634003, 24.9149618 60.1634202, 24.9142289 60.163401, 24.9142069 60.1634003, 24.9142289 60.163401, 24.9149618 60.1634202)",TransportMode.WALK,1.68,0 to 1,157.13,0.0
74,0,1,13,5,TransportMode.BUS,2022-02-22 08:59:00,,0 days 00:02:00,0 days 00:01:21,22,"LINESTRING (24.914207 60.163396, 24.9044 60.16338)",TransportMode.BUS,2.0,0 to 1,544.4,31.35744
75,0,1,13,6,TransportMode.WALK,2022-02-22 09:02:00,437.183,0 days 00:07:24,0 days 00:00:00,,"LINESTRING (24.9082428 60.1622831, 24.9082137 60.1622494, 24.9082428 60.1622831, 24.9080812 60.1623189, 24.9077452 60.1623975, 24.9077907 60.1624724, 24.9068731 60.1623472, 24.9073257 60.1624044, 24.9077115 60.1624671, 24.90664 60.1623114, 24.9063034 60.162259, 24.9059468 60.1628829, 24.905977 60.1628253, 24.9062683 60.1623096, 24.9056964 60.1628888, 24.9059075 60.1629209, 24.9043754 60.1626742, 24.9043131 60.1626649, 24.9037171 60.1627841, 24.9038393 60.1625877, 24.9037113 60.1628382, 24.9039103 60.1629048, 24.9038497 60.1629666, 24.9038445 60.1631485, 24.9037268 60.1631019, 24.9043995 60.1633845)",TransportMode.WALK,7.4,0 to 1,731.59,0.0
76,0,1,14,0,TransportMode.WALK,2022-02-22 08:32:12,906.231,0 days 00:15:28,0 days 00:00:00,,"LINESTRING (24.9579411 60.1687238, 24.9579334 60.1687296, 24.9577428 60.1687244, 24.9577395 60.168653, 24.9577409 60.1686358, 24.9573643 60.1686231, 24.9573632 60.1686366, 24.9573577 60.1687141, 24.9572862 60.1687122, 24.9570558 60.168706, 24.9570613 60.1686871, 24.9570369 60.1687218, 24.9569825 60.1691196, 24.9568813 60.1691175, 24.9568485 60.1691175, 24.9568448 60.169181, 24.956838 60.1692708, 24.9567111 60.1692691, 24.9565872 60.1692858, 24.9564881 60.1693172, 24.9563414 60.1693826, 24.9563169 60.1693766, 24.9562897 60.1693756, 24.9562637 60.1693798, 24.9562391 60.1693913, 24.956228 60.1694072, 24.956233 60.1694237, 24.9562529 60.1694373, 24.9561375 60.1695118, 24.956022 60.1695874, 24.9559083 60.1695853, 24.9559061 60.1696044, 24.9558811 60.1696036, 24.9558443 60.1699839, 24.9557569 60.1699813, 24.9556697 60.1699787, 24.9556621 60.1700415, 24.9554337 60.1700347, 24.9550465 60.1700239, 24.9548928 60.1700197, 24.9540099 60.1699952, 24.953665 60.1699856, 24.9535809 60.1699833, 24.9535515 60.1699825, 24.9535406 60.1700603, 24.9535089 60.1700589, 24.953467 60.1700574, 24.9534534 60.1701419, 24.9534233 60.1703624, 24.9533628 60.1703948, 24.9533301 60.1707844, 24.9533286 60.1707944, 24.9520958 60.1707591, 24.9513206 60.1707346, 24.9509569 60.1707229, 24.9509278 60.1707153, 24.9507952 60.1707118, 24.9506705 60.1707096, 24.9499578 60.1706834, 24.9492601 60.1706701, 24.949156 60.1706638, 24.9490585 60.1706614, 24.9490247 60.1706605, 24.9490164 60.1707366, 24.9489942 60.1707359, 24.948705 60.1707317, 24.9479716 60.1707082, 24.9477195 60.1707009, 24.9476872 60.1706991, 24.947657 60.1709788, 24.9476167 60.1712336, 24.9476129 60.171313, 24.9475782 60.1714656, 24.9474853 60.1714824, 24.9475231 60.1715304, 24.947629 60.1717159, 24.9477982 60.1719304, 24.9478687 60.172, 24.94785 60.172026)",TransportMode.WALK,15.47,0 to 1,969.26,0.0
77,0,1,14,1,TransportMode.SUBWAY,2022-02-22 08:48:00,,0 days 00:05:00,0 days 00:01:09,M2,"LINESTRING (24.94785 60.172026, 24.9398449 60.170388, 24.931183 60.168853, 24.915563 60.163217)",TransportMode.SUBWAY,5.0,0 to 1,2060.96,51.524
78,0,1,14,2,TransportMode.WALK,2022-02-22 08:54:00,98.685,0 days 00:01:39,0 days 00:01:00,,"LINESTRING (24.9156272 60.1630661, 24.9156033 60.1632281, 24.9155935 60.1632949, 24.9154372 60.1632916, 24.9154297 60.1633554, 24.9151675 60.1633729, 24.9149673 60.1633662, 24.9149638 60.1634003, 24.91418 60.1633735)",TransportMode.WALK,1.65,0 to 1,114.6,0.0
79,0,1,14,3,TransportMode.TRAM,2022-02-22 09:01:00,,0 days 00:01:00,0 days 00:06:21,8,"LINESTRING (24.91418 60.16338, 24.90793 60.16255)",TransportMode.TRAM,1.0,0 to 1,359.06,8.9765
80,0,1,14,4,TransportMode.WALK,2022-02-22 09:03:00,161.482,0 days 00:02:45,0 days 00:00:00,,"LINESTRING (24.9082428 60.1622831, 24.9082137 60.1622494, 24.9082428 60.1622831, 24.9081261 60.1623871, 24.9081083 60.1623544, 24.9080812 60.1623189, 24.9080143 60.1629357, 24.9081508 60.1624964, 24.9079291 60.1630296, 24.9079902 60.1630334, 24.9078473 60.1630272, 24.907896 60.1630277, 24.9078381 60.1626613, 24.9077452 60.1629518, 24.9077514 60.1629822, 24.9077783 60.1630238, 24.9078783 60.1625296)",TransportMode.WALK,2.75,0 to 1,359.82,0.0
81,0,1,15,0,TransportMode.WALK,2022-02-22 08:37:00,114.977,0 days 00:01:59,0 days 00:00:00,,"LINESTRING (24.9579411 60.1687238, 24.9579334 60.1687296, 24.9577428 60.1687244, 24.9577395 60.168653, 24.9577409 60.1686358, 24.9573643 60.1686231, 24.9573632 60.1686366, 24.9573577 60.1687141, 24.9572862 60.1687122, 24.9570558 60.168706, 24.9570613 60.1686871, 24.9570369 60.1687218, 24.9569825 60.1691196, 24.9568813 60.1691175, 24.9568485 60.1691175, 24.9568448 60.169181, 24.9566516 60.1691754, 24.9561801 60.1691636, 24.95611 60.16915)",TransportMode.WALK,1.98,0 to 1,175.39,0.0
82,0,1,15,1,TransportMode.TRAM,2022-02-22 08:41:00,,0 days 00:03:00,0 days 00:01:11,4,"LINESTRING (24.95611 60.16915, 24.949924 60.169031, 24.94613 60.16893, 24.94206 60.16886)",TransportMode.TRAM,3.0,0 to 1,780.49,19.51225
83,0,1,15,2,TransportMode.WALK,2022-02-22 08:45:00,356.856,0 days 00:06:07,0 days 00:00:53,,"LINESTRING (24.9429034 60.1688623, 24.9421006 60.1688444, 24.9420601 60.1688429, 24.9418672 60.1688363, 24.9417822 60.1688301, 24.9416904 60.1688188, 24.9416075 60.1688021, 24.9416203 60.1687899, 24.9416344 60.1687767, 24.9415636 60.1687544, 24.9414856 60.1687268, 24.941041 60.1685641, 24.9409999 60.1685472, 24.9409903 60.1685533, 24.9409695 60.1685664, 24.940962 60.1685711, 24.940808 60.1685854, 24.9404581 60.1688183, 24.9400599 60.1690848, 24.9404835 60.1692604, 24.9405535 60.1692894, 24.9405498 60.1693932, 24.940544 60.1694647, 24.9405387 60.1694842, 24.9404776 60.1697085, 24.9404429 60.1700873, 24.9404821 60.1701153, 24.9404697 60.1701871, 24.9404194 60.170214, 24.9404122 60.1702866, 24.9404088 60.1703383, 24.9404069 60.1703667, 24.9404051 60.1703939, 24.9404027 60.1704293, 24.9403998 60.1704735, 24.9401927 60.1704658, 24.9399122 60.1704396, 24.9398276 60.1704228, 24.9398276 60.1704228, 24.9398276 60.1704228, 24.9399122 60.1704396, 24.9401927 60.1704658)",TransportMode.WALK,6.12,0 to 1,423.78,0.0
84,0,1,15,3,TransportMode.SUBWAY,2022-02-22 08:53:00,,0 days 00:03:00,0 days 00:03:00,M1,"LINESTRING (24.9398449 60.170388, 24.931183 60.168853, 24.915563 60.163217)",TransportMode.SUBWAY,3.0,0 to 1,1580.68,39.517
85,0,1,15,4,TransportMode.WALK,2022-02-22 08:57:00,99.254,0 days 00:01:41,0 days 00:00:58,,"LINESTRING (24.9156272 60.1630661, 24.9156033 60.1632281, 24.9155935 60.1632949, 24.9154372 60.1632916, 24.9154297 60.1633554, 24.9151675 60.1633729, 24.9149673 60.1633662, 24.9149638 60.1634003, 24.9149618 60.1634202, 24.9142289 60.163401, 24.9142069 60.1634003, 24.9142289 60.163401, 24.9149618 60.1634202)",TransportMode.WALK,1.68,0 to 1,157.13,0.0
86,0,1,15,5,TransportMode.BUS,2022-02-22 08:59:00,,0 days 00:02:00,0 days 00:01:21,22,"LINESTRING (24.914207 60.163396, 24.9044 60.16338)",TransportMode.BUS,2.0,0 to 1,544.4,31.35744
87,0,1,15,6,TransportMode.WALK,2022-02-22 09:02:00,437.183,0 days 00:07:24,0 days 00:00:00,,"LINESTRING (24.9082428 60.1622831, 24.9082137 60.1622494, 24.9082428 60.1622831, 24.9080812 60.1623189, 24.9077452 60.1623975, 24.9077907 60.1624724, 24.9068731 60.1623472, 24.9073257 60.1624044, 24.9077115 60.1624671, 24.90664 60.1623114, 24.9063034 60.162259, 24.9059468 60.1628829, 24.905977 60.1628253, 24.9062683 60.1623096, 24.9056964 60.1628888, 24.9059075 60.1629209, 24.9043754 60.1626742, 24.9043131 60.1626649, 24.9037171 60.1627841, 24.9038393 60.1625877, 24.9037113 60.1628382, 24.9039103 60.1629048, 24.9038497 60.1629666, 24.9038445 60.1631485, 24.9037268 60.1631019, 24.9043995 60.1633845)",TransportMode.WALK,7.4,0 to 1,731.59,0.0
88,0,1,16,0,TransportMode.WALK,2022-02-22 08:34:32,668.753,0 days 00:11:24,0 days 00:00:00,,"LINESTRING (24.9579411 60.1687238, 24.9579334 60.1687296, 24.9577428 60.1687244, 24.9577395 60.168653, 24.9577409 60.1686358, 24.9573643 60.1686231, 24.9573632 60.1686366, 24.9573577 60.1687141, 24.9572862 60.1687122, 24.9570558 60.168706, 24.9570613 60.1686871, 24.9570369 60.1687218, 24.9569825 60.1691196, 24.9568813 60.1691175, 24.9568485 60.1691175, 24.9567844 60.1691165, 24.956722 60.1691156, 24.9566243 60.1691128, 24.956487 60.1691097, 24.9559525 60.1690976, 24.9558718 60.1690966, 24.9557798 60.169115, 24.9556699 60.1691132, 24.9555599 60.1691103, 24.9551901 60.1691008, 24.9551254 60.1690981, 24.955122 60.1691213, 24.9551212 60.1691343, 24.9550452 60.1691322, 24.9545994 60.1691198, 24.954282 60.1691115, 24.9540615 60.1691058, 24.9540002 60.1691045, 24.9538417 60.1691016, 24.9538018 60.169101, 24.9537476 60.1690997, 24.953544 60.1690924, 24.9535138 60.16909, 24.9533991 60.169082, 24.9532794 60.1690752, 24.9531026 60.1690704, 24.9530603 60.1690693, 24.9520799 60.169043, 24.9519902 60.1690404, 24.9513244 60.1690234, 24.9511286 60.1690199, 24.9510206 60.1690313, 24.9507534 60.1690245, 24.9504599 60.1690171, 24.9494351 60.1689913, 24.9493278 60.1689886, 24.9492269 60.1689862, 24.9474287 60.1689426, 24.9474269 60.1689556, 24.9474244 60.1689703, 24.9462544 60.1689448, 24.9461299 60.1689414, 24.94613 60.16893)",TransportMode.WALK,11.4,0 to 1,731.39,0.0
89,0,1,16,1,TransportMode.TRAM,2022-02-22 08:47:00,,0 days 00:03:00,0 days 00:01:04,7,"LINESTRING (24.94613 60.16893, 24.94545 60.17035, 24.94061 60.1704)",TransportMode.TRAM,3.0,0 to 1,431.29,10.78225
90,0,1,16,2,TransportMode.WALK,2022-02-22 08:51:00,52.393,0 days 00:00:52,0 days 00:01:04,,"LINESTRING (24.9415248 60.1704528, 24.9406728 60.170435, 24.9406097 60.1704336, 24.9404027 60.1704293, 24.9403998 60.1704735, 24.9401927 60.1704658, 24.9399122 60.1704396, 24.9398276 60.1704228, 24.9398276 60.1704228, 24.9398276 60.1704228, 24.9399122 60.1704396, 24.9401927 60.1704658)",TransportMode.WALK,0.87,0 to 1,120.57,0.0
91,0,1,16,3,TransportMode.SUBWAY,2022-02-22 08:53:00,,0 days 00:03:00,0 days 00:02:04,M1,"LINESTRING (24.9398449 60.170388, 24.931183 60.168853, 24.915563 60.163217)",TransportMode.SUBWAY,3.0,0 to 1,1580.68,39.517
92,0,1,16,4,TransportMode.WALK,2022-02-22 08:57:00,99.254,0 days 00:01:41,0 days 00:00:58,,"LINESTRING (24.9156272 60.1630661, 24.9156033 60.1632281, 24.9155935 60.1632949, 24.9154372 60.1632916, 24.9154297 60.1633554, 24.9151675 60.1633729, 24.9149673 60.1633662, 24.9149638 60.1634003, 24.9149618 60.1634202, 24.9142289 60.163401, 24.9142069 60.1634003, 24.9142289 60.163401, 24.9149618 60.1634202)",TransportMode.WALK,1.68,0 to 1,157.13,0.0
93,0,1,16,5,TransportMode.BUS,2022-02-22 08:59:00,,0 days 00:02:00,0 days 00:01:21,22,"LINESTRING (24.914207 60.163396, 24.9044 60.16338)",TransportMode.BUS,2.0,0 to 1,544.4,31.35744
94,0,1,16,6,TransportMode.WALK,2022-02-22 09:02:00,437.183,0 days 00:07:24,0 days 00:00:00,,"LINESTRING (24.9082428 60.1622831, 24.9082137 60.1622494, 24.9082428 60.1622831, 24.9080812 60.1623189, 24.9077452 60.1623975, 24.9077907 60.1624724, 24.9068731 60.1623472, 24.9073257 60.1624044, 24.9077115 60.1624671, 24.90664 60.1623114, 24.9063034 60.162259, 24.9059468 60.1628829, 24.905977 60.1628253, 24.9062683 60.1623096, 24.9056964 60.1628888, 24.9059075 60.1629209, 24.9043754 60.1626742, 24.9043131 60.1626649, 24.9037171 60.1627841, 24.9038393 60.1625877, 24.9037113 60.1628382, 24.9039103 60.1629048, 24.9038497 60.1629666, 24.9038445 60.1631485, 24.9037268 60.1631019, 24.9043995 60.1633845)",TransportMode.WALK,7.4,0 to 1,731.59,0.0
95,0,1,17,0,TransportMode.WALK,2022-02-22 08:32:12,906.231,0 days 00:15:28,0 days 00:00:00,,"LINESTRING (24.9579411 60.1687238, 24.9579334 60.1687296, 24.9577428 60.1687244, 24.9577395 60.168653, 24.9577409 60.1686358, 24.9573643 60.1686231, 24.9573632 60.1686366, 24.9573577 60.1687141, 24.9572862 60.1687122, 24.9570558 60.168706, 24.9570613 60.1686871, 24.9570369 60.1687218, 24.9569825 60.1691196, 24.9568813 60.1691175, 24.9568485 60.1691175, 24.9568448 60.169181, 24.956838 60.1692708, 24.9567111 60.1692691, 24.9565872 60.1692858, 24.9564881 60.1693172, 24.9563414 60.1693826, 24.9563169 60.1693766, 24.9562897 60.1693756, 24.9562637 60.1693798, 24.9562391 60.1693913, 24.956228 60.1694072, 24.956233 60.1694237, 24.9562529 60.1694373, 24.9561375 60.1695118, 24.956022 60.1695874, 24.9559083 60.1695853, 24.9559061 60.1696044, 24.9558811 60.1696036, 24.9558443 60.1699839, 24.9557569 60.1699813, 24.9556697 60.1699787, 24.9556621 60.1700415, 24.9554337 60.1700347, 24.9550465 60.1700239, 24.9548928 60.1700197, 24.9540099 60.1699952, 24.953665 60.1699856, 24.9535809 60.1699833, 24.9535515 60.1699825, 24.9535406 60.1700603, 24.9535089 60.1700589, 24.953467 60.1700574, 24.9534534 60.1701419, 24.9534233 60.1703624, 24.9533628 60.1703948, 24.9533301 60.1707844, 24.9533286 60.1707944, 24.9520958 60.1707591, 24.9513206 60.1707346, 24.9509569 60.1707229, 24.9509278 60.1707153, 24.9507952 60.1707118, 24.9506705 60.1707096, 24.9499578 60.1706834, 24.9492601 60.1706701, 24.949156 60.1706638, 24.9490585 60.1706614, 24.9490247 60.1706605, 24.9490164 60.1707366, 24.9489942 60.1707359, 24.948705 60.1707317, 24.9479716 60.1707082, 24.9477195 60.1707009, 24.9476872 60.1706991, 24.947657 60.1709788, 24.9476167 60.1712336, 24.9476129 60.171313, 24.9475782 60.1714656, 24.9474853 60.1714824, 24.9475231 60.1715304, 24.947629 60.1717159, 24.9477982 60.1719304, 24.9478687 60.172, 24.94785 60.172026)",TransportMode.WALK,15.47,0 to 1,969.26,0.0
96,0,1,17,1,TransportMode.SUBWAY,2022-02-22 08:48:00,,0 days 00:05:00,0 days 00:01:21,M2,"LINESTRING (24.94785 60.172026, 24.9398449 60.170388, 24.931183 60.168853, 24.915563 60.163217)",TransportMode.SUBWAY,5.0,0 to 1,2060.96,51.524
97,0,1,17,2,TransportMode.WALK,2022-02-22 08:54:00,98.685,0 days 00:01:39,0 days 00:01:00,,"LINESTRING (24.9156272 60.1630661, 24.9156033 60.1632281, 24.9155935 60.1632949, 24.9154372 60.1632916, 24.9154297 60.1633554, 24.9151675 60.1633729, 24.9149673 60.1633662, 24.9149638 60.1634003, 24.91418 60.1633735)",TransportMode.WALK,1.65,0 to 1,114.6,0.0
98,0,1,17,3,TransportMode.TRAM,2022-02-22 09:01:00,,0 days 00:01:00,0 days 00:06:21,8,"LINESTRING (24.91418 60.16338, 24.90793 60.16255)",TransportMode.TRAM,1.0,0 to 1,359.06,8.9765
99,0,1,17,4,TransportMode.WALK,2022-02-22 09:03:00,161.482,0 days 00:02:45,0 days 00:00:00,,"LINESTRING (24.9082428 60.1622831, 24.9082137 60.1622494, 24.9082428 60.1622831, 24.9081261 60.1623871, 24.9081083 60.1623544, 24.9080812 60.1623189, 24.9080143 60.1629357, 24.9081508 60.1624964, 24.9079291 60.1630296, 24.9079902 60.1630334, 24.9078473 60.1630272, 24.907896 60.1630277, 24.9078381 60.1626613, 24.9077452 60.1629518, 24.9077514 60.1629822, 24.9077783 60.1630238, 24.9078783 60.1625296)",TransportMode.WALK,2.75,0 to 1,359.82,0.0
100,0,1,18,0,TransportMode.WALK,2022-02-22 08:37:00,114.977,0 days 00:01:59,0 days 00:00:00,,"LINESTRING (24.9579411 60.1687238, 24.9579334 60.1687296, 24.9577428 60.1687244, 24.9577395 60.168653, 24.9577409 60.1686358, 24.9573643 60.1686231, 24.9573632 60.1686366, 24.9573577 60.1687141, 24.9572862 60.1687122, 24.9570558 60.168706, 24.9570613 60.1686871, 24.9570369 60.1687218, 24.9569825 60.1691196, 24.9568813 60.1691175, 24.9568485 60.1691175, 24.9568448 60.169181, 24.9566516 60.1691754, 24.9561801 60.1691636, 24.95611 60.16915)",TransportMode.WALK,1.98,0 to 1,175.39,0.0
101,0,1,18,1,TransportMode.TRAM,2022-02-22 08:41:00,,0 days 00:03:00,0 days 00:01:17,4,"LINESTRING (24.95611 60.16915, 24.949924 60.169031, 24.94613 60.16893, 24.94206 60.16886)",TransportMode.TRAM,3.0,0 to 1,780.49,19.51225
102,0,1,18,2,TransportMode.WALK,2022-02-22 08:45:00,356.856,0 days 00:06:07,0 days 00:00:53,,"LINESTRING (24.9429034 60.1688623, 24.9421006 60.1688444, 24.9420601 60.1688429, 24.9418672 60.1688363, 24.9417822 60.1688301, 24.9416904 60.1688188, 24.9416075 60.1688021, 24.9416203 60.1687899, 24.9416344 60.1687767, 24.9415636 60.1687544, 24.9414856 60.1687268, 24.941041 60.1685641, 24.9409999 60.1685472, 24.9409903 60.1685533, 24.9409695 60.1685664, 24.940962 60.1685711, 24.940808 60.1685854, 24.9404581 60.1688183, 24.9400599 60.1690848, 24.9404835 60.1692604, 24.9405535 60.1692894, 24.9405498 60.1693932, 24.940544 60.1694647, 24.9405387 60.1694842, 24.9404776 60.1697085, 24.9404429 60.1700873, 24.9404821 60.1701153, 24.9404697 60.1701871, 24.9404194 60.170214, 24.9404122 60.1702866, 24.9404088 60.1703383, 24.9404069 60.1703667, 24.9404051 60.1703939, 24.9404027 60.1704293, 24.9403998 60.1704735, 24.9401927 60.1704658, 24.9399122 60.1704396, 24.9398276 60.1704228, 24.9398276 60.1704228, 24.9398276 60.1704228, 24.9399122 60.1704396, 24.9401927 60.1704658)",TransportMode.WALK,6.12,0 to 1,423.78,0.0
103,0,1,18,3,TransportMode.SUBWAY,2022-02-22 08:53:00,,0 days 00:03:00,0 days 00:03:00,M1,"LINESTRING (24.9398449 60.170388, 24.931183 60.168853, 24.915563 60.163217)",TransportMode.SUBWAY,3.0,0 to 1,1580.68,39.517
104,0,1,18,4,TransportMode.WALK,2022-02-22 08:57:00,99.254,0 days 00:01:41,0 days 00:00:58,,"LINESTRING (24.9156272 60.1630661, 24.9156033 60.1632281, 24.9155935 60.1632949, 24.9154372 60.1632916, 24.9154297 60.1633554, 24.9151675 60.1633729, 24.9149673 60.1633662, 24.9149638 60.1634003, 24.9149618 60.1634202, 24.9142289 60.163401, 24.9142069 60.1634003, 24.9142289 60.163401, 24.9149618 60.1634202)",TransportMode.WALK,1.68,0 to 1,157.13,0.0
105,0,1,18,5,TransportMode.BUS,2022-02-22 08:59:00,,0 days 00:02:00,0 days 00:01:21,22,"LINESTRING (24.914207 60.163396, 24.9044 60.16338)",TransportMode.BUS,2.0,0 to 1,544.4,31.35744
106,0,1,18,6,TransportMode.WALK,2022-02-22 09:02:00,437.183,0 days 00:07:24,0 days 00:00:00,,"LINESTRING (24.9082428 60.1622831, 24.9082137 60.1622494, 24.9082428 60.1622831, 24.9080812 60.1623189, 24.9077452 60.1623975, 24.9077907 60.1624724, 24.9068731 60.1623472, 24.9073257 60.1624044, 24.9077115 60.1624671, 24.90664 60.1623114, 24.9063034 60.162259, 24.9059468 60.1628829, 24.905977 60.1628253, 24.9062683 60.1623096, 24.9056964 60.1628888, 24.9059075 60.1629209, 24.9043754 60.1626742, 24.9043131 60.1626649, 24.9037171 60.1627841, 24.9038393 60.1625877, 24.9037113 60.1628382, 24.9039103 60.1629048, 24.9038497 60.1629666, 24.9038445 60.1631485, 24.9037268 60.1631019, 24.9043995 60.1633845)",TransportMode.WALK,7.4,0 to 1,731.59,0.0
