,Origin_Hexagon_ID,Destination_Hexagon_ID,Origin_Centroid_Lat,Origin_Centroid_Lon,Destination_Centroid_Lat,Destination_Centroid_Lon
0,891126d3157ffff,891126d3327ffff,60.17976959725576,24.925905960292344,60.17660074103067,24.957429674588305
1,891126d3157ffff,891126d307bffff,60.17976959725576,24.925905960292344,60.16142362290212,24.920590070802053
2,891126d3157ffff,891126d32a7ffff,60.17976959725576,24.925905960292344,60.159355873913874,24.92863663698213
3,891126d3157ffff,891126d335bffff,60.17976959725576,24.925905960292344,60.15793136689961,24.94695768289095
4,891126d3157ffff,891126d14b7ffff,60.17976959725576,24.925905960292344,60.161287516527814,24.959464301414506
5,891126d3157ffff,891126d333bffff,60.17976959725576,24.925905960292344,60.171174636446466,24.952967770946927
6,891126d3157ffff,891126d33a7ffff,60.17976959725576,24.925905960292344,60.17834745246189,24.944237577544946
7,891126d3157ffff,891126d14b3ffff,60.17976959725576,24.925905960292344,60.15857454622721,24.957233940046752
8,891126d3157ffff,891126d33a3ffff,60.17976959725576,24.925905960292344,60.17563434762359,24.942007656771462
9,891126d3157ffff,891126d334bffff,60.17976959725576,24.925905960292344,60.158253047726106,24.952095628938036
10,891126d3157ffff,891126d33abffff,60.17976959725576,24.925905960292344,60.17324357750504,24.944917902033648
11,891126d3157ffff,891126d3147ffff,60.17976959725576,24.925905960292344,60.18009261261696,24.93104589755489
12,891126d3157ffff,891126d3353ffff,60.17976959725576,24.925905960292344,60.160322515496425,24.94404882586538
13,891126d3157ffff,891126d306bffff,60.17976959725576,24.925905960292344,60.161746369659056,24.925726916861084
14,891126d3157ffff,891126d3337ffff,60.17976959725576,24.925905960292344,60.176278792324105,24.952288636522532
15,891126d3157ffff,891126d3323ffff,60.17976959725576,24.925905960292344,60.173887685083834,24.95519852008948
16,891126d3157ffff,891126d06d3ffff,60.17976959725576,24.925905960292344,60.18106056462908,24.94646790358776
17,891126d3157ffff,891126d3077ffff,60.17976959725576,24.925905960292344,60.16652691910069,24.91990651182505
18,891126d3157ffff,891126d336bffff,60.17976959725576,24.925905960292344,60.16400049419419,24.961695067914203
19,891126d3157ffff,891126d3153ffff,60.17976959725576,24.925905960292344,60.17705642997488,24.923677819715948
20,891126d3157ffff,891126d300fffff,60.17976959725576,24.925905960292344,60.16620383532443,24.91476930514281
21,891126d3157ffff,891126d3227ffff,60.17976959725576,24.925905960292344,60.157609503784975,24.941820101949148
22,891126d3157ffff,891126d33cfffff,60.17976959725576,24.925905960292344,60.162713516778346,24.94113964723899
23,891126d3157ffff,891126d332fffff,60.17976959725576,24.925905960292344,60.17420946522252,24.960339377187772
24,891126d3157ffff,891126d317bffff,60.17976959725576,24.925905960292344,60.18041544565773,24.9361862005541
25,891126d3157ffff,891126d3387ffff,60.17976959725576,24.925905960292344,60.17259874043934,24.934638745790597
26,891126d3157ffff,891126d3303ffff,60.17976959725576,24.925905960292344,60.16813960487213,24.94559802769621
27,891126d3157ffff,891126d338fffff,60.17976959725576,24.925905960292344,60.170208160034655,24.9375490306178
28,891126d3157ffff,891126d3313ffff,60.17976959725576,24.925905960292344,60.16781743225663,24.94045899367283
29,891126d3157ffff,891126d33dbffff,60.17976959725576,24.925905960292344,60.15967826999614,24.933773668018645
30,891126d3157ffff,891126d314bffff,60.17976959725576,24.925905960292344,60.17498917345491,24.931728139152845
31,891126d3157ffff,891126d159bffff,60.17976959725576,24.925905960292344,60.1694264715232,24.966157816724134
32,891126d3157ffff,891126d33cbffff,60.17976959725576,24.925905960292344,60.160000483869396,24.938911064327637
33,891126d3157ffff,891126d303bffff,60.17976959725576,24.925905960292344,60.168916972765665,24.916995826833414
34,891126d3157ffff,891126d337bffff,60.17976959725576,24.925905960292344,60.16367902338867,24.956555665001083
35,891126d3157ffff,891126d3333ffff,60.17976959725576,24.925905960292344,60.173565722498935,24.95005802835684
36,891126d3157ffff,891126d336fffff,60.17976959725576,24.925905960292344,60.16671347920107,24.963926239649567
37,891126d3157ffff,891126d302bffff,60.17976959725576,24.925905960292344,60.169240042905464,24.92213357943554
38,891126d3157ffff,891126d33afffff,60.17976959725576,24.925905960292344,60.17595666117598,24.94714796390231
39,891126d3157ffff,891126d33c7ffff,60.17976959725576,24.925905960292344,60.165104370729615,24.93823014697343
40,891126d3157ffff,891126d33bbffff,60.17976959725576,24.925905960292344,60.172921250139424,24.93977814116363
41,891126d3157ffff,891126d3317ffff,60.17976959725576,24.925905960292344,60.170530501190186,24.942688245325023
42,891126d3157ffff,891126d3343ffff,60.17976959725576,24.925905960292344,60.16064436483997,24.949186952588285
43,891126d3157ffff,891126d06cbffff,60.17976959725576,24.925905960292344,60.17899186945679,24.954519650050084
44,891126d3157ffff,891126d330bffff,60.17976959725576,24.925905960292344,60.16574856120106,24.948507488315688
45,891126d3157ffff,891126d3307ffff,60.17976959725576,24.925905960292344,60.17085266000653,24.947827825449295
46,891126d3157ffff,891126d332bffff,60.17976959725576,24.925905960292344,60.17149643047274,24.958108081774082
47,891126d3157ffff,891126d33b7ffff,60.17976959725576,24.925905960292344,60.17802497034641,24.939097089624436
48,891126d3157ffff,891126d1487ffff,60.17976959725576,24.925905960292344,60.155861583317616,24.95500398370742
49,891126d3157ffff,891126d338bffff,60.17976959725576,24.925905960292344,60.16749507733448,24.935320325030318
50,891126d3157ffff,891126d3377ffff,60.17976959725576,24.925905960292344,60.16878340303436,24.955877191710904
51,891126d3157ffff,891126d3373ffff,60.17976959725576,24.925905960292344,60.166070382932595,24.953646706894652
