,from_id,to_id,ghg_co2_emission
57,891126d06c3ffff,891126d3237ffff,106.43891999999998
58,891126d06c3ffff,891126d3287ffff,111.89375
59,891126d06c3ffff,891126d328fffff,103.69999999999999
60,891126d06c3ffff,891126d32a3ffff,103.69999999999999
61,891126d06c3ffff,891126d32a7ffff,80.3706
62,891126d06c3ffff,891126d32abffff,103.69999999999999
63,891126d06c3ffff,891126d32afffff,71.95095
64,891126d06c3ffff,891126d32b3ffff,86.77499999999999
65,891126d06c3ffff,891126d32b7ffff,67.55536
66,891126d06c3ffff,891126d32bbffff,103.69999999999999
67,891126d06c3ffff,891126d3303ffff,16.2
68,891126d06c3ffff,891126d3307ffff,16.2
69,891126d06c3ffff,891126d330bffff,16.2
70,891126d06c3ffff,891126d330fffff,20.7875
71,891126d06c3ffff,891126d3313ffff,24.383333333333336
72,891126d06c3ffff,891126d3317ffff,24.383333333333336
73,891126d06c3ffff,891126d331bffff,30.075000000000003
74,891126d06c3ffff,891126d3323ffff,29.882625
75,891126d06c3ffff,891126d3327ffff,19.324257142857142
76,891126d06c3ffff,891126d332bffff,20.8375
77,891126d06c3ffff,891126d332fffff,36.27673333333334
78,891126d06c3ffff,891126d3333ffff,29.495125
79,891126d06c3ffff,891126d3337ffff,18.763685714285714
80,891126d06c3ffff,891126d333bffff,20.8375
81,891126d06c3ffff,891126d3343ffff,50.9375
82,891126d06c3ffff,891126d3347ffff,41.212500000000006
83,891126d06c3ffff,891126d334bffff,64.08125
84,891126d06c3ffff,891126d334fffff,65.4868
85,891126d06c3ffff,891126d3353ffff,78.44232
86,891126d06c3ffff,891126d3357ffff,46.0625
87,891126d06c3ffff,891126d335bffff,64.08125
88,891126d06c3ffff,891126d3363ffff,34.815
89,891126d06c3ffff,891126d3367ffff,34.815
90,891126d06c3ffff,891126d336bffff,40.085
91,891126d06c3ffff,891126d336fffff,68.21248571428572
92,891126d06c3ffff,891126d3373ffff,32.17
93,891126d06c3ffff,891126d3377ffff,34.815
94,891126d06c3ffff,891126d337bffff,58.324299999999994
95,891126d06c3ffff,891126d3383ffff,33.25
96,891126d06c3ffff,891126d3387ffff,24.383333333333336
97,891126d06c3ffff,891126d338bffff,34.825
98,891126d06c3ffff,891126d338fffff,24.383333333333336
99,891126d06c3ffff,891126d3393ffff,33.25
100,891126d06c3ffff,891126d3397ffff,33.25
101,891126d06c3ffff,891126d339bffff,33.25
102,891126d06c3ffff,891126d33a3ffff,16.2
103,891126d06c3ffff,891126d33a7ffff,24.12437777777778
104,891126d06c3ffff,891126d33abffff,16.2
105,891126d06c3ffff,891126d33afffff,20.925425
106,891126d06c3ffff,891126d33b3ffff,24.383333333333336
107,891126d06c3ffff,891126d33b7ffff,24.383333333333336
108,891126d06c3ffff,891126d33bbffff,24.383333333333336
109,891126d06c3ffff,891126d33c3ffff,67.38705
110,891126d06c3ffff,891126d33c7ffff,43.81
111,891126d06c3ffff,891126d33cbffff,83.32785000000001
112,891126d06c3ffff,891126d33cfffff,57.80063333333334
113,891126d06c3ffff,891126d33d3ffff,81.92580000000001
114,891126d06c3ffff,891126d33d7ffff,49.83024
115,891126d06c3ffff,891126d33dbffff,83.32785000000001
116,891126d06cbffff,891126d06c3ffff,18.82855
117,891126d06cbffff,891126d06d3ffff,16.243933333333334
118,891126d06cbffff,891126d06dbffff,18.878766666666667
119,891126d06cbffff,891126d1487ffff,61.455
120,891126d06cbffff,891126d148fffff,61.455
121,891126d06cbffff,891126d1497ffff,97.2796
122,891126d06cbffff,891126d14a3ffff,41.606249999999996
123,891126d06cbffff,891126d14b3ffff,60.0
124,891126d06cbffff,891126d14b7ffff,41.606249999999996
125,891126d06cbffff,891126d14bbffff,60.0
126,891126d06cbffff,891126d1593ffff,34.27876666666667
127,891126d06cbffff,891126d159bffff,34.64188
128,891126d06cbffff,891126d15d3ffff,71.69313333333334
129,891126d06cbffff,891126d15d7ffff,71.69313333333334
130,891126d06cbffff,891126d3003ffff,51.800000000000004
131,891126d06cbffff,891126d3007ffff,51.800000000000004
132,891126d06cbffff,891126d300bffff,51.800000000000004
133,891126d06cbffff,891126d300fffff,51.800000000000004
134,891126d06cbffff,891126d301bffff,85.2072
135,891126d06cbffff,891126d3023ffff,75.15204
136,891126d06cbffff,891126d3027ffff,85.62908571428571
137,891126d06cbffff,891126d302bffff,46.73745
138,891126d06cbffff,891126d302fffff,33.25
139,891126d06cbffff,891126d3033ffff,67.98576
140,891126d06cbffff,891126d3037ffff,101.35200000000002
141,891126d06cbffff,891126d303bffff,60.649950000000004
142,891126d06cbffff,891126d3043ffff,81.29166666666667
143,891126d06cbffff,891126d3047ffff,51.800000000000004
144,891126d06cbffff,891126d304bffff,81.29166666666667
145,891126d06cbffff,891126d304fffff,77.7
146,891126d06cbffff,891126d3057ffff,77.7
147,891126d06cbffff,891126d3063ffff,62.494200000000006
148,891126d06cbffff,891126d3067ffff,45.15345
149,891126d06cbffff,891126d306bffff,63.14036000000001
150,891126d06cbffff,891126d306fffff,51.66225
151,891126d06cbffff,891126d3073ffff,51.800000000000004
152,891126d06cbffff,891126d3077ffff,60.649950000000004
153,891126d06cbffff,891126d307bffff,51.800000000000004
154,891126d06cbffff,891126d3143ffff,61.80276
155,891126d06cbffff,891126d3147ffff,62.06772000000001
156,891126d06cbffff,891126d314bffff,41.34
157,891126d06cbffff,891126d314fffff,61.80276
158,891126d06cbffff,891126d3153ffff,61.80276
159,891126d06cbffff,891126d3157ffff,61.80276
160,891126d06cbffff,891126d315bffff,91.945425
161,891126d06cbffff,891126d316bffff,20.6304
162,891126d06cbffff,891126d317bffff,31.17312
163,891126d06cbffff,891126d31cbffff,100.01262857142856
164,891126d06cbffff,891126d31cfffff,109.07892
165,891126d06cbffff,891126d3203ffff,96.95
166,891126d06cbffff,891126d3207ffff,96.95
167,891126d06cbffff,891126d3213ffff,96.95
168,891126d06cbffff,891126d3217ffff,96.95
169,891126d06cbffff,891126d3223ffff,114.52439999999999
170,891126d06cbffff,891126d3227ffff,104.74391999999997
171,891126d06cbffff,891126d322fffff,114.52439999999999
172,891126d06cbffff,891126d3233ffff,87.14966666666668
173,891126d06cbffff,891126d3237ffff,106.43891999999998
174,891126d06cbffff,891126d3287ffff,112.1427
175,891126d06cbffff,891126d328fffff,96.95
176,891126d06cbffff,891126d32a3ffff,96.95
177,891126d06cbffff,891126d32a7ffff,65.65444
178,891126d06cbffff,891126d32abffff,96.95
179,891126d06cbffff,891126d32afffff,64.24293333333334
180,891126d06cbffff,891126d32b3ffff,85.90833333333335
181,891126d06cbffff,891126d32b7ffff,67.03536
182,891126d06cbffff,891126d32bbffff,96.95
183,891126d06cbffff,891126d3303ffff,44.456225
184,891126d06cbffff,891126d3307ffff,24.62688
185,891126d06cbffff,891126d330bffff,27.8604
186,891126d06cbffff,891126d330fffff,28.2902
187,891126d06cbffff,891126d3313ffff,24.383333333333336
188,891126d06cbffff,891126d3317ffff,46.566177777777774
189,891126d06cbffff,891126d331bffff,40.42832
190,891126d06cbffff,891126d3323ffff,26.612166666666667
191,891126d06cbffff,891126d3327ffff,21.899520000000003
192,891126d06cbffff,891126d332bffff,27.837166666666672
193,891126d06cbffff,891126d332fffff,37.48896666666667
194,891126d06cbffff,891126d3333ffff,26.553833333333333
195,891126d06cbffff,891126d3337ffff,26.073600000000003
196,891126d06cbffff,891126d333bffff,27.837166666666672
197,891126d06cbffff,891126d3343ffff,50.92
198,891126d06cbffff,891126d3347ffff,32.930885714285715
199,891126d06cbffff,891126d334bffff,65.545
200,891126d06cbffff,891126d334fffff,46.739999999999995
201,891126d06cbffff,891126d3353ffff,78.06232
202,891126d06cbffff,891126d3357ffff,48.5736
203,891126d06cbffff,891126d335bffff,65.545
204,891126d06cbffff,891126d3363ffff,29.366880000000002
205,891126d06cbffff,891126d3367ffff,29.366880000000002
206,891126d06cbffff,891126d336bffff,34.64188
207,891126d06cbffff,891126d336fffff,65.68688333333334
208,891126d06cbffff,891126d3373ffff,26.9777
209,891126d06cbffff,891126d3377ffff,29.366880000000002
210,891126d06cbffff,891126d337bffff,37.894200000000005
211,891126d06cbffff,891126d3383ffff,33.25
212,891126d06cbffff,891126d3387ffff,24.383333333333336
213,891126d06cbffff,891126d338bffff,34.175
214,891126d06cbffff,891126d338fffff,24.383333333333336
215,891126d06cbffff,891126d3393ffff,33.25
216,891126d06cbffff,891126d3397ffff,33.25
217,891126d06cbffff,891126d339bffff,33.25
218,891126d06cbffff,891126d33a3ffff,50.320800000000006
219,891126d06cbffff,891126d33a7ffff,18.878766666666667
220,891126d06cbffff,891126d33abffff,50.320800000000006
221,891126d06cbffff,891126d33afffff,26.073600000000003
222,891126d06cbffff,891126d33b3ffff,33.9979
223,891126d06cbffff,891126d33b7ffff,33.9979
224,891126d06cbffff,891126d33bbffff,46.566177777777774
225,891126d06cbffff,891126d33c3ffff,66.55463999999999
226,891126d06cbffff,891126d33c7ffff,39.1375
227,891126d06cbffff,891126d33cbffff,80.60728
228,891126d06cbffff,891126d33cfffff,55.57075999999999
229,891126d06cbffff,891126d33d3ffff,67.20964000000001
230,891126d06cbffff,891126d33d7ffff,43.61265
231,891126d06cbffff,891126d33dbffff,88.88304000000001
232,891126d06d3ffff,891126d06c3ffff,6.4636
233,891126d06d3ffff,891126d06cbffff,13.222800000000001
234,891126d06d3ffff,891126d06dbffff,13.222800000000001
235,891126d06d3ffff,891126d1487ffff,62.220000000000006
236,891126d06d3ffff,891126d148fffff,62.220000000000006
237,891126d06d3ffff,891126d1497ffff,112.15439999999998
238,891126d06d3ffff,891126d14a3ffff,68.37591111111111
239,891126d06d3ffff,891126d14b3ffff,64.96
240,891126d06d3ffff,891126d14b7ffff,68.37591111111111
241,891126d06d3ffff,891126d14bbffff,64.96
242,891126d06d3ffff,891126d1593ffff,21.386360000000003
243,891126d06d3ffff,891126d159bffff,40.713633333333334
244,891126d06d3ffff,891126d15d3ffff,76.59608
245,891126d06d3ffff,891126d15d7ffff,76.59608
246,891126d06d3ffff,891126d3003ffff,51.800000000000004
247,891126d06d3ffff,891126d3007ffff,51.800000000000004
248,891126d06d3ffff,891126d300bffff,77.7
249,891126d06d3ffff,891126d300fffff,51.800000000000004
250,891126d06d3ffff,891126d301bffff,85.2072
251,891126d06d3ffff,891126d3023ffff,89.82852
252,891126d06d3ffff,891126d3027ffff,90.79733333333333
253,891126d06d3ffff,891126d302bffff,54.82992
254,891126d06d3ffff,891126d302fffff,33.25
255,891126d06d3ffff,891126d3033ffff,69.25296
256,891126d06d3ffff,891126d3037ffff,103.23555
257,891126d06d3ffff,891126d303bffff,60.649950000000004
258,891126d06d3ffff,891126d3043ffff,84.6875
259,891126d06d3ffff,891126d3047ffff,77.7
260,891126d06d3ffff,891126d304bffff,84.6875
261,891126d06d3ffff,891126d304fffff,77.7
262,891126d06d3ffff,891126d3057ffff,77.7
263,891126d06d3ffff,891126d3063ffff,62.494200000000006
264,891126d06d3ffff,891126d3067ffff,45.15345
265,891126d06d3ffff,891126d306bffff,71.8283
266,891126d06d3ffff,891126d306fffff,56.26992
267,891126d06d3ffff,891126d3073ffff,51.800000000000004
268,891126d06d3ffff,891126d3077ffff,60.649950000000004
269,891126d06d3ffff,891126d307bffff,51.800000000000004
270,891126d06d3ffff,891126d3143ffff,61.80276
271,891126d06d3ffff,891126d3147ffff,62.06772000000001
272,891126d06d3ffff,891126d314bffff,38.75625
273,891126d06d3ffff,891126d314fffff,61.80276
274,891126d06d3ffff,891126d3153ffff,82.80548571428572
275,891126d06d3ffff,891126d3157ffff,61.80276
276,891126d06d3ffff,891126d315bffff,95.33358
277,891126d06d3ffff,891126d316bffff,22.003200000000003
278,891126d06d3ffff,891126d317bffff,17.1648
279,891126d06d3ffff,891126d31cbffff,101.76622499999999
280,891126d06d3ffff,891126d31cfffff,103.80040000000001
281,891126d06d3ffff,891126d3203ffff,98.4
282,891126d06d3ffff,891126d3207ffff,98.4
283,891126d06d3ffff,891126d3213ffff,98.4
284,891126d06d3ffff,891126d3217ffff,98.4
285,891126d06d3ffff,891126d3223ffff,123.37424999999999
286,891126d06d3ffff,891126d3227ffff,111.14864999999999
287,891126d06d3ffff,891126d322fffff,123.37424999999999
288,891126d06d3ffff,891126d3233ffff,120.43299999999999
289,891126d06d3ffff,891126d3237ffff,106.43891999999998
290,891126d06d3ffff,891126d3287ffff,111.89375
291,891126d06d3ffff,891126d328fffff,98.4
292,891126d06d3ffff,891126d32a3ffff,98.4
293,891126d06d3ffff,891126d32a7ffff,80.3706
294,891126d06d3ffff,891126d32abffff,98.4
295,891126d06d3ffff,891126d32afffff,69.3072
296,891126d06d3ffff,891126d32b3ffff,85.95
297,891126d06d3ffff,891126d32b7ffff,70.20863333333334
298,891126d06d3ffff,891126d32bbffff,98.4
299,891126d06d3ffff,891126d3303ffff,22.65625
300,891126d06d3ffff,891126d3307ffff,16.2
301,891126d06d3ffff,891126d330bffff,16.2
302,891126d06d3ffff,891126d330fffff,23.98
303,891126d06d3ffff,891126d3313ffff,24.383333333333336
304,891126d06d3ffff,891126d3317ffff,24.383333333333336
305,891126d06d3ffff,891126d331bffff,30.075000000000003
306,891126d06d3ffff,891126d3323ffff,31.09882
307,891126d06d3ffff,891126d3327ffff,13.222800000000001
308,891126d06d3ffff,891126d332bffff,21.386360000000003
309,891126d06d3ffff,891126d332fffff,36.2198
310,891126d06d3ffff,891126d3333ffff,30.796654545454548
311,891126d06d3ffff,891126d3337ffff,20.64825
312,891126d06d3ffff,891126d333bffff,21.386360000000003
313,891126d06d3ffff,891126d3343ffff,52.45
314,891126d06d3ffff,891126d3347ffff,40.32000000000001
315,891126d06d3ffff,891126d334bffff,66.31
316,891126d06d3ffff,891126d334fffff,73.14535555555555
317,891126d06d3ffff,891126d3353ffff,78.44232
318,891126d06d3ffff,891126d3357ffff,47.25
319,891126d06d3ffff,891126d335bffff,66.31
320,891126d06d3ffff,891126d3363ffff,34.12196666666667
321,891126d06d3ffff,891126d3367ffff,34.12196666666667
322,891126d06d3ffff,891126d336bffff,40.713633333333334
323,891126d06d3ffff,891126d336fffff,70.69858
324,891126d06d3ffff,891126d3373ffff,30.055
325,891126d06d3ffff,891126d3377ffff,34.12196666666667
326,891126d06d3ffff,891126d337bffff,68.37035555555556
327,891126d06d3ffff,891126d3383ffff,33.25
328,891126d06d3ffff,891126d3387ffff,24.383333333333336
329,891126d06d3ffff,891126d338bffff,36.894999999999996
330,891126d06d3ffff,891126d338fffff,24.383333333333336
331,891126d06d3ffff,891126d3393ffff,33.25
332,891126d06d3ffff,891126d3397ffff,33.25
333,891126d06d3ffff,891126d339bffff,33.25
334,891126d06d3ffff,891126d33a3ffff,44.49456
335,891126d06d3ffff,891126d33a7ffff,13.212800000000001
336,891126d06d3ffff,891126d33abffff,41.463
337,891126d06d3ffff,891126d33afffff,20.64825
338,891126d06d3ffff,891126d33b3ffff,24.383333333333336
339,891126d06d3ffff,891126d33b7ffff,24.383333333333336
340,891126d06d3ffff,891126d33bbffff,24.383333333333336
341,891126d06d3ffff,891126d33c3ffff,67.38705
342,891126d06d3ffff,891126d33c7ffff,43.81
343,891126d06d3ffff,891126d33cbffff,83.32785000000001
344,891126d06d3ffff,891126d33cfffff,57.80063333333334
345,891126d06d3ffff,891126d33d3ffff,81.92580000000001
346,891126d06d3ffff,891126d33d7ffff,49.83024
347,891126d06d3ffff,891126d33dbffff,83.32785000000001
348,891126d06dbffff,891126d06c3ffff,10.2827
349,891126d06dbffff,891126d06cbffff,11.2763
350,891126d06dbffff,891126d06d3ffff,2.5166666666666666
351,891126d06dbffff,891126d1487ffff,69.033325
352,891126d06dbffff,891126d148fffff,69.033325
353,891126d06dbffff,891126d1497ffff,95.31216666666667
354,891126d06dbffff,891126d14a3ffff,63.763727272727266
355,891126d06dbffff,891126d14b3ffff,69.28451428571428
356,891126d06dbffff,891126d14b7ffff,63.763727272727266
357,891126d06dbffff,891126d14bbffff,69.28451428571428
358,891126d06dbffff,891126d1593ffff,30.478583333333336
359,891126d06dbffff,891126d159bffff,44.49076666666667
360,891126d06dbffff,891126d15d3ffff,71.31289230769231
361,891126d06dbffff,891126d15d7ffff,71.31289230769231
362,891126d06dbffff,891126d3003ffff,51.800000000000004
363,891126d06dbffff,891126d3007ffff,51.800000000000004
364,891126d06dbffff,891126d300bffff,51.800000000000004
365,891126d06dbffff,891126d300fffff,51.800000000000004
366,891126d06dbffff,891126d301bffff,63.9054
367,891126d06dbffff,891126d3023ffff,89.82852
368,891126d06dbffff,891126d3027ffff,90.79733333333333
369,891126d06dbffff,891126d302bffff,54.82992
370,891126d06dbffff,891126d302fffff,33.25
371,891126d06dbffff,891126d3033ffff,69.25296
372,891126d06dbffff,891126d3037ffff,103.23555
373,891126d06dbffff,891126d303bffff,60.649950000000004
374,891126d06dbffff,891126d3043ffff,60.96875
375,891126d06dbffff,891126d3047ffff,51.800000000000004
376,891126d06dbffff,891126d304bffff,81.29166666666667
377,891126d06dbffff,891126d304fffff,58.7625
378,891126d06dbffff,891126d3057ffff,51.800000000000004
379,891126d06dbffff,891126d3063ffff,61.80535999999999
380,891126d06dbffff,891126d3067ffff,45.15345
381,891126d06dbffff,891126d306bffff,70.97396
382,891126d06dbffff,891126d306fffff,56.73326666666667
383,891126d06dbffff,891126d3073ffff,51.800000000000004
384,891126d06dbffff,891126d3077ffff,60.649950000000004
385,891126d06dbffff,891126d307bffff,56.2625
386,891126d06dbffff,891126d3143ffff,72.8335
387,891126d06dbffff,891126d3147ffff,73.05430000000001
388,891126d06dbffff,891126d314bffff,40.515
389,891126d06dbffff,891126d314fffff,72.8335
390,891126d06dbffff,891126d3153ffff,82.80548571428572
391,891126d06dbffff,891126d3157ffff,72.8335
392,891126d06dbffff,891126d315bffff,95.33358
393,891126d06dbffff,891126d316bffff,9.41095
394,891126d06dbffff,891126d317bffff,19.98055
395,891126d06dbffff,891126d31cbffff,101.76622499999999
396,891126d06dbffff,891126d31cfffff,114.4372
397,891126d06dbffff,891126d3203ffff,96.95
398,891126d06dbffff,891126d3207ffff,48.475
399,891126d06dbffff,891126d3213ffff,96.95
400,891126d06dbffff,891126d3217ffff,96.95
401,891126d06dbffff,891126d3223ffff,116.0094
402,891126d06dbffff,891126d3227ffff,104.74391999999997
403,891126d06dbffff,891126d322fffff,123.37424999999999
404,891126d06dbffff,891126d3233ffff,87.14966666666668
405,891126d06dbffff,891126d3237ffff,103.1241
406,891126d06dbffff,891126d3287ffff,117.30206666666668
407,891126d06dbffff,891126d328fffff,96.95
408,891126d06dbffff,891126d32a3ffff,48.475
409,891126d06dbffff,891126d32a7ffff,75.34328571428571
410,891126d06dbffff,891126d32abffff,48.475
411,891126d06dbffff,891126d32afffff,64.24293333333334
412,891126d06dbffff,891126d32b3ffff,64.43125
413,891126d06dbffff,891126d32b7ffff,67.03536
414,891126d06dbffff,891126d32bbffff,96.95
415,891126d06dbffff,891126d3303ffff,51.1426
416,891126d06dbffff,891126d3307ffff,26.787111111111113
417,891126d06dbffff,891126d330bffff,35.499700000000004
418,891126d06dbffff,891126d330fffff,31.000440000000005
419,891126d06dbffff,891126d3313ffff,29.695000000000004
420,891126d06dbffff,891126d3317ffff,52.26535384615385
421,891126d06dbffff,891126d331bffff,46.65718181818182
422,891126d06dbffff,891126d3323ffff,29.866083333333336
423,891126d06dbffff,891126d3327ffff,14.065280000000001
424,891126d06dbffff,891126d332bffff,30.478583333333336
425,891126d06dbffff,891126d332fffff,31.209254545454545
426,891126d06dbffff,891126d3333ffff,29.83691666666667
427,891126d06dbffff,891126d3337ffff,31.051636363636366
428,891126d06dbffff,891126d333bffff,30.478583333333336
429,891126d06dbffff,891126d3343ffff,55.333333333333336
430,891126d06dbffff,891126d3347ffff,33.744683333333334
431,891126d06dbffff,891126d334bffff,76.88645
432,891126d06dbffff,891126d334fffff,64.05633333333333
433,891126d06dbffff,891126d3353ffff,75.57693333333333
434,891126d06dbffff,891126d3357ffff,51.010400000000004
435,891126d06dbffff,891126d335bffff,76.88645
436,891126d06dbffff,891126d3363ffff,38.99701666666667
437,891126d06dbffff,891126d3367ffff,38.99701666666667
438,891126d06dbffff,891126d336bffff,44.49076666666667
439,891126d06dbffff,891126d336fffff,59.4320625
440,891126d06dbffff,891126d3373ffff,30.212940000000003
441,891126d06dbffff,891126d3377ffff,38.99701666666667
442,891126d06dbffff,891126d337bffff,54.5115625
443,891126d06dbffff,891126d3383ffff,33.25
444,891126d06dbffff,891126d3387ffff,26.400000000000002
445,891126d06dbffff,891126d338bffff,34.175
446,891126d06dbffff,891126d338fffff,26.400000000000002
447,891126d06dbffff,891126d3393ffff,33.25
448,891126d06dbffff,891126d3397ffff,33.25
449,891126d06dbffff,891126d339bffff,37.2
450,891126d06dbffff,891126d33a3ffff,52.26535384615385
451,891126d06dbffff,891126d33a7ffff,11.2763
452,891126d06dbffff,891126d33abffff,52.26535384615385
453,891126d06dbffff,891126d33afffff,31.051636363636366
454,891126d06dbffff,891126d33b3ffff,47.82876363636364
455,891126d06dbffff,891126d33b7ffff,47.82876363636364
456,891126d06dbffff,891126d33bbffff,51.14461428571429
457,891126d06dbffff,891126d33c3ffff,67.38705
458,891126d06dbffff,891126d33c7ffff,45.9552
459,891126d06dbffff,891126d33cbffff,83.32785000000001
460,891126d06dbffff,891126d33cfffff,53.67197142857143
461,891126d06dbffff,891126d33d3ffff,76.45414285714287
462,891126d06dbffff,891126d33d7ffff,49.7002
463,891126d06dbffff,891126d33dbffff,82.98728000000001
464,891126d1483ffff,891126d1493ffff,0.0
465,891126d1483ffff,891126d149bffff,0.0
466,891126d1483ffff,891126d320fffff,0.0
467,891126d1483ffff,891126d322bffff,0.0
468,891126d1483ffff,891126d323bffff,0.0
469,891126d1483ffff,891126d3267ffff,0.0
470,891126d1483ffff,891126d3277ffff,0.0
471,891126d1487ffff,891126d06c3ffff,64.94500000000001
472,891126d1487ffff,891126d06cbffff,69.39684
473,891126d1487ffff,891126d06d3ffff,64.94500000000001
474,891126d1487ffff,891126d06dbffff,69.5273
475,891126d1487ffff,891126d148fffff,3.9
476,891126d1487ffff,891126d1497ffff,3.9
477,891126d1487ffff,891126d14a3ffff,9.708333333333334
478,891126d1487ffff,891126d14b3ffff,3.9
479,891126d1487ffff,891126d14b7ffff,9.708333333333334
480,891126d1487ffff,891126d14bbffff,3.9
481,891126d1487ffff,891126d1593ffff,9.1875
482,891126d1487ffff,891126d159bffff,9.1875
483,891126d1487ffff,891126d15d3ffff,16.158333333333335
484,891126d1487ffff,891126d15d7ffff,37.083333333333336
485,891126d1487ffff,891126d3003ffff,91.0981
486,891126d1487ffff,891126d3007ffff,91.0981
487,891126d1487ffff,891126d300bffff,91.0981
488,891126d1487ffff,891126d300fffff,91.0981
489,891126d1487ffff,891126d301bffff,91.0981
490,891126d1487ffff,891126d3023ffff,76.42215
491,891126d1487ffff,891126d3027ffff,116.81415000000001
492,891126d1487ffff,891126d302bffff,76.42215
493,891126d1487ffff,891126d302fffff,76.42215
494,891126d1487ffff,891126d3033ffff,93.18375
495,891126d1487ffff,891126d3037ffff,116.81415000000001
496,891126d1487ffff,891126d303bffff,76.42215
497,891126d1487ffff,891126d3043ffff,91.4448
498,891126d1487ffff,891126d3047ffff,91.0981
499,891126d1487ffff,891126d304bffff,105.23143333333333
500,891126d1487ffff,891126d304fffff,93.73560000000002
501,891126d1487ffff,891126d3057ffff,91.0981
502,891126d1487ffff,891126d3063ffff,50.329350000000005
503,891126d1487ffff,891126d3067ffff,76.42215
504,891126d1487ffff,891126d306bffff,42.12848
505,891126d1487ffff,891126d306fffff,50.329350000000005
506,891126d1487ffff,891126d3073ffff,91.0981
507,891126d1487ffff,891126d3077ffff,76.42215
508,891126d1487ffff,891126d307bffff,77.4698
509,891126d1487ffff,891126d3143ffff,55.4
510,891126d1487ffff,891126d3147ffff,55.4
511,891126d1487ffff,891126d314bffff,47.931250000000006
512,891126d1487ffff,891126d314fffff,55.4
513,891126d1487ffff,891126d3153ffff,92.62790000000001
514,891126d1487ffff,891126d3157ffff,78.848
515,891126d1487ffff,891126d315bffff,116.81415000000001
516,891126d1487ffff,891126d316bffff,64.94500000000001
517,891126d1487ffff,891126d317bffff,60.49375
518,891126d1487ffff,891126d31cbffff,155.75220000000002
519,891126d1487ffff,891126d31cfffff,140.93746666666667
520,891126d1487ffff,891126d3203ffff,10.743640000000001
521,891126d1487ffff,891126d3207ffff,10.743640000000001
522,891126d1487ffff,891126d3213ffff,10.743640000000001
523,891126d1487ffff,891126d3217ffff,10.74364
524,891126d1487ffff,891126d3223ffff,12.5394
525,891126d1487ffff,891126d3227ffff,14.0178
