,Hexagon_ID,geometry,H3_centroids
61,891126d06cbffff,"POLYGON ((24.952062214260163 60.1779801559058, 24.954745962115016 60.17729048552371, 24.95720349478415 60.178302156172414, 24.95697729293687 60.18000356045377, 24.95429331592902 60.18069324252798, 24.951835769931915 60.17968150862715, 24.952062214260163 60.1779801559058))",POINT (60.17899186945679 24.954519650050084)
62,891126d3307ffff,"POLYGON ((24.945371341228466 60.16984093993104, 24.948054401809426 60.16915130458251, 24.950510982887277 60.17016298177679, 24.95028451665501 60.17186435756286, 24.947601227013557 60.17255400458208, 24.945144632675337 60.17154226414302, 24.945371341228466 60.16984093993104))",POINT (60.17085266000653 24.947827825449295)
63,891126d330bffff,"POLYGON ((24.946051334388663 60.16473690222543, 24.948733998468207 60.16404717324959, 24.951190249220833 60.165058789348784, 24.95096384916696 60.166760197666775, 24.948280956097147 60.167449938313055, 24.945824692081892 60.16643825896927, 24.946051334388663 60.16473690222543))",POINT (60.16574856120106 24.948507488315688)
64,891126d332bffff,"POLYGON ((24.955650989878187 60.17048484123216, 24.958334173437773 60.16979497191914, 24.96079136215742 60.1708065182599, 24.96056538068288 60.17250799716622, 24.957881968080038 60.173197878177845, 24.955424766005454 60.17218626858298, 24.955650989878187 60.17048484123216))",POINT (60.17149643047274 24.958108081774082)
65,891126d06d7ffff,"POLYGON ((24.946241172630657 60.18276184405148, 24.948925255764838 60.182072384326034, 24.951382815065127 60.18308418147678, 24.951156304520133 60.18478550159912, 24.94847199215405 60.18547497300306, 24.94601441957535 60.18446311260458, 24.946241172630657 60.18276184405148))",POINT (60.18377368409994 24.948698635003648)
66,891126d316fffff,"POLYGON ((24.94109989584032 60.1824393241847, 24.943783917383936 60.181749981462275, 24.946241172630657 60.18276184405148, 24.94601441957535 60.18446311260458, 24.943330168791274 60.18515246699157, 24.94087290031345 60.18414054115929, 24.94109989584032 60.1824393241847))",POINT (60.18345122966228 24.943557054143156)
67,891126d0683ffff,"POLYGON ((24.94556084715733 60.187865617091084, 24.94824532721278 60.18717625103244, 24.950703217190767 60.18818810922402, 24.950476640399945 60.18988939672059, 24.947791931042328 60.19057877445805, 24.945334027788185 60.18956685301852, 24.94556084715733 60.187865617091084))",POINT (60.18887751818509 24.948018640176603)
68,891126d3103ffff,"POLYGON ((24.92276653301914 60.183860618950476, 24.92545053706277 60.18317173249148, 24.92790689322284 60.184183854485454, 24.92767925841413 60.1858849261637, 24.924995025064835 60.18657382423859, 24.922538655840427 60.1855616390177, 24.92276653301914 60.183860618950476))",POINT (60.18487278380261 24.92522279216145)
69,891126d33b7ffff,"POLYGON ((24.93664056576877 60.17701306054995, 24.939324128923975 60.17632374113523, 24.941780749708666 60.177335608057334, 24.941553820534708 60.179036857630734, 24.938870028200736 60.17972618869575, 24.93641339422998 60.17871425853546, 24.93664056576877 60.17701306054995))",POINT (60.17802497034641 24.939097089624436)
70,891126d0643ffff,"POLYGON ((24.9623451407486 60.17862397395093, 24.965029011530362 60.17793406952069, 24.967487152109612 60.17894560920409, 24.967261435340216 60.18064711657755, 24.964577335422792 60.1813370327278, 24.96211918142092 60.180325429783, 24.9623451407486 60.17862397395093))",POINT (60.179635556555205 24.964803184481926)
71,891126d338bffff,"POLYGON ((24.932864765460398 60.166483224411905, 24.935547473851074 60.165793834607726, 24.93800313030377 60.16680564467473, 24.937776091519627 60.16850690777742, 24.93509315408211 60.16919630921732, 24.932637484486047 60.16818443591725, 24.932864765460398 60.166483224411905))",POINT (60.16749507733448 24.935320325030318)
72,891126d3377ffff,"POLYGON ((24.953420416959673 60.16777181161406, 24.956103371506817 60.1670819539925, 24.95856024307442 60.168093502519994, 24.958334173437773 60.16979497191914, 24.955650989878187 60.17048484123216, 24.953194104978174 60.169473229453004, 24.953420416959673 60.16777181161406))",POINT (60.16878340303436 24.955877191710904)
73,891126d3373ffff,"POLYGON ((24.951190249220833 60.165058789348784, 24.95387297478632 60.16436894341157, 24.956329529269127 60.16538049410964, 24.956103371506817 60.1670819539925, 24.953420416959673 60.16777181161406, 24.95096384916696 60.166760197666775, 24.951190249220833 60.165058789348784))",POINT (60.166070382932595 24.953646706894652)
74,891126d06c3ffff,"POLYGON ((24.94915185444078 60.180371073684306, 24.951835769931915 60.17968150862715, 24.95429331592902 60.18069324252798, 24.9540669597487 60.18239460473433, 24.951382815065127 60.18308418147678, 24.948925255764838 60.182072384326034, 24.94915185444078 60.180371073684306))",POINT (60.18138285048515 24.95160930353464)
75,891126d31cfffff,"POLYGON ((24.918310763891245 60.1784342305571, 24.920994309416223 60.17774536730858, 24.923450031338042 60.1787574935188, 24.923222220764693 60.180458546198004, 24.92053844599584 60.18114742104821, 24.91808271105465 60.18013523161598, 24.918310763891245 60.1784342305571))",POINT (60.17944639961148 24.92076638881016)
76,891126d32afffff,"POLYGON ((24.929091439557144 60.15595343492449, 24.93177329370391 60.1552639747145, 24.934227986539533 60.156275727793286, 24.934000838339582 60.157977004308506, 24.93131875527781 60.158666476139715, 24.92886404934142 60.15765465983295, 24.929091439557144 60.15595343492449))",POINT (60.156965230840136 24.93154603555619)
77,891126d334fffff,"POLYGON ((24.95186931707705 60.159954499378415, 24.954551646233565 60.15926455984107, 24.95700787038668 60.16027604944448, 24.956781778705857 60.161977541832634, 24.954099220637875 60.16266749305402, 24.95164298317268 60.1616559402016, 24.95186931707705 60.159954499378415))",POINT (60.16096603186285 24.95432544445257)
78,891126d064bffff,"POLYGON ((24.96525481657128 60.17623257162721, 24.96793851965835 60.17554256187875, 24.970396646790228 60.176554038298534, 24.97017108429287 60.1782555877288, 24.967487152109612 60.17894560920409, 24.965029011530362 60.17793406952069, 24.96525481657128 60.17623257162721))",POINT (60.17724409097015 24.967712846881263)
79,891126d3163ffff,"POLYGON ((24.935958984737944 60.18211662191372, 24.938642944649683 60.18142739618034, 24.94109989584032 60.1824393241847, 24.94087290031345 60.18414054115929, 24.938188711152623 60.184829778543254, 24.935731746778245 60.183817787300484, 24.935958984737944 60.18211662191372))",POINT (60.18312859279716 24.938415838968055)
80,891126d3027ffff,"POLYGON ((24.91899478910604 60.173331162204356, 24.921677938017034 60.17264220523251, 24.924133329898808 60.17365427030484, 24.923905585901807 60.17535535556924, 24.92122220781725 60.17604432414243, 24.918766802913705 60.17503219584831, 24.91899478910604 60.173331162204356))",POINT (60.17434327011608 24.921450084016424)
81,891126d3143ffff,"POLYGON ((24.926361294779344 60.17636741855525, 24.929044734595344 60.175678333048886, 24.93150074744444 60.176690330703515, 24.931273333579544 60.17839147709185, 24.928589664567628 60.17908057422065, 24.926133638627064 60.17806851333714, 24.926361294779344 60.17636741855525))",POINT (60.17737945906562 24.92881721066624)
82,891126d3173ffff,"POLYGON ((24.930818439367254 60.18179373727582, 24.93350233760593 60.181104628517474, 24.935958984737944 60.18211662191372, 24.935731746778245 60.183817787300484, 24.933047619281897 60.184506907695486, 24.930590959013422 60.183494851065475, 24.930818439367254 60.18179373727582))",POINT (60.18280577354182 24.933274989522147)
83,891126d30afffff,"POLYGON ((24.908718804695045 60.172684399456294, 24.91140183000271 60.171995676280986, 24.913856614023576 60.17300787190907, 24.9136283856746 60.174708853923335, 24.910945131176327 60.17539758867214, 24.908490334228162 60.174385329831594, 24.908718804695045 60.172684399456294))",POINT (60.17369663790517 24.91117349171143)
84,891126d313bffff,"POLYGON ((24.930135931794236 60.18689704602529, 24.93282022688193 60.186208030975465, 24.935277204415307 60.18722008545446, 24.93504990000561 60.18892121821571, 24.93236537558991 60.189610244902475, 24.929908384922374 60.18859812718949, 24.930135931794236 60.18689704602529))",POINT (60.18790914337879 24.932592812319026)
85,891126d3033ffff,"POLYGON ((24.91163014605332 60.17029470380258, 24.914313004032056 60.16960587531629, 24.91676777510082 60.170618007729715, 24.916539701153475 60.172319031842484, 24.913856614023576 60.17300787190907, 24.91140183000271 60.171995676280986, 24.91163014605332 60.17029470380258))",POINT (60.17130687903905 24.91408482014164)
86,891126d3063ffff,"POLYGON ((24.92036223999964 60.163124732473854, 24.923044596031957 60.162435588095306, 24.925499328095636 60.16344753085137, 24.92527171716391 60.16514868120576, 24.922589132098533 60.16583783718512, 24.920134387008396 60.16482583120772, 24.92036223999964 60.163124732473854))",POINT (60.1641367180599 24.922816875154833)
