,ORIGIN_CODE_R9,DESTINATION_CODE_R9,DAY,NUMBER_OF_USERS,EXTRAPOLATED_NUMBER_OF_USERS
520725,891126d06dbffff,891126d3393ffff,2023-06-29,1,241.0
520726,891126d06dbffff,891126d339bffff,2023-06-29,1,241.0
520727,891126d06dbffff,891126d33a7ffff,2023-06-05,2,299.0
520728,891126d06dbffff,891126d33a7ffff,2023-06-06,1,145.0
520729,891126d06dbffff,891126d33a7ffff,2023-06-07,1,148.0
520730,891126d06dbffff,891126d33a7ffff,2023-06-08,1,150.0
520731,891126d06dbffff,891126d33a7ffff,2023-06-10,1,158.0
520732,891126d06dbffff,891126d33a7ffff,2023-06-11,1,155.0
520733,891126d06dbffff,891126d33a7ffff,2023-06-12,1,145.0
520734,891126d06dbffff,891126d33a7ffff,2023-06-18,2,369.0
520735,891126d06dbffff,891126d33a7ffff,2023-06-21,1,179.0
520736,891126d06dbffff,891126d33a7ffff,2023-06-23,1,194.0
520737,891126d06dbffff,891126d33a7ffff,2023-06-25,1,223.0
520738,891126d06dbffff,891126d33a7ffff,2023-06-29,1,241.0
520739,891126d06dbffff,891126d33b3ffff,2023-06-06,1,145.0
520740,891126d06dbffff,891126d33b3ffff,2023-06-07,1,148.0
520741,891126d06dbffff,891126d33b3ffff,2023-06-30,1,245.0
520742,891126d06dbffff,891126d33b7ffff,2023-06-06,1,145.0
520743,891126d06dbffff,891126d33c7ffff,2023-06-30,1,245.0
566064,891126d1497ffff,891126d06cbffff,2023-06-12,1,145.0
566070,891126d1497ffff,891126d1483ffff,2023-06-08,1,150.0
566071,891126d1497ffff,891126d1483ffff,2023-06-12,1,145.0
566072,891126d1497ffff,891126d1483ffff,2023-06-13,1,151.0
566073,891126d1497ffff,891126d1483ffff,2023-06-14,1,153.0
566074,891126d1497ffff,891126d1487ffff,2023-06-12,1,145.0
566075,891126d1497ffff,891126d1487ffff,2023-06-14,1,153.0
566076,891126d1497ffff,891126d148fffff,2023-06-06,2,290.0
566077,891126d1497ffff,891126d148fffff,2023-06-13,2,302.0
566078,891126d1497ffff,891126d1493ffff,2023-06-02,1,163.0
566079,891126d1497ffff,891126d1493ffff,2023-06-08,2,300.0
566080,891126d1497ffff,891126d1493ffff,2023-06-09,2,300.0
566081,891126d1497ffff,891126d1497ffff,2023-06-01,5,822.0
566082,891126d1497ffff,891126d1497ffff,2023-06-02,7,1138.0
566083,891126d1497ffff,891126d1497ffff,2023-06-03,8,1328.0
566084,891126d1497ffff,891126d1497ffff,2023-06-04,1,160.0
566085,891126d1497ffff,891126d1497ffff,2023-06-05,2,298.0
566086,891126d1497ffff,891126d1497ffff,2023-06-06,10,1447.0
566087,891126d1497ffff,891126d1497ffff,2023-06-07,7,1036.0
566088,891126d1497ffff,891126d1497ffff,2023-06-08,11,1653.0
566089,891126d1497ffff,891126d1497ffff,2023-06-09,6,898.0
566090,891126d1497ffff,891126d1497ffff,2023-06-10,1,158.0
566091,891126d1497ffff,891126d1497ffff,2023-06-11,7,1087.0
566092,891126d1497ffff,891126d1497ffff,2023-06-12,17,2470.0
566093,891126d1497ffff,891126d1497ffff,2023-06-13,10,1512.0
566094,891126d1497ffff,891126d1497ffff,2023-06-14,5,764.0
566095,891126d1497ffff,891126d1497ffff,2023-06-15,3,467.0
566096,891126d1497ffff,891126d1497ffff,2023-06-16,4,629.0
566097,891126d1497ffff,891126d1497ffff,2023-06-17,3,506.0
566098,891126d1497ffff,891126d1497ffff,2023-06-18,2,369.0
566099,891126d1497ffff,891126d1497ffff,2023-06-19,5,906.0
566100,891126d1497ffff,891126d1497ffff,2023-06-20,2,338.0
566101,891126d1497ffff,891126d1497ffff,2023-06-21,5,895.0
566102,891126d1497ffff,891126d1497ffff,2023-06-22,3,570.0
566103,891126d1497ffff,891126d1497ffff,2023-06-23,5,970.0
566104,891126d1497ffff,891126d1497ffff,2023-06-24,1,210.0
566105,891126d1497ffff,891126d1497ffff,2023-06-26,1,223.0
566106,891126d1497ffff,891126d1497ffff,2023-06-27,1,230.0
566107,891126d1497ffff,891126d1497ffff,2023-06-28,1,233.0
566108,891126d1497ffff,891126d1497ffff,2023-06-30,2,490.0
566109,891126d1497ffff,891126d14a3ffff,2023-06-21,1,179.0
566110,891126d1497ffff,891126d14b7ffff,2023-06-12,1,145.0
566111,891126d1497ffff,891126d14bbffff,2023-06-21,1,179.0
566112,891126d1497ffff,891126d1593ffff,2023-06-12,2,291.0
566113,891126d1497ffff,891126d1593ffff,2023-06-14,1,153.0
566121,891126d1497ffff,891126d306bffff,2023-06-19,1,181.0
566125,891126d1497ffff,891126d3207ffff,2023-06-08,1,150.0
566126,891126d1497ffff,891126d322bffff,2023-06-02,1,163.0
566127,891126d1497ffff,891126d322bffff,2023-06-08,1,150.0
566128,891126d1497ffff,891126d322fffff,2023-06-08,1,150.0
566129,891126d1497ffff,891126d322fffff,2023-06-09,3,450.0
566130,891126d1497ffff,891126d322fffff,2023-06-12,1,145.0
566131,891126d1497ffff,891126d322fffff,2023-06-14,2,306.0
566132,891126d1497ffff,891126d322fffff,2023-06-18,1,185.0
566133,891126d1497ffff,891126d322fffff,2023-06-20,1,169.0
566134,891126d1497ffff,891126d3233ffff,2023-06-03,1,166.0
566135,891126d1497ffff,891126d323bffff,2023-06-06,1,145.0
566136,891126d1497ffff,891126d323bffff,2023-06-08,1,150.0
566137,891126d1497ffff,891126d330bffff,2023-06-14,1,153.0
566138,891126d1497ffff,891126d330fffff,2023-06-02,1,163.0
566139,891126d1497ffff,891126d330fffff,2023-06-12,3,436.0
566140,891126d1497ffff,891126d330fffff,2023-06-14,1,153.0
566141,891126d1497ffff,891126d330fffff,2023-06-19,1,181.0
566142,891126d1497ffff,891126d330fffff,2023-06-21,1,179.0
566143,891126d1497ffff,891126d3313ffff,2023-06-07,1,148.0
566144,891126d1497ffff,891126d331bffff,2023-06-14,2,306.0
566145,891126d1497ffff,891126d3327ffff,2023-06-02,1,163.0
566146,891126d1497ffff,891126d3327ffff,2023-06-12,2,290.0
566147,891126d1497ffff,891126d3327ffff,2023-06-14,1,153.0
566148,891126d1497ffff,891126d332bffff,2023-06-14,2,306.0
566149,891126d1497ffff,891126d332bffff,2023-06-21,1,179.0
566150,891126d1497ffff,891126d332fffff,2023-06-12,1,145.0
566151,891126d1497ffff,891126d332fffff,2023-06-14,2,306.0
566152,891126d1497ffff,891126d332fffff,2023-06-21,1,179.0
566153,891126d1497ffff,891126d3347ffff,2023-06-12,2,290.0
566154,891126d1497ffff,891126d3347ffff,2023-06-14,2,306.0
566155,891126d1497ffff,891126d3347ffff,2023-06-21,1,179.0
566156,891126d1497ffff,891126d334bffff,2023-06-12,4,582.0
566157,891126d1497ffff,891126d334bffff,2023-06-14,1,153.0
566158,891126d1497ffff,891126d334fffff,2023-06-12,2,291.0
566159,891126d1497ffff,891126d334fffff,2023-06-14,1,153.0
566160,891126d1497ffff,891126d3353ffff,2023-06-19,1,181.0
566161,891126d1497ffff,891126d3353ffff,2023-06-20,1,169.0
566162,891126d1497ffff,891126d3353ffff,2023-06-21,1,179.0
566163,891126d1497ffff,891126d3353ffff,2023-06-22,1,190.0
566164,891126d1497ffff,891126d3357ffff,2023-06-19,1,181.0
566165,891126d1497ffff,891126d335bffff,2023-06-03,1,166.0
566166,891126d1497ffff,891126d335bffff,2023-06-11,1,155.0
566167,891126d1497ffff,891126d335bffff,2023-06-12,1,145.0
566168,891126d1497ffff,891126d335bffff,2023-06-14,1,153.0
566169,891126d1497ffff,891126d335bffff,2023-06-19,1,181.0
566170,891126d1497ffff,891126d3367ffff,2023-06-12,3,436.0
566171,891126d1497ffff,891126d3367ffff,2023-06-14,2,305.0
566172,891126d1497ffff,891126d3367ffff,2023-06-19,1,181.0
566173,891126d1497ffff,891126d3367ffff,2023-06-21,1,179.0
566174,891126d1497ffff,891126d3373ffff,2023-06-12,1,145.0
566175,891126d1497ffff,891126d3373ffff,2023-06-14,1,153.0
566176,891126d1497ffff,891126d3373ffff,2023-06-19,1,181.0
566177,891126d1497ffff,891126d3373ffff,2023-06-21,2,358.0
566178,891126d1497ffff,891126d3377ffff,2023-06-12,3,436.0
566179,891126d1497ffff,891126d3377ffff,2023-06-14,3,458.0
566180,891126d1497ffff,891126d3377ffff,2023-06-19,2,362.0
566181,891126d1497ffff,891126d3377ffff,2023-06-21,1,179.0
566182,891126d1497ffff,891126d338fffff,2023-06-07,1,148.0
566183,891126d1497ffff,891126d338fffff,2023-06-14,1,153.0
566184,891126d1497ffff,891126d33cbffff,2023-06-17,1,169.0
566185,891126d1497ffff,891126d33cfffff,2023-06-12,1,145.0
566251,891126d14b3ffff,891126d14a3ffff,2023-06-06,1,145.0
566252,891126d14b3ffff,891126d14a3ffff,2023-06-07,1,148.0
566253,891126d14b3ffff,891126d14a3ffff,2023-06-08,1,150.0
566254,891126d14b3ffff,891126d14a3ffff,2023-06-19,1,181.0
566255,891126d14b3ffff,891126d14b3ffff,2023-06-01,1,164.0
566256,891126d14b3ffff,891126d14b3ffff,2023-06-03,1,166.0
566257,891126d14b3ffff,891126d14b3ffff,2023-06-04,2,319.0
566258,891126d14b3ffff,891126d14b3ffff,2023-06-05,1,149.0
566259,891126d14b3ffff,891126d14b3ffff,2023-06-06,1,145.0
566260,891126d14b3ffff,891126d14b3ffff,2023-06-07,2,296.0
566261,891126d14b3ffff,891126d14b3ffff,2023-06-08,3,451.0
566262,891126d14b3ffff,891126d14b3ffff,2023-06-09,2,300.0
566263,891126d14b3ffff,891126d14b3ffff,2023-06-10,1,158.0
566264,891126d14b3ffff,891126d14b3ffff,2023-06-13,2,303.0
566265,891126d14b3ffff,891126d14b3ffff,2023-06-14,1,153.0
566266,891126d14b3ffff,891126d14b3ffff,2023-06-15,1,156.0
566267,891126d14b3ffff,891126d14b3ffff,2023-06-16,1,157.0
566268,891126d14b3ffff,891126d14b3ffff,2023-06-17,1,169.0
566269,891126d14b3ffff,891126d14b3ffff,2023-06-18,3,554.0
566270,891126d14b3ffff,891126d14b3ffff,2023-06-19,1,181.0
566271,891126d14b3ffff,891126d14b3ffff,2023-06-21,2,357.0
566272,891126d14b3ffff,891126d14b3ffff,2023-06-22,2,380.0
566273,891126d14b3ffff,891126d14b3ffff,2023-06-23,1,194.0
566275,891126d14b3ffff,891126d3303ffff,2023-06-19,1,181.0
566276,891126d14b3ffff,891126d330bffff,2023-06-07,1,148.0
566277,891126d14b3ffff,891126d330bffff,2023-06-15,1,156.0
566278,891126d14b3ffff,891126d330fffff,2023-06-19,1,181.0
566279,891126d14b3ffff,891126d3313ffff,2023-06-20,1,169.0
566280,891126d14b3ffff,891126d331bffff,2023-06-09,1,150.0
566281,891126d14b3ffff,891126d334fffff,2023-06-14,1,153.0
566286,891126d14b7ffff,891126d1497ffff,2023-06-08,1,150.0
566287,891126d14b7ffff,891126d14a3ffff,2023-06-06,1,145.0
566288,891126d14b7ffff,891126d14a3ffff,2023-06-08,1,150.0
566289,891126d14b7ffff,891126d14a3ffff,2023-06-15,1,156.0
566290,891126d14b7ffff,891126d14a3ffff,2023-06-16,1,157.0
566291,891126d14b7ffff,891126d14b3ffff,2023-06-08,2,300.0
566292,891126d14b7ffff,891126d14b7ffff,2023-06-05,1,149.0
566293,891126d14b7ffff,891126d14b7ffff,2023-06-06,1,145.0
566294,891126d14b7ffff,891126d14b7ffff,2023-06-08,1,150.0
566295,891126d14b7ffff,891126d14b7ffff,2023-06-14,1,153.0
566296,891126d14b7ffff,891126d14b7ffff,2023-06-15,1,156.0
566297,891126d14b7ffff,891126d14b7ffff,2023-06-23,1,194.0
566301,891126d14b7ffff,891126d3143ffff,2023-06-14,1,153.0
566302,891126d14b7ffff,891126d331bffff,2023-06-16,1,157.0
566303,891126d14b7ffff,891126d3337ffff,2023-06-20,1,169.0
566304,891126d14b7ffff,891126d3337ffff,2023-06-22,1,190.0
566305,891126d14b7ffff,891126d333bffff,2023-06-06,1,145.0
566306,891126d14b7ffff,891126d334fffff,2023-06-16,1,157.0
566307,891126d14b7ffff,891126d3357ffff,2023-06-05,1,149.0
566308,891126d14b7ffff,891126d336fffff,2023-06-27,1,230.0
566309,891126d14b7ffff,891126d338bffff,2023-06-07,1,148.0
566321,891126d14bbffff,891126d1497ffff,2023-06-08,1,150.0
566322,891126d14bbffff,891126d14a3ffff,2023-06-09,1,150.0
566323,891126d14bbffff,891126d14bbffff,2023-06-01,1,164.0
566324,891126d14bbffff,891126d14bbffff,2023-06-02,3,488.0
566325,891126d14bbffff,891126d14bbffff,2023-06-03,2,332.0
566326,891126d14bbffff,891126d14bbffff,2023-06-04,3,479.0
566327,891126d14bbffff,891126d14bbffff,2023-06-05,2,299.0
566328,891126d14bbffff,891126d14bbffff,2023-06-06,3,434.0
566329,891126d14bbffff,891126d14bbffff,2023-06-07,3,444.0
566330,891126d14bbffff,891126d14bbffff,2023-06-08,2,300.0
566331,891126d14bbffff,891126d14bbffff,2023-06-09,1,150.0
566332,891126d14bbffff,891126d14bbffff,2023-06-10,3,474.0
566333,891126d14bbffff,891126d14bbffff,2023-06-11,1,155.0
566334,891126d14bbffff,891126d14bbffff,2023-06-12,3,436.0
566335,891126d14bbffff,891126d14bbffff,2023-06-13,2,303.0
566336,891126d14bbffff,891126d14bbffff,2023-06-14,2,305.0
566337,891126d14bbffff,891126d14bbffff,2023-06-15,2,311.0
566338,891126d14bbffff,891126d14bbffff,2023-06-16,1,157.0
566339,891126d14bbffff,891126d14bbffff,2023-06-17,1,169.0
566340,891126d14bbffff,891126d14bbffff,2023-06-18,3,554.0
566341,891126d14bbffff,891126d14bbffff,2023-06-19,2,363.0
566342,891126d14bbffff,891126d14bbffff,2023-06-20,1,169.0
566343,891126d14bbffff,891126d14bbffff,2023-06-21,3,536.0
566344,891126d14bbffff,891126d14bbffff,2023-06-22,2,380.0
566345,891126d14bbffff,891126d14bbffff,2023-06-23,2,388.0
566346,891126d14bbffff,891126d3073ffff,2023-06-24,1,210.0
566347,891126d14bbffff,891126d3237ffff,2023-06-18,1,185.0
566348,891126d14bbffff,891126d3303ffff,2023-06-03,1,166.0
566349,891126d14bbffff,891126d3303ffff,2023-06-26,1,223.0
566350,891126d14bbffff,891126d3307ffff,2023-06-24,1,210.0
566351,891126d14bbffff,891126d330bffff,2023-06-19,1,181.0
566352,891126d14bbffff,891126d330bffff,2023-06-22,1,190.0
566353,891126d14bbffff,891126d330fffff,2023-06-26,1,223.0
566354,891126d14bbffff,891126d331bffff,2023-06-26,1,223.0
566355,891126d14bbffff,891126d3347ffff,2023-06-26,1,223.0
566356,891126d14bbffff,891126d3347ffff,2023-06-29,2,482.0
566357,891126d14bbffff,891126d3347ffff,2023-06-30,1,245.0
566358,891126d14bbffff,891126d334fffff,2023-06-18,1,185.0
