,ORIGIN_CODE_R9,DESTINATION_CODE_R9,DAY,NUMBER_OF_USERS,EXTRAPOLATED_NUMBER_OF_USERS
1796110,891126d06c3ffff,891126d06c3ffff,2023-05-01,7,847.0
1796111,891126d06c3ffff,891126d06c3ffff,2023-05-02,14,1624.0
1796112,891126d06c3ffff,891126d06c3ffff,2023-05-03,13,1461.0
1796113,891126d06c3ffff,891126d06c3ffff,2023-05-04,16,1728.0
1796114,891126d06c3ffff,891126d06c3ffff,2023-05-05,17,1838.0
1796115,891126d06c3ffff,891126d06c3ffff,2023-05-06,12,1296.0
1796116,891126d06c3ffff,891126d06c3ffff,2023-05-07,10,1090.0
1796117,891126d06c3ffff,891126d06c3ffff,2023-05-08,18,1818.0
1796118,891126d06c3ffff,891126d06c3ffff,2023-05-09,16,1600.0
1796119,891126d06c3ffff,891126d06c3ffff,2023-05-10,14,1414.0
1796120,891126d06c3ffff,891126d06c3ffff,2023-05-11,16,1569.0
1796121,891126d06c3ffff,891126d06c3ffff,2023-05-12,13,1283.0
1796122,891126d06c3ffff,891126d06c3ffff,2023-05-13,12,1224.0
1796123,891126d06c3ffff,891126d06c3ffff,2023-05-14,13,1304.0
1796124,891126d06c3ffff,891126d06c3ffff,2023-05-15,13,1238.0
1796125,891126d06c3ffff,891126d06c3ffff,2023-05-16,9,837.0
1796126,891126d06c3ffff,891126d06c3ffff,2023-05-17,7,679.0
1796127,891126d06c3ffff,891126d06c3ffff,2023-05-18,9,835.0
1796128,891126d06c3ffff,891126d06c3ffff,2023-05-19,12,1131.0
1796129,891126d06c3ffff,891126d06c3ffff,2023-05-20,9,830.0
1796130,891126d06c3ffff,891126d06c3ffff,2023-05-21,8,785.0
1796131,891126d06c3ffff,891126d06c3ffff,2023-05-22,10,950.0
1796132,891126d06c3ffff,891126d06c3ffff,2023-05-23,13,1201.0
1796133,891126d06c3ffff,891126d06c3ffff,2023-05-24,13,1169.0
1796134,891126d06c3ffff,891126d06c3ffff,2023-05-25,18,1674.0
1796135,891126d06c3ffff,891126d06c3ffff,2023-05-26,9,846.0
1796136,891126d06c3ffff,891126d06c3ffff,2023-05-27,10,1113.0
1796137,891126d06c3ffff,891126d06c3ffff,2023-05-28,9,984.0
1796138,891126d06c3ffff,891126d06c3ffff,2023-05-29,9,962.0
1796139,891126d06c3ffff,891126d06c3ffff,2023-05-30,9,966.0
1796140,891126d06c3ffff,891126d06c3ffff,2023-05-31,7,751.0
1796169,891126d06c3ffff,891126d06d3ffff,2023-05-01,2,242.0
1796170,891126d06c3ffff,891126d06d3ffff,2023-05-04,1,108.0
1796171,891126d06c3ffff,891126d06d3ffff,2023-05-06,2,216.0
1796172,891126d06c3ffff,891126d06d3ffff,2023-05-08,2,202.0
1796173,891126d06c3ffff,891126d06d3ffff,2023-05-09,1,100.0
1796174,891126d06c3ffff,891126d06d3ffff,2023-05-10,3,303.0
1796175,891126d06c3ffff,891126d06d3ffff,2023-05-11,2,196.0
1796176,891126d06c3ffff,891126d06d3ffff,2023-05-12,2,198.0
1796177,891126d06c3ffff,891126d06d3ffff,2023-05-14,1,100.0
1796178,891126d06c3ffff,891126d06d3ffff,2023-05-15,3,285.0
1796179,891126d06c3ffff,891126d06d3ffff,2023-05-16,2,186.0
1796180,891126d06c3ffff,891126d06d3ffff,2023-05-18,1,93.0
1796181,891126d06c3ffff,891126d06d3ffff,2023-05-22,1,95.0
1796182,891126d06c3ffff,891126d06d3ffff,2023-05-23,1,92.0
1796183,891126d06c3ffff,891126d06d3ffff,2023-05-25,1,93.0
1796184,891126d06c3ffff,891126d06d3ffff,2023-05-26,2,188.0
1796185,891126d06c3ffff,891126d06d3ffff,2023-05-29,4,428.0
1796186,891126d06c3ffff,891126d06d3ffff,2023-05-31,1,107.0
1796207,891126d06c3ffff,891126d06dbffff,2023-05-04,1,108.0
1796208,891126d06c3ffff,891126d06dbffff,2023-05-05,1,108.0
1796209,891126d06c3ffff,891126d06dbffff,2023-05-09,3,300.0
1796210,891126d06c3ffff,891126d06dbffff,2023-05-11,1,98.0
1796211,891126d06c3ffff,891126d06dbffff,2023-05-12,1,99.0
1796212,891126d06c3ffff,891126d06dbffff,2023-05-14,2,200.0
1796213,891126d06c3ffff,891126d06dbffff,2023-05-18,1,93.0
1796214,891126d06c3ffff,891126d06dbffff,2023-05-20,1,92.0
1796215,891126d06c3ffff,891126d06dbffff,2023-05-22,2,190.0
1796216,891126d06c3ffff,891126d06dbffff,2023-05-23,2,184.0
1796217,891126d06c3ffff,891126d06dbffff,2023-05-25,2,186.0
1796218,891126d06c3ffff,891126d06dbffff,2023-05-28,1,109.0
1796324,891126d06c3ffff,891126d302bffff,2023-05-04,1,108.0
1796325,891126d06c3ffff,891126d3067ffff,2023-05-15,1,95.0
1796326,891126d06c3ffff,891126d306bffff,2023-05-05,1,108.0
1796327,891126d06c3ffff,891126d306fffff,2023-05-15,1,95.0
1796328,891126d06c3ffff,891126d3073ffff,2023-05-06,1,108.0
1796329,891126d06c3ffff,891126d307bffff,2023-05-05,1,108.0
1796343,891126d06c3ffff,891126d3147ffff,2023-05-01,1,121.0
1796344,891126d06c3ffff,891126d3147ffff,2023-05-02,1,116.0
1796345,891126d06c3ffff,891126d3147ffff,2023-05-03,1,112.0
1796346,891126d06c3ffff,891126d3147ffff,2023-05-04,1,108.0
1796347,891126d06c3ffff,891126d3147ffff,2023-05-11,1,98.0
1796348,891126d06c3ffff,891126d3147ffff,2023-05-12,1,99.0
1796349,891126d06c3ffff,891126d3147ffff,2023-05-16,1,93.0
1796350,891126d06c3ffff,891126d3147ffff,2023-05-17,1,97.0
1796351,891126d06c3ffff,891126d3147ffff,2023-05-20,1,92.0
1796352,891126d06c3ffff,891126d3147ffff,2023-05-22,1,95.0
1796353,891126d06c3ffff,891126d3147ffff,2023-05-24,2,180.0
1796354,891126d06c3ffff,891126d3147ffff,2023-05-25,3,279.0
1796355,891126d06c3ffff,891126d3147ffff,2023-05-26,1,94.0
1796356,891126d06c3ffff,891126d3147ffff,2023-05-31,1,107.0
1796369,891126d06c3ffff,891126d316bffff,2023-05-04,1,108.0
1796370,891126d06c3ffff,891126d316bffff,2023-05-05,1,108.0
1796371,891126d06c3ffff,891126d316bffff,2023-05-10,1,101.0
1796372,891126d06c3ffff,891126d316bffff,2023-05-11,1,98.0
1796373,891126d06c3ffff,891126d316bffff,2023-05-12,1,99.0
1796374,891126d06c3ffff,891126d316bffff,2023-05-13,1,102.0
1796375,891126d06c3ffff,891126d316bffff,2023-05-14,1,100.0
1796376,891126d06c3ffff,891126d316bffff,2023-05-16,2,186.0
1796377,891126d06c3ffff,891126d316bffff,2023-05-24,1,90.0
1796378,891126d06c3ffff,891126d316bffff,2023-05-28,1,109.0
1796379,891126d06c3ffff,891126d316bffff,2023-05-30,1,107.0
1796399,891126d06c3ffff,891126d317bffff,2023-05-09,1,100.0
1796400,891126d06c3ffff,891126d317bffff,2023-05-11,2,196.0
1796401,891126d06c3ffff,891126d317bffff,2023-05-13,2,204.0
1796402,891126d06c3ffff,891126d317bffff,2023-05-23,1,92.0
1796403,891126d06c3ffff,891126d317bffff,2023-05-25,1,93.0
1796404,891126d06c3ffff,891126d317bffff,2023-05-27,1,111.0
1796407,891126d06c3ffff,891126d32b7ffff,2023-05-11,1,98.0
1796408,891126d06c3ffff,891126d3307ffff,2023-05-05,1,108.0
1796409,891126d06c3ffff,891126d3313ffff,2023-05-20,1,92.0
1796410,891126d06c3ffff,891126d3317ffff,2023-05-10,1,101.0
1796411,891126d06c3ffff,891126d3317ffff,2023-05-11,2,196.0
1796412,891126d06c3ffff,891126d3317ffff,2023-05-16,2,186.0
1796413,891126d06c3ffff,891126d331bffff,2023-05-05,1,108.0
1796414,891126d06c3ffff,891126d3323ffff,2023-05-10,1,101.0
1796415,891126d06c3ffff,891126d3327ffff,2023-05-02,1,116.0
1796416,891126d06c3ffff,891126d3327ffff,2023-05-11,2,196.0
1796417,891126d06c3ffff,891126d3327ffff,2023-05-12,1,99.0
1796418,891126d06c3ffff,891126d3327ffff,2023-05-13,1,102.0
1796419,891126d06c3ffff,891126d3327ffff,2023-05-14,1,100.0
1796420,891126d06c3ffff,891126d3327ffff,2023-05-16,1,93.0
1796421,891126d06c3ffff,891126d3327ffff,2023-05-18,1,93.0
1796422,891126d06c3ffff,891126d3327ffff,2023-05-24,2,180.0
1796423,891126d06c3ffff,891126d332bffff,2023-05-11,1,98.0
1796424,891126d06c3ffff,891126d332fffff,2023-05-02,1,116.0
1796425,891126d06c3ffff,891126d332fffff,2023-05-10,1,101.0
1796426,891126d06c3ffff,891126d332fffff,2023-05-11,1,98.0
1796427,891126d06c3ffff,891126d332fffff,2023-05-12,1,99.0
1796428,891126d06c3ffff,891126d332fffff,2023-05-13,1,102.0
1796429,891126d06c3ffff,891126d332fffff,2023-05-14,1,100.0
1796430,891126d06c3ffff,891126d332fffff,2023-05-16,2,186.0
1796431,891126d06c3ffff,891126d332fffff,2023-05-18,1,93.0
1796432,891126d06c3ffff,891126d332fffff,2023-05-20,2,184.0
1796433,891126d06c3ffff,891126d3333ffff,2023-05-03,1,112.0
1796434,891126d06c3ffff,891126d3333ffff,2023-05-05,1,108.0
1796435,891126d06c3ffff,891126d3333ffff,2023-05-08,1,101.0
1796436,891126d06c3ffff,891126d3333ffff,2023-05-09,2,200.0
1796437,891126d06c3ffff,891126d3333ffff,2023-05-10,1,101.0
1796438,891126d06c3ffff,891126d3333ffff,2023-05-11,2,196.0
1796439,891126d06c3ffff,891126d3333ffff,2023-05-12,1,99.0
1796440,891126d06c3ffff,891126d3333ffff,2023-05-16,1,93.0
1796441,891126d06c3ffff,891126d3333ffff,2023-05-20,1,92.0
1796442,891126d06c3ffff,891126d3337ffff,2023-05-20,1,92.0
1796443,891126d06c3ffff,891126d3353ffff,2023-05-26,1,94.0
1796444,891126d06c3ffff,891126d3353ffff,2023-05-29,1,107.0
1796445,891126d06c3ffff,891126d3357ffff,2023-05-26,1,94.0
1796446,891126d06c3ffff,891126d338bffff,2023-05-10,1,101.0
1796447,891126d06c3ffff,891126d338fffff,2023-05-01,2,242.0
1796448,891126d06c3ffff,891126d3393ffff,2023-05-19,1,94.0
1796449,891126d06c3ffff,891126d33a3ffff,2023-05-14,1,100.0
1796450,891126d06c3ffff,891126d33a3ffff,2023-05-16,1,93.0
1796451,891126d06c3ffff,891126d33a3ffff,2023-05-28,1,109.0
1796452,891126d06c3ffff,891126d33a3ffff,2023-05-30,1,107.0
1796453,891126d06c3ffff,891126d33a3ffff,2023-05-31,1,107.0
1796454,891126d06c3ffff,891126d33a7ffff,2023-05-04,1,108.0
1796455,891126d06c3ffff,891126d33a7ffff,2023-05-05,1,108.0
1796456,891126d06c3ffff,891126d33a7ffff,2023-05-06,2,216.0
1796457,891126d06c3ffff,891126d33a7ffff,2023-05-09,1,100.0
1796458,891126d06c3ffff,891126d33a7ffff,2023-05-13,1,102.0
1796459,891126d06c3ffff,891126d33a7ffff,2023-05-14,1,100.0
1796460,891126d06c3ffff,891126d33a7ffff,2023-05-16,1,93.0
1796461,891126d06c3ffff,891126d33a7ffff,2023-05-25,1,93.0
1796462,891126d06c3ffff,891126d33a7ffff,2023-05-27,1,111.0
1796463,891126d06c3ffff,891126d33a7ffff,2023-05-28,1,109.0
1796464,891126d06c3ffff,891126d33abffff,2023-05-09,1,100.0
1796465,891126d06c3ffff,891126d33abffff,2023-05-11,1,98.0
1796466,891126d06c3ffff,891126d33abffff,2023-05-12,1,99.0
1796467,891126d06c3ffff,891126d33abffff,2023-05-20,1,92.0
1796468,891126d06c3ffff,891126d33abffff,2023-05-22,2,190.0
1796469,891126d06c3ffff,891126d33abffff,2023-05-23,1,92.0
1796470,891126d06c3ffff,891126d33afffff,2023-05-06,1,108.0
1796471,891126d06c3ffff,891126d33afffff,2023-05-09,1,100.0
1796472,891126d06c3ffff,891126d33afffff,2023-05-14,1,100.0
1796473,891126d06c3ffff,891126d33b3ffff,2023-05-06,1,108.0
1796474,891126d06c3ffff,891126d33b7ffff,2023-05-04,1,108.0
1796475,891126d06c3ffff,891126d33bbffff,2023-05-11,1,98.0
1796476,891126d06c3ffff,891126d33bbffff,2023-05-16,2,186.0
1796477,891126d06c3ffff,891126d33cfffff,2023-05-25,1,93.0
1797449,891126d06cbffff,891126d06c3ffff,2023-05-02,1,116.0
1797450,891126d06cbffff,891126d06c3ffff,2023-05-03,1,112.0
1797451,891126d06cbffff,891126d06c3ffff,2023-05-04,1,108.0
1797452,891126d06cbffff,891126d06c3ffff,2023-05-07,1,109.0
1797453,891126d06cbffff,891126d06c3ffff,2023-05-08,2,202.0
1797454,891126d06cbffff,891126d06c3ffff,2023-05-10,1,101.0
1797455,891126d06cbffff,891126d06c3ffff,2023-05-13,1,102.0
1797456,891126d06cbffff,891126d06c3ffff,2023-05-15,1,95.0
1797457,891126d06cbffff,891126d06c3ffff,2023-05-16,1,93.0
1797458,891126d06cbffff,891126d06c3ffff,2023-05-19,1,94.0
1797459,891126d06cbffff,891126d06c3ffff,2023-05-20,1,92.0
1797460,891126d06cbffff,891126d06c3ffff,2023-05-22,1,95.0
1797461,891126d06cbffff,891126d06c3ffff,2023-05-23,4,369.0
1797462,891126d06cbffff,891126d06c3ffff,2023-05-26,1,94.0
1797463,891126d06cbffff,891126d06c3ffff,2023-05-27,2,222.0
1797464,891126d06cbffff,891126d06c3ffff,2023-05-29,1,107.0
1797465,891126d06cbffff,891126d06c3ffff,2023-05-31,1,107.0
1797466,891126d06cbffff,891126d06cbffff,2023-05-01,2,242.0
1797467,891126d06cbffff,891126d06cbffff,2023-05-02,5,580.0
1797468,891126d06cbffff,891126d06cbffff,2023-05-03,1,112.0
1797469,891126d06cbffff,891126d06cbffff,2023-05-04,5,540.0
1797470,891126d06cbffff,891126d06cbffff,2023-05-05,5,540.0
1797471,891126d06cbffff,891126d06cbffff,2023-05-06,6,648.0
1797472,891126d06cbffff,891126d06cbffff,2023-05-07,4,436.0
1797473,891126d06cbffff,891126d06cbffff,2023-05-08,7,707.0
1797474,891126d06cbffff,891126d06cbffff,2023-05-09,4,400.0
1797475,891126d06cbffff,891126d06cbffff,2023-05-10,5,506.0
1797476,891126d06cbffff,891126d06cbffff,2023-05-11,6,589.0
1797477,891126d06cbffff,891126d06cbffff,2023-05-12,4,395.0
1797478,891126d06cbffff,891126d06cbffff,2023-05-13,6,612.0
1797479,891126d06cbffff,891126d06cbffff,2023-05-14,5,501.0
1797480,891126d06cbffff,891126d06cbffff,2023-05-15,7,667.0
1797481,891126d06cbffff,891126d06cbffff,2023-05-16,4,372.0
1797482,891126d06cbffff,891126d06cbffff,2023-05-17,6,582.0
1797483,891126d06cbffff,891126d06cbffff,2023-05-18,6,555.0
1797484,891126d06cbffff,891126d06cbffff,2023-05-19,4,377.0
1797485,891126d06cbffff,891126d06cbffff,2023-05-20,5,462.0
1797486,891126d06cbffff,891126d06cbffff,2023-05-21,4,392.0
1797487,891126d06cbffff,891126d06cbffff,2023-05-22,5,475.0
1797488,891126d06cbffff,891126d06cbffff,2023-05-23,6,555.0
1797489,891126d06cbffff,891126d06cbffff,2023-05-24,2,180.0
1797490,891126d06cbffff,891126d06cbffff,2023-05-25,7,651.0
1797491,891126d06cbffff,891126d06cbffff,2023-05-26,2,188.0
1797492,891126d06cbffff,891126d06cbffff,2023-05-27,7,779.0
1797493,891126d06cbffff,891126d06cbffff,2023-05-28,3,328.0
1797494,891126d06cbffff,891126d06cbffff,2023-05-29,4,428.0
1797495,891126d06cbffff,891126d06cbffff,2023-05-30,1,107.0
