,index,id,lat,lon
1977,3032,8908996b0d7ffff,60.14643959614166,24.64594157958582
1978,3033,8908996b0d7ffff,60.14643959614166,24.64594157958582
1979,3034,8908996b0d7ffff,60.14643959614166,24.64594157958582
1980,3036,8908996b0dbffff,60.141344576555475,24.64666371429244
1981,3037,8908996b0dbffff,60.141344576555475,24.64666371429244
1982,3038,8908996b0dbffff,60.141344576555475,24.64666371429244
1983,3040,8908996b0dbffff,60.141344576555475,24.64666371429244
1984,3041,8908996b0dbffff,60.141344576555475,24.64666371429244
1985,3042,8908996b0dbffff,60.141344576555475,24.64666371429244
1986,3043,8908996b0dbffff,60.141344576555475,24.64666371429244
1987,3044,8908996b0dbffff,60.141344576555475,24.64666371429244
1988,3045,8908996b0dbffff,60.141344576555475,24.64666371429244
1989,3046,8908996b0dbffff,60.141344576555475,24.64666371429244
1990,3047,8908996b103ffff,60.16881484454909,24.673779312548476
1991,3049,8908996b107ffff,60.171528682500174,24.67598138473121
1992,3051,8908996b107ffff,60.171528682500174,24.67598138473121
1993,3052,8908996b107ffff,60.171528682500174,24.67598138473121
1994,3053,8908996b107ffff,60.171528682500174,24.67598138473121
1995,3054,8908996b107ffff,60.171528682500174,24.67598138473121
1996,3056,8908996b107ffff,60.171528682500174,24.67598138473121
1997,3057,8908996b10bffff,60.166433086842694,24.676699780556277
1998,3059,8908996b10bffff,60.166433086842694,24.676699780556277
1999,3061,8908996b113ffff,60.168482604477155,24.668656995967535
2000,3062,8908996b11bffff,60.16610101510115,24.67157764064183
2001,3063,8908996b11bffff,60.16610101510115,24.67157764064183
2002,3065,8908996b11bffff,60.16610101510115,24.67157764064183
2003,3066,8908996b11bffff,60.16610101510115,24.67157764064183
2004,3067,8908996b11bffff,60.16610101510115,24.67157764064183
2005,3068,8908996b123ffff,60.17457456413897,24.6833076315065
2006,3069,8908996b123ffff,60.17457456413897,24.6833076315065
2007,3071,8908996b123ffff,60.17457456413897,24.6833076315065
2008,3072,8908996b123ffff,60.17457456413897,24.6833076315065
2009,3073,8908996b123ffff,60.17457456413897,24.6833076315065
2010,3074,8908996b123ffff,60.17457456413897,24.6833076315065
2011,3075,8908996b123ffff,60.17457456413897,24.6833076315065
2012,3076,8908996b127ffff,60.17728840679828,24.6855110495125
2013,3077,8908996b127ffff,60.17728840679828,24.6855110495125
2014,3079,8908996b127ffff,60.17728840679828,24.6855110495125
2015,3080,8908996b127ffff,60.17728840679828,24.6855110495125
2016,3081,8908996b137ffff,60.1769563838121,24.680386730335623
2017,3082,8908996b137ffff,60.1769563838121,24.680386730335623
2018,3083,8908996b137ffff,60.1769563838121,24.680386730335623
2019,3084,8908996b137ffff,60.1769563838121,24.680386730335623
2020,3085,8908996b137ffff,60.1769563838121,24.680386730335623
2021,3086,8908996b137ffff,60.1769563838121,24.680386730335623
2022,3088,8908996b137ffff,60.1769563838121,24.680386730335623
2023,3089,8908996b137ffff,60.1769563838121,24.680386730335623
2024,3090,8908996b137ffff,60.1769563838121,24.680386730335623
2025,3091,8908996b137ffff,60.1769563838121,24.680386730335623
2026,3092,8908996b137ffff,60.1769563838121,24.680386730335623
2027,3093,8908996b137ffff,60.1769563838121,24.680386730335623
2028,3094,8908996b137ffff,60.1769563838121,24.680386730335623
2029,3095,8908996b137ffff,60.1769563838121,24.680386730335623
2030,3096,8908996b143ffff,60.16133739335192,24.677417966839364
