,ORIGIN_CODE_R9,DESTINATION_CODE_R9,DAY,NUMBER_OF_USERS,EXTRAPOLATED_NUMBER_OF_USERS
577309,891126d06d3ffff,891126d322fffff,2023-06-30,1,245.0
577310,891126d06d3ffff,891126d32abffff,2023-06-30,1,245.0
577311,891126d06d3ffff,891126d3303ffff,2023-06-08,1,150.0
577312,891126d06d3ffff,891126d3333ffff,2023-06-08,1,150.0
577313,891126d06d3ffff,891126d3337ffff,2023-06-08,1,150.0
577314,891126d06d3ffff,891126d333bffff,2023-06-29,1,241.0
577315,891126d06d3ffff,891126d3353ffff,2023-06-30,1,245.0
577316,891126d06d3ffff,891126d335bffff,2023-06-30,1,245.0
577317,891126d06d3ffff,891126d33c7ffff,2023-06-08,1,150.0
577318,891126d06d3ffff,891126d33d3ffff,2023-06-08,1,150.0
577664,891126d06dbffff,891126d06dbffff,2023-06-02,2,325.0
577665,891126d06dbffff,891126d06dbffff,2023-06-03,1,166.0
577666,891126d06dbffff,891126d06dbffff,2023-06-04,2,319.0
577667,891126d06dbffff,891126d06dbffff,2023-06-05,2,299.0
577668,891126d06dbffff,891126d06dbffff,2023-06-06,1,145.0
577669,891126d06dbffff,891126d06dbffff,2023-06-07,2,296.0
577670,891126d06dbffff,891126d06dbffff,2023-06-08,2,300.0
577671,891126d06dbffff,891126d06dbffff,2023-06-10,1,158.0
577672,891126d06dbffff,891126d06dbffff,2023-06-11,1,155.0
577673,891126d06dbffff,891126d06dbffff,2023-06-12,2,291.0
577674,891126d06dbffff,891126d06dbffff,2023-06-13,2,303.0
577675,891126d06dbffff,891126d06dbffff,2023-06-14,1,153.0
577676,891126d06dbffff,891126d06dbffff,2023-06-15,2,312.0
577677,891126d06dbffff,891126d06dbffff,2023-06-18,1,185.0
577678,891126d06dbffff,891126d06dbffff,2023-06-20,3,507.0
577679,891126d06dbffff,891126d06dbffff,2023-06-21,1,179.0
577680,891126d06dbffff,891126d06dbffff,2023-06-23,1,194.0
577681,891126d06dbffff,891126d06dbffff,2023-06-24,2,420.0
577682,891126d06dbffff,891126d06dbffff,2023-06-28,2,466.0
577683,891126d06dbffff,891126d06dbffff,2023-06-29,2,482.0
577684,891126d06dbffff,891126d06dbffff,2023-06-30,1,245.0
577688,891126d06dbffff,891126d316bffff,2023-06-10,2,316.0
577690,891126d06dbffff,891126d317bffff,2023-06-04,1,160.0
577691,891126d06dbffff,891126d3307ffff,2023-06-02,1,163.0
577692,891126d06dbffff,891126d3317ffff,2023-06-28,2,466.0
577693,891126d06dbffff,891126d3333ffff,2023-06-02,2,326.0
577694,891126d06dbffff,891126d3333ffff,2023-06-20,1,169.0
577695,891126d06dbffff,891126d3333ffff,2023-06-28,1,233.0
577696,891126d06dbffff,891126d3383ffff,2023-06-29,1,241.0
577697,891126d06dbffff,891126d3383ffff,2023-06-30,1,245.0
577698,891126d06dbffff,891126d3387ffff,2023-06-26,1,223.0
577699,891126d06dbffff,891126d3387ffff,2023-06-30,1,245.0
577700,891126d06dbffff,891126d338fffff,2023-06-15,1,156.0
577701,891126d06dbffff,891126d3393ffff,2023-06-18,1,185.0
577702,891126d06dbffff,891126d3393ffff,2023-06-23,1,194.0
577703,891126d06dbffff,891126d3393ffff,2023-06-24,1,210.0
577704,891126d06dbffff,891126d3393ffff,2023-06-25,1,223.0
577705,891126d06dbffff,891126d3393ffff,2023-06-26,1,223.0
577706,891126d06dbffff,891126d3393ffff,2023-06-29,1,241.0
577707,891126d06dbffff,891126d3393ffff,2023-06-30,1,245.0
577708,891126d06dbffff,891126d33a7ffff,2023-06-04,1,160.0
577709,891126d06dbffff,891126d33a7ffff,2023-06-05,1,149.0
577710,891126d06dbffff,891126d33a7ffff,2023-06-06,1,145.0
577711,891126d06dbffff,891126d33a7ffff,2023-06-07,1,148.0
577712,891126d06dbffff,891126d33a7ffff,2023-06-20,1,169.0
577713,891126d06dbffff,891126d33a7ffff,2023-06-28,1,233.0
577714,891126d06dbffff,891126d33abffff,2023-06-02,1,163.0
577715,891126d06dbffff,891126d33b3ffff,2023-06-02,1,163.0
577716,891126d06dbffff,891126d33b3ffff,2023-06-04,1,160.0
577717,891126d06dbffff,891126d33b3ffff,2023-06-08,1,150.0
577718,891126d06dbffff,891126d33b3ffff,2023-06-10,2,316.0
577719,891126d06dbffff,891126d33bbffff,2023-06-02,2,326.0
577720,891126d06dbffff,891126d33bbffff,2023-06-26,1,223.0
577721,891126d06dbffff,891126d33c7ffff,2023-06-30,1,245.0
577722,891126d06dbffff,891126d33cfffff,2023-06-30,1,245.0
631014,891126d1497ffff,891126d06c3ffff,2023-06-19,1,181.0
631015,891126d1497ffff,891126d06c3ffff,2023-06-20,1,169.0
631018,891126d1497ffff,891126d06dbffff,2023-06-19,1,181.0
631019,891126d1497ffff,891126d06dbffff,2023-06-20,1,169.0
631020,891126d1497ffff,891126d1487ffff,2023-06-13,1,151.0
631021,891126d1497ffff,891126d1487ffff,2023-06-16,1,157.0
631022,891126d1497ffff,891126d148fffff,2023-06-13,1,151.0
631023,891126d1497ffff,891126d1497ffff,2023-06-01,6,986.0
631024,891126d1497ffff,891126d1497ffff,2023-06-02,8,1301.0
631025,891126d1497ffff,891126d1497ffff,2023-06-03,5,830.0
631026,891126d1497ffff,891126d1497ffff,2023-06-05,3,448.0
631027,891126d1497ffff,891126d1497ffff,2023-06-06,7,1013.0
631028,891126d1497ffff,891126d1497ffff,2023-06-07,8,1184.0
631029,891126d1497ffff,891126d1497ffff,2023-06-08,8,1203.0
631030,891126d1497ffff,891126d1497ffff,2023-06-09,9,1347.0
631031,891126d1497ffff,891126d1497ffff,2023-06-10,1,158.0
631032,891126d1497ffff,891126d1497ffff,2023-06-11,2,311.0
631033,891126d1497ffff,891126d1497ffff,2023-06-12,10,1453.0
631034,891126d1497ffff,891126d1497ffff,2023-06-13,8,1211.0
631035,891126d1497ffff,891126d1497ffff,2023-06-14,4,611.0
631036,891126d1497ffff,891126d1497ffff,2023-06-15,7,1089.0
631037,891126d1497ffff,891126d1497ffff,2023-06-16,5,786.0
631038,891126d1497ffff,891126d1497ffff,2023-06-17,5,844.0
631039,891126d1497ffff,891126d1497ffff,2023-06-18,2,369.0
631040,891126d1497ffff,891126d1497ffff,2023-06-19,6,1089.0
631041,891126d1497ffff,891126d1497ffff,2023-06-20,4,675.0
631042,891126d1497ffff,891126d1497ffff,2023-06-21,3,536.0
631043,891126d1497ffff,891126d1497ffff,2023-06-22,4,760.0
631044,891126d1497ffff,891126d1497ffff,2023-06-23,5,970.0
631045,891126d1497ffff,891126d1497ffff,2023-06-24,2,420.0
631046,891126d1497ffff,891126d1497ffff,2023-06-25,1,223.0
631047,891126d1497ffff,891126d1497ffff,2023-06-26,1,223.0
631048,891126d1497ffff,891126d1497ffff,2023-06-27,1,230.0
631049,891126d1497ffff,891126d1497ffff,2023-06-28,1,233.0
631050,891126d1497ffff,891126d1497ffff,2023-06-30,1,245.0
631051,891126d1497ffff,891126d14a3ffff,2023-06-08,1,150.0
631052,891126d1497ffff,891126d14a3ffff,2023-06-13,1,151.0
631053,891126d1497ffff,891126d14b3ffff,2023-06-12,1,145.0
631054,891126d1497ffff,891126d14b3ffff,2023-06-13,1,151.0
631055,891126d1497ffff,891126d14b7ffff,2023-06-08,2,300.0
631056,891126d1497ffff,891126d14b7ffff,2023-06-13,1,151.0
631057,891126d1497ffff,891126d14bbffff,2023-06-13,1,151.0
631058,891126d1497ffff,891126d1593ffff,2023-06-13,1,151.0
631120,891126d1497ffff,891126d301bffff,2023-06-12,1,145.0
631121,891126d1497ffff,891126d3037ffff,2023-06-16,1,157.0
631122,891126d1497ffff,891126d3063ffff,2023-06-12,1,145.0
631123,891126d1497ffff,891126d306bffff,2023-06-12,1,145.0
631124,891126d1497ffff,891126d3073ffff,2023-06-12,1,145.0
631125,891126d1497ffff,891126d307bffff,2023-06-12,1,145.0
631129,891126d1497ffff,891126d3153ffff,2023-06-16,1,157.0
631130,891126d1497ffff,891126d3157ffff,2023-06-16,2,314.0
631133,891126d1497ffff,891126d31cbffff,2023-06-16,2,314.0
631135,891126d1497ffff,891126d3227ffff,2023-06-08,1,150.0
631136,891126d1497ffff,891126d3227ffff,2023-06-12,1,145.0
631137,891126d1497ffff,891126d3227ffff,2023-06-22,1,190.0
631138,891126d1497ffff,891126d322fffff,2023-06-12,1,145.0
631139,891126d1497ffff,891126d3237ffff,2023-06-12,1,145.0
631140,891126d1497ffff,891126d32a7ffff,2023-06-12,1,145.0
631141,891126d1497ffff,891126d3303ffff,2023-06-08,2,300.0
631142,891126d1497ffff,891126d3303ffff,2023-06-12,2,290.0
631143,891126d1497ffff,891126d3303ffff,2023-06-13,3,454.0
631144,891126d1497ffff,891126d3303ffff,2023-06-22,1,190.0
631145,891126d1497ffff,891126d3307ffff,2023-06-19,2,362.0
631146,891126d1497ffff,891126d330bffff,2023-06-06,1,145.0
631147,891126d1497ffff,891126d330bffff,2023-06-12,1,145.0
631148,891126d1497ffff,891126d330bffff,2023-06-19,2,363.0
631149,891126d1497ffff,891126d330bffff,2023-06-22,1,190.0
631150,891126d1497ffff,891126d330fffff,2023-06-05,1,149.0
631151,891126d1497ffff,891126d330fffff,2023-06-06,1,145.0
631152,891126d1497ffff,891126d330fffff,2023-06-12,1,145.0
631153,891126d1497ffff,891126d330fffff,2023-06-13,1,151.0
631154,891126d1497ffff,891126d3313ffff,2023-06-01,1,164.0
631155,891126d1497ffff,891126d3313ffff,2023-06-08,1,150.0
631156,891126d1497ffff,891126d3313ffff,2023-06-12,1,145.0
631157,891126d1497ffff,891126d3313ffff,2023-06-13,1,151.0
631158,891126d1497ffff,891126d3313ffff,2023-06-14,1,153.0
631159,891126d1497ffff,891126d3313ffff,2023-06-15,1,156.0
631160,891126d1497ffff,891126d3313ffff,2023-06-16,1,157.0
631161,891126d1497ffff,891126d3313ffff,2023-06-22,2,380.0
631162,891126d1497ffff,891126d3313ffff,2023-06-23,1,194.0
631163,891126d1497ffff,891126d3317ffff,2023-06-01,2,329.0
631164,891126d1497ffff,891126d3317ffff,2023-06-02,3,488.0
631165,891126d1497ffff,891126d3317ffff,2023-06-06,1,145.0
631166,891126d1497ffff,891126d3317ffff,2023-06-08,2,301.0
631167,891126d1497ffff,891126d3317ffff,2023-06-09,1,150.0
631168,891126d1497ffff,891126d3317ffff,2023-06-12,2,291.0
631169,891126d1497ffff,891126d3317ffff,2023-06-13,4,605.0
631170,891126d1497ffff,891126d3317ffff,2023-06-14,2,306.0
631171,891126d1497ffff,891126d3317ffff,2023-06-15,2,311.0
631172,891126d1497ffff,891126d3317ffff,2023-06-16,1,157.0
631173,891126d1497ffff,891126d3317ffff,2023-06-19,1,181.0
631174,891126d1497ffff,891126d3317ffff,2023-06-20,1,169.0
631175,891126d1497ffff,891126d3317ffff,2023-06-22,1,190.0
631176,891126d1497ffff,891126d3317ffff,2023-06-23,3,582.0
631177,891126d1497ffff,891126d331bffff,2023-06-13,1,151.0
631178,891126d1497ffff,891126d331bffff,2023-06-15,2,312.0
631179,891126d1497ffff,891126d331bffff,2023-06-16,4,628.0
631180,891126d1497ffff,891126d331bffff,2023-06-19,3,544.0
631181,891126d1497ffff,891126d331bffff,2023-06-22,2,380.0
631182,891126d1497ffff,891126d331bffff,2023-06-23,5,970.0
631183,891126d1497ffff,891126d3327ffff,2023-06-01,1,164.0
631184,891126d1497ffff,891126d3327ffff,2023-06-02,1,163.0
631185,891126d1497ffff,891126d332fffff,2023-06-01,1,164.0
631186,891126d1497ffff,891126d332fffff,2023-06-02,1,163.0
631187,891126d1497ffff,891126d332fffff,2023-06-13,1,151.0
631188,891126d1497ffff,891126d3333ffff,2023-06-19,1,181.0
631189,891126d1497ffff,891126d3333ffff,2023-06-22,1,190.0
631190,891126d1497ffff,891126d3337ffff,2023-06-19,1,181.0
631191,891126d1497ffff,891126d3343ffff,2023-06-01,2,329.0
631192,891126d1497ffff,891126d3343ffff,2023-06-09,2,300.0
631193,891126d1497ffff,891126d3343ffff,2023-06-12,1,145.0
631194,891126d1497ffff,891126d3343ffff,2023-06-15,1,156.0
631195,891126d1497ffff,891126d3343ffff,2023-06-19,2,362.0
631196,891126d1497ffff,891126d3343ffff,2023-06-23,1,194.0
631197,891126d1497ffff,891126d3343ffff,2023-06-28,1,233.0
631198,891126d1497ffff,891126d3347ffff,2023-06-07,1,148.0
631199,891126d1497ffff,891126d3347ffff,2023-06-27,1,230.0
631200,891126d1497ffff,891126d3347ffff,2023-06-28,1,233.0
631201,891126d1497ffff,891126d334bffff,2023-06-06,3,434.0
631202,891126d1497ffff,891126d334bffff,2023-06-08,2,301.0
631203,891126d1497ffff,891126d334bffff,2023-06-12,1,145.0
631204,891126d1497ffff,891126d334bffff,2023-06-23,1,194.0
631205,891126d1497ffff,891126d334fffff,2023-06-01,2,328.0
631206,891126d1497ffff,891126d334fffff,2023-06-02,1,163.0
631207,891126d1497ffff,891126d334fffff,2023-06-05,2,298.0
631208,891126d1497ffff,891126d334fffff,2023-06-06,1,145.0
631209,891126d1497ffff,891126d334fffff,2023-06-12,1,145.0
631210,891126d1497ffff,891126d334fffff,2023-06-13,1,151.0
631211,891126d1497ffff,891126d334fffff,2023-06-23,1,194.0
631212,891126d1497ffff,891126d3353ffff,2023-06-08,1,150.0
631213,891126d1497ffff,891126d3353ffff,2023-06-09,1,150.0
631214,891126d1497ffff,891126d3353ffff,2023-06-14,1,153.0
631215,891126d1497ffff,891126d3353ffff,2023-06-15,2,311.0
631216,891126d1497ffff,891126d3353ffff,2023-06-16,1,157.0
631217,891126d1497ffff,891126d3353ffff,2023-06-19,2,362.0
631218,891126d1497ffff,891126d3353ffff,2023-06-20,1,169.0
631219,891126d1497ffff,891126d3353ffff,2023-06-21,1,179.0
631220,891126d1497ffff,891126d3353ffff,2023-06-22,1,190.0
631221,891126d1497ffff,891126d3353ffff,2023-06-23,2,388.0
631222,891126d1497ffff,891126d3357ffff,2023-06-01,1,164.0
631223,891126d1497ffff,891126d3357ffff,2023-06-09,1,150.0
631224,891126d1497ffff,891126d3357ffff,2023-06-12,1,145.0
631225,891126d1497ffff,891126d3357ffff,2023-06-14,1,153.0
631226,891126d1497ffff,891126d3357ffff,2023-06-15,1,156.0
631227,891126d1497ffff,891126d3357ffff,2023-06-16,1,157.0
631228,891126d1497ffff,891126d3357ffff,2023-06-19,5,906.0
631229,891126d1497ffff,891126d3357ffff,2023-06-23,1,194.0
631230,891126d1497ffff,891126d335bffff,2023-06-05,2,298.0
631231,891126d1497ffff,891126d335bffff,2023-06-06,1,145.0
631232,891126d1497ffff,891126d335bffff,2023-06-07,1,148.0
631233,891126d1497ffff,891126d335bffff,2023-06-09,2,300.0
631234,891126d1497ffff,891126d335bffff,2023-06-10,1,158.0
631235,891126d1497ffff,891126d335bffff,2023-06-12,1,145.0
631236,891126d1497ffff,891126d335bffff,2023-06-13,1,151.0
631237,891126d1497ffff,891126d335bffff,2023-06-14,2,306.0
631238,891126d1497ffff,891126d335bffff,2023-06-15,2,311.0
631239,891126d1497ffff,891126d335bffff,2023-06-16,1,157.0
631240,891126d1497ffff,891126d335bffff,2023-06-19,2,362.0
631241,891126d1497ffff,891126d335bffff,2023-06-22,2,380.0
631242,891126d1497ffff,891126d335bffff,2023-06-23,1,194.0
631243,891126d1497ffff,891126d335bffff,2023-06-28,2,466.0
631244,891126d1497ffff,891126d3367ffff,2023-06-02,1,163.0
631245,891126d1497ffff,891126d3367ffff,2023-06-13,1,151.0
631246,891126d1497ffff,891126d3373ffff,2023-06-01,2,328.0
631247,891126d1497ffff,891126d3373ffff,2023-06-02,2,326.0
631248,891126d1497ffff,891126d3373ffff,2023-06-06,1,145.0
631249,891126d1497ffff,891126d3377ffff,2023-06-01,2,328.0
631250,891126d1497ffff,891126d3377ffff,2023-06-02,3,489.0
631251,891126d1497ffff,891126d3377ffff,2023-06-13,1,151.0
631252,891126d1497ffff,891126d338fffff,2023-06-02,1,163.0
631253,891126d1497ffff,891126d338fffff,2023-06-13,1,151.0
631254,891126d1497ffff,891126d338fffff,2023-06-14,1,153.0
631255,891126d1497ffff,891126d338fffff,2023-06-15,1,156.0
631256,891126d1497ffff,891126d338fffff,2023-06-16,1,157.0
631257,891126d1497ffff,891126d338fffff,2023-06-23,1,194.0
631258,891126d1497ffff,891126d33c7ffff,2023-06-08,2,300.0
631259,891126d1497ffff,891126d33c7ffff,2023-06-22,2,380.0
631260,891126d1497ffff,891126d33cfffff,2023-06-08,1,150.0
631261,891126d1497ffff,891126d33cfffff,2023-06-12,1,145.0
631262,891126d1497ffff,891126d33dbffff,2023-06-12,1,145.0
631347,891126d14b3ffff,891126d1487ffff,2023-06-07,1,148.0
631348,891126d14b3ffff,891126d1487ffff,2023-06-08,2,301.0
631349,891126d14b3ffff,891126d1497ffff,2023-06-01,1,164.0
631350,891126d14b3ffff,891126d1497ffff,2023-06-07,1,148.0
631351,891126d14b3ffff,891126d1497ffff,2023-06-20,1,169.0
631352,891126d14b3ffff,891126d14a3ffff,2023-06-05,1,149.0
631353,891126d14b3ffff,891126d14a3ffff,2023-06-21,1,179.0
631354,891126d14b3ffff,891126d14a3ffff,2023-06-22,1,190.0
631355,891126d14b3ffff,891126d14b3ffff,2023-06-01,1,164.0
631356,891126d14b3ffff,891126d14b3ffff,2023-06-02,1,163.0
631357,891126d14b3ffff,891126d14b3ffff,2023-06-03,2,332.0
631358,891126d14b3ffff,891126d14b3ffff,2023-06-04,2,319.0
631359,891126d14b3ffff,891126d14b3ffff,2023-06-05,2,299.0
631360,891126d14b3ffff,891126d14b3ffff,2023-06-06,1,145.0
631361,891126d14b3ffff,891126d14b3ffff,2023-06-07,2,296.0
631362,891126d14b3ffff,891126d14b3ffff,2023-06-08,2,301.0
631363,891126d14b3ffff,891126d14b3ffff,2023-06-09,2,299.0
631364,891126d14b3ffff,891126d14b3ffff,2023-06-10,2,316.0
631365,891126d14b3ffff,891126d14b3ffff,2023-06-13,2,303.0
631366,891126d14b3ffff,891126d14b3ffff,2023-06-14,1,153.0
631367,891126d14b3ffff,891126d14b3ffff,2023-06-15,2,312.0
631368,891126d14b3ffff,891126d14b3ffff,2023-06-16,1,157.0
631369,891126d14b3ffff,891126d14b3ffff,2023-06-17,2,338.0
631370,891126d14b3ffff,891126d14b3ffff,2023-06-18,4,738.0
631371,891126d14b3ffff,891126d14b3ffff,2023-06-19,2,363.0
631372,891126d14b3ffff,891126d14b3ffff,2023-06-20,1,169.0
631373,891126d14b3ffff,891126d14b3ffff,2023-06-21,3,536.0
631374,891126d14b3ffff,891126d14b3ffff,2023-06-22,3,570.0
631375,891126d14b3ffff,891126d14b3ffff,2023-06-23,1,194.0
631376,891126d14b3ffff,891126d14b3ffff,2023-06-24,1,210.0
631377,891126d14b3ffff,891126d14b3ffff,2023-06-25,1,223.0
631378,891126d14b3ffff,891126d14b7ffff,2023-06-16,1,157.0
631380,891126d14b3ffff,891126d3303ffff,2023-06-05,2,298.0
631381,891126d14b3ffff,891126d330fffff,2023-06-02,1,163.0
631382,891126d14b3ffff,891126d330fffff,2023-06-06,1,145.0
631383,891126d14b3ffff,891126d330fffff,2023-06-08,1,150.0
631384,891126d14b3ffff,891126d330fffff,2023-06-24,1,210.0
631385,891126d14b3ffff,891126d3327ffff,2023-06-07,1,148.0
631386,891126d14b3ffff,891126d3327ffff,2023-06-08,1,150.0
631387,891126d14b3ffff,891126d332bffff,2023-06-05,2,298.0
631388,891126d14b3ffff,891126d332fffff,2023-06-13,1,151.0
631389,891126d14b3ffff,891126d332fffff,2023-06-22,1,190.0
631390,891126d14b3ffff,891126d3347ffff,2023-06-16,1,157.0
631391,891126d14b3ffff,891126d334fffff,2023-06-19,1,181.0
631392,891126d14b3ffff,891126d3363ffff,2023-06-23,1,194.0
631393,891126d14b3ffff,891126d3367ffff,2023-06-01,1,164.0
631394,891126d14b3ffff,891126d3367ffff,2023-06-21,1,179.0
631395,891126d14b3ffff,891126d3367ffff,2023-06-23,1,194.0
631396,891126d14b3ffff,891126d3373ffff,2023-06-13,1,151.0
631397,891126d14b3ffff,891126d3373ffff,2023-06-22,1,190.0
631398,891126d14b3ffff,891126d3377ffff,2023-06-06,1,145.0
631399,891126d14b3ffff,891126d3377ffff,2023-06-07,1,148.0
631400,891126d14b3ffff,891126d337bffff,2023-06-14,1,153.0
631411,891126d14b7ffff,891126d14a3ffff,2023-06-05,1,149.0
631412,891126d14b7ffff,891126d14a3ffff,2023-06-06,3,435.0
631413,891126d14b7ffff,891126d14a3ffff,2023-06-07,2,296.0
631414,891126d14b7ffff,891126d14a3ffff,2023-06-08,1,150.0
631415,891126d14b7ffff,891126d14a3ffff,2023-06-14,2,306.0
