,id,lat,lon
0,89089961267ffff,60.23880367,24.64316861
1,89089968003ffff,60.19013191,24.72509546
2,89089968003ffff,60.19013191,24.72509546
3,89089968003ffff,60.19013191,24.72509546
4,89089968003ffff,60.19013191,24.72509546
5,89089968003ffff,60.19013191,24.72509546
6,89089968003ffff,60.19013191,24.72509546
7,89089968003ffff,60.19013191,24.72509546
8,89089968003ffff,60.19013191,24.72509546
9,89089968003ffff,60.19013191,24.72509546
10,89089968003ffff,60.19013191,24.72509546
11,8908996800fffff,60.19046262,24.73022454
12,8908996800fffff,60.19046262,24.73022454
13,8908996800fffff,60.19046262,24.73022454
14,8908996800fffff,60.19046262,24.73022454
15,8908996800fffff,60.19046262,24.73022454
16,8908996800fffff,60.19046262,24.73022454
17,8908996801bffff,60.18741811,24.72288717
18,89089968063ffff,60.18840972,24.73827386
19,89089968063ffff,60.18840972,24.73827386
20,89089968063ffff,60.18840972,24.73827386
21,89089968063ffff,60.18840972,24.73827386
22,89089968063ffff,60.18840972,24.73827386
23,89089968063ffff,60.18840972,24.73827386
24,89089968063ffff,60.18840972,24.73827386
25,89089968063ffff,60.18840972,24.73827386
26,89089968063ffff,60.18840972,24.73827386
27,89089968063ffff,60.18840972,24.73827386
28,89089968063ffff,60.18840972,24.73827386
29,8908996806bffff,60.18602616,24.74119342
30,8908996806bffff,60.18602616,24.74119342
31,8908996806bffff,60.18602616,24.74119342
32,8908996806bffff,60.18602616,24.74119342
33,8908996806bffff,60.18602616,24.74119342
34,8908996806bffff,60.18602616,24.74119342
35,8908996807bffff,60.18569597,24.73606433
36,89089968083ffff,60.19185255,24.7119175
37,89089968083ffff,60.19185255,24.7119175
38,89089968083ffff,60.19185255,24.7119175
39,89089968083ffff,60.19185255,24.7119175
40,89089968083ffff,60.19185255,24.7119175
41,89089968083ffff,60.19185255,24.7119175
42,89089968083ffff,60.19185255,24.7119175
43,89089968083ffff,60.19185255,24.7119175
44,89089968083ffff,60.19185255,24.7119175
45,89089968083ffff,60.19185255,24.7119175
46,89089968083ffff,60.19185255,24.7119175
47,89089968097ffff,60.19423499,24.70899626
48,89089968097ffff,60.19423499,24.70899626
49,89089968097ffff,60.19423499,24.70899626
50,89089968097ffff,60.19423499,24.70899626
51,890899680a3ffff,60.19761148,24.72146243
52,890899680a3ffff,60.19761148,24.72146243
53,890899680a3ffff,60.19761148,24.72146243
54,890899680a3ffff,60.19761148,24.72146243
55,890899680a3ffff,60.19761148,24.72146243
56,890899680a3ffff,60.19761148,24.72146243
57,890899680bbffff,60.19489763,24.71925402
58,890899680bbffff,60.19489763,24.71925402
59,890899680bbffff,60.19489763,24.71925402
60,89089968103ffff,60.20912875,24.74056477
61,89089968103ffff,60.20912875,24.74056477
62,89089968103ffff,60.20912875,24.74056477
63,89089968103ffff,60.20912875,24.74056477
64,89089968103ffff,60.20912875,24.74056477
65,89089968103ffff,60.20912875,24.74056477
66,89089968107ffff,60.21184261,24.74277628
67,89089968107ffff,60.21184261,24.74277628
68,89089968107ffff,60.21184261,24.74277628
69,89089968107ffff,60.21184261,24.74277628
