,id,lat,lon,nearest_osm_node
1062,891126d0ba3ffff,60.25609411709944,25.076811298911167,1636360753
1063,891126d0ba7ffff,60.2588072117164,25.079060297424853,1636360753
1064,891126d0bafffff,60.25641346452692,25.081972068210877,1636360753
1065,891126d0bb3ffff,60.25577458586693,25.07165089553221,1636360753
1066,891126d0bb7ffff,60.25848769540214,25.07389934446385,1636360753
1067,891126d0bbbffff,60.25338102879822,25.07456270986082,1636360753
1068,891126d0bcbffff,60.24045437255195,25.073641215879043,1636360753
1069,891126d0bcfffff,60.24316739924021,25.07588885727329,1636360753
1070,891126d0bdbffff,60.24013511955896,25.068483376553463,1636360753
1071,891126d0c03ffff,60.24410784715533,25.0081858534846,1636360753
1072,891126d0c0bffff,60.24171621084486,25.011099259615182,1636360753
1073,891126d0c13ffff,60.24378606974679,25.00303149150014,1636360753
1074,891126d0c17ffff,60.24649933580004,25.005272124020596,1636360753
1075,891126d0c27ffff,60.25256917249401,25.020066997224564,1636360753
1076,891126d0c2fffff,60.25017730394829,25.02298064310567,1636360753
1077,891126d0c3bffff,60.24714267841808,25.015582312082973,1636360753
1078,891126d0c43ffff,60.23661122425074,25.01177128743237,1636360753
1079,891126d0c47ffff,60.23932442688432,25.01401234245113,1636360753
1080,891126d0c4bffff,60.23421931381814,25.01468390629288,1636360753
1081,891126d0c4fffff,60.23693249528952,25.016925102031152,1636360753
1082,891126d0c53ffff,60.23628976997743,25.00661783898473,1636360753
1083,891126d0c57ffff,60.23900298706023,25.00885834537258,1636360753
1084,891126d0c83ffff,60.24585526016868,24.994963401672425,1636360753
1085,891126d0c87ffff,60.24856856175168,24.997203344365737,1636360753
1086,891126d0c8fffff,60.24617738959234,25.00011757961004,1636360753
1087,891126d0c97ffff,60.24824626352895,24.99204898410041,1636360753
1088,891126d0c9bffff,60.24314196530526,24.99272386675299,1636360753
1089,891126d0ca3ffff,60.251603970604805,25.00459897073582,1636360753
1090,891126d0cabffff,60.24921260852595,25.007513164512183,1636360753
1091,891126d0cb3ffff,60.251281870028976,24.999443694937334,1636360753
1092,891126d0cbbffff,60.24889067676315,25.00235807118444,1636360753
1093,891126d0cd3ffff,60.238037568358166,24.993398551703784,1636360753
1094,891126d0d03ffff,60.26310074709254,25.02388269623808,1636360753
1095,891126d0d07ffff,60.26581404470237,25.02612673629948,1636360753
1096,891126d0d13ffff,60.2627790713568,25.01872449019845,1636360753
1097,891126d0d17ffff,60.2654923835854,25.020967980714072,1636360753
1098,891126d0d1bffff,60.26038745597943,25.02163906487457,1636360753
1099,891126d0d27ffff,60.27156210753365,25.035776264617184,1636360753
1100,891126d0d2fffff,60.26917009103666,25.038690895596957,1636360753
1101,891126d0d33ffff,60.26852734878353,25.02837118516353,1636360753
1102,891126d0d37ffff,60.27124065931055,25.03061604293509,1636360753
1103,891126d0d47ffff,60.25831703089113,25.02971115613412,1636360753
1104,891126d0d63ffff,60.261351426095416,25.037114233861665,1636360753
1105,891126d0d67ffff,60.26406467322607,25.039359513782323,1636360753
1106,891126d0d73ffff,60.261030286240334,25.03195547770902,1636360753
1107,891126d0d83ffff,60.264848510940745,25.01065156963151,1636360753
1108,891126d0d87ffff,60.26756185885044,25.012894369670185,1636360753
1109,891126d0d8bffff,60.26245721217113,25.013566650803885,1636360753
1110,891126d0d93ffff,60.264526299487926,25.00549391422328,1636360753
1111,891126d0da3ffff,60.27059721214461,25.02029669974186,1636360753
1112,891126d0dabffff,60.268205702308855,25.023211879933616,1636360753
1113,891126d0db3ffff,60.270275213276605,25.015137578319887,1636360753
1114,891126d0dbbffff,60.26788387231868,25.018052941420983,1636360753
1115,891126d0dc3ffff,60.25735246648581,25.01423873485964,1636360753
1116,891126d0dc7ffff,60.26006576564847,25.016481408281862,1636360753
1117,891126d0dd3ffff,60.257030578198766,25.009081994188083,1636360753
1118,891126d0dd7ffff,60.25974389190037,25.011324118298194,1636360753
1119,891126d0ddbffff,60.25463917389425,25.01199646982708,1636360753
1120,891126d0e03ffff,60.22736329288321,25.0285729085672,1636360753
1121,891126d0e07ffff,60.23007639628219,25.030815074541238,1636360753
1122,891126d0e13ffff,60.22704269693941,25.02341982406608,1636360753
1123,891126d0e17ffff,60.22975581485731,25.025661441623303,1636360753
1124,891126d0e1bffff,60.22465019617209,25.02633115051678,1636360753
1125,891126d0e23ffff,60.23310988987024,25.038212195833594,1636360753
1126,891126d0e2bffff,60.23071700912527,25.041123437796056,1636360753
1127,891126d0e2fffff,60.23343009000366,25.043367108936465,1636360753
1128,891126d0e33ffff,60.23278950634366,25.033057648543338,1636360753
1129,891126d0e37ffff,60.23550262304216,25.035300630677987,1636360753
1130,891126d0e87ffff,60.23182725577823,25.01759620199284,1636360753
1131,891126d0eabffff,60.23246893946121,25.027903467110114,1636360753
1132,891126d0eb7ffff,60.23725358305646,25.02207928273674,1636360753
1133,891126d110bffff,60.17023745478396,25.020489766887422,2524597755
1134,891126d110fffff,60.17295029198849,25.022727353954775,2524597755
1135,891126d1157ffff,60.167524624637736,25.01825258623737,2524597755
1136,891126d1163ffff,60.170875801761866,25.030778786631945,2524597755
1137,891126d1167ffff,60.173588610339294,25.033017466891355,2524597755
1138,891126d116bffff,60.16848191362626,25.03368502315888,2524597755
1139,891126d116fffff,60.17119470085305,25.03592384335672,2524597755
1140,891126d1327ffff,60.16433029918312,25.04978591551553,2524597755
1141,891126d1337ffff,60.16401208890263,25.04464104080834,2524597755
1142,891126d1497ffff,60.15554007100364,24.94986621835399,317122931
1143,891126d15c7ffff,60.16735584562856,24.97420723290828,1921545945
1144,891126d15d7ffff,60.167034753663565,24.969066553737875,1901357302
1145,891126d1813ffff,60.193534265413206,25.06414901495849,2524597755
1146,891126d181bffff,60.19113970046234,25.06705582285381,2524597755
1147,891126d1887ffff,60.19832295328192,25.05833443162209,1636360753
1148,891126d189bffff,60.192897248109006,25.05384905528297,2524597755
1149,891126d18afffff,60.20167274555127,25.07088097656006,1636360753
1150,891126d18b3ffff,60.20103581598256,25.06057773136845,1636360753
1151,891126d18b7ffff,60.20374868539215,25.06282143897179,1636360753
1152,891126d18c7ffff,60.19082145214298,25.06190584337782,2524597755
1153,891126d1907ffff,60.21555512786535,25.08726398502318,1636360753
1154,891126d1913ffff,60.21252414555026,25.0798626385973,1636360753
1155,891126d1927ffff,60.221298753148645,25.09691555223062,1636360753
1156,891126d1943ffff,60.20533956001114,25.08858502711688,1636360753
1157,891126d1947ffff,60.20805236239332,25.09083188235212,1636360753
1158,891126d194bffff,60.202944403404366,25.09149184434349,2524597755
1159,891126d194fffff,60.205657184403776,25.093738839069,2524597755
1160,891126d1957ffff,60.20773456924824,25.085677887109483,1636360753
1161,891126d195bffff,60.20262676419485,25.086338580334136,2524597755
1162,891126d196fffff,60.21140017702968,25.103389327150182,1636360753
1163,891126d1977ffff,60.21347798675374,25.09532681859815,1636360753
1164,891126d198bffff,60.212205831339794,25.07470864178211,1636360753
1165,891126d198fffff,60.2149187125836,25.076954530014863,1636360753
1166,891126d1997ffff,60.21699448044518,25.06889173538432,1636360753
1167,891126d19afffff,60.220662764520426,25.086603173707267,1636360753
1168,891126d19b3ffff,60.22002604131328,25.07629225543428,1636360753
1169,891126d19cbffff,60.2047037605828,25.078278497401847,1636360753
1170,891126d19dbffff,60.20438558562171,25.073125779728247,1636360753
1171,891126d1acbffff,60.16894834433781,25.082906283542588,2524597755
1172,891126d1b0fffff,60.196391764767455,25.11051688130441,2524597755
1173,891126d1b2bffff,60.19942101898277,25.117919744907347,2524597755
1174,891126d1b2fffff,60.202133697514526,25.12016921006876,2524597755
1175,891126d1c03ffff,60.191621014885,25.03325351382792,1636360753
1176,891126d1c0bffff,60.18922746202155,25.036161416943685,2524597755
1177,891126d1c0fffff,60.19194034792475,25.038401851843744,2524597755
1178,891126d1c13ffff,60.191301498751486,25.028105540784683,1636360753
1179,891126d1c23ffff,60.19736614027224,25.04288394349689,1636360753
1180,891126d1c67ffff,60.19257846457404,25.04869962261563,2524597755
1181,891126d1c8bffff,60.19098179956156,25.022957932758324,1636360753
1182,891126d1ca7ffff,60.201833584929545,25.03191717663425,1636360753
1183,891126d1cabffff,60.19672734888854,25.03258544300485,1636360753
1184,891126d1cbbffff,60.19640767849536,25.0274367403694,1636360753
1185,891126d1d17ffff,60.213005062927216,25.046034927280743,1636360753
1186,891126d1d1bffff,60.20789856044517,25.046701393682746,1636360753
1187,891126d1d27ffff,60.21906957982032,25.06082861677624,1636360753
1188,891126d1d2fffff,60.21667564520629,25.06373773743306,1636360753
1189,891126d1d33ffff,60.21603742437776,25.05343083719168,1636360753
1190,891126d1d4bffff,60.2007170761682,25.05542665610365,1636360753
1191,891126d1d4fffff,60.20342996019824,25.057669815978045,1636360753
1192,891126d1d7bffff,60.2061428509353,25.059913383715585,1636360753
1193,891126d1d8fffff,60.21268547948716,25.040882938460413,1636360753
1194,891126d1da7ffff,60.22082447108378,25.04761154125051,1636360753
1195,891126d1dabffff,60.2157180388628,25.04827793499068,1636360753
1196,891126d1dafffff,60.21843102147228,25.050521350692488,1636360753
1197,891126d1dbbffff,60.21539846999707,25.04312539812885,1636360753
1198,891126d1dc7ffff,60.20757913117945,25.041550135418746,1636360753
1199,891126d1dd7ffff,60.20725951866114,25.0363992423865,1636360753
1200,891126d1ddbffff,60.2021532264322,25.0370669742716,1636360753
1201,891126d1e13ffff,60.1745447154456,25.04845537060566,2524597755
1202,891126d1e1bffff,60.17215030008867,25.051361200410213,2524597755
1203,891126d1e23ffff,60.18060669692725,25.06323317822641,2524597755
1204,891126d1e37ffff,60.18300134506792,25.060327111770857,2524597755
1205,891126d1e53ffff,60.16704301486222,25.052026108382847,2524597755
1206,891126d1e57ffff,60.16975573748643,25.05426670814528,2524597755
1207,891126d1e5bffff,60.16464832643112,25.05493115444797,2524597755
1208,891126d1e83ffff,60.17662029624561,25.04040270399005,2524597755
1209,891126d1e8bffff,60.17422619678246,25.043309038185303,2524597755
1210,891126d1e93ffff,60.1763014259029,25.035256553867956,2524597755
1211,891126d1e9bffff,60.17390749506796,25.038163070265774,2524597755
1212,891126d1eafffff,60.18268305301537,25.05517877403577,2524597755
1213,891126d1ec3ffff,60.169119191603,25.04397513688181,2524597755
1214,891126d1ecbffff,60.16672481900451,25.04688068717716,2524597755
1215,891126d1ecfffff,60.16943755607499,25.049120740343103,2524597755
1216,891126d1ed3ffff,60.16880064410766,25.038829897805638,2524597755
1217,891126d1edbffff,60.16640644011892,25.04173563027666,2524597755
1218,891126d200bffff,60.215929513212224,24.88734119639557,1514876445
1219,891126d200fffff,60.218642989829846,24.88956816253917,3158012273
1220,891126d2023ffff,60.22406996499856,24.89402331072256,920079741
1221,891126d202bffff,60.2216818084821,24.896939640004906,920079741
1222,891126d202fffff,60.22439528602067,24.89916796435367,920079741
1223,891126d2037ffff,60.22645797381359,24.891106658750942,920079741
1224,891126d2043ffff,60.21082797129038,24.88803039623612,1514876445
1225,891126d204bffff,60.20843975100046,24.89094583463561,1514876445
1226,891126d204fffff,60.21115317832263,24.89317267980772,3158012273
1227,891126d2057ffff,60.213216043939376,24.88511463541221,1514876445
1228,891126d205bffff,60.20811453035914,24.885804098181143,1514876445
1229,891126d2063ffff,60.21658005498757,24.897627585704264,920079741
1230,891126d206bffff,60.21419162410182,24.90054312773004,920079741
1231,891126d206fffff,60.216905052407775,24.9027713306555,920079741
1232,891126d207bffff,60.21386661299342,24.89539993012927,920079741
1233,891126d2083ffff,60.22005331213404,24.87122278025528,1514876445
1234,891126d208fffff,60.2203793758835,24.876365418009897,1514876445
1235,891126d209bffff,60.21733977384413,24.868997598379995,1514876445
1236,891126d20abffff,60.22341877595005,24.88373510464493,3158012273
1237,891126d20dbffff,60.20985125701321,24.87260574661964,1514876445
1238,891126d2107ffff,60.240025643239136,24.902250916053244,920079741
1239,891126d2117ffff,60.23970003981625,24.897103709489265,920079741
1240,891126d212fffff,60.24338983025997,24.914777596594725,920079741
1241,891126d2137ffff,60.24545276117339,24.90671146022838,920079741
1242,891126d2143ffff,60.229822262810025,24.90362582986669,920079741
1243,891126d2153ffff,60.22949696924381,24.898480080793707,920079741
1244,891126d2157ffff,60.23221048220706,24.900709074297147,920079741
1245,891126d215bffff,60.22710877080507,24.90139669427294,920079741
