,Origin_Hexagon_ID,Destination_Hexagon_ID,Origin_Centroid_Lat,Origin_Centroid_Lon,Destination_Centroid_Lat,Destination_Centroid_Lon
0,891126d33d7ffff,891126d148bffff,60.16478200206416,24.933092024297583,60.15075703737728,24.955682324745887
1,891126d33d7ffff,891126d3213ffff,60.16478200206416,24.933092024297583,60.14882615851742,24.924865564986955
2,891126d33d7ffff,891126d33c7ffff,60.16478200206416,24.933092024297583,60.165104370729615,24.93823014697343
3,891126d33d7ffff,891126d33d3ffff,60.16478200206416,24.933092024297583,60.16206893424887,24.930864128316045
4,891126d33d7ffff,891126d3223ffff,60.16478200206416,24.933092024297583,60.1548964995344,24.939591782767437
5,891126d33d7ffff,891126d3357ffff,60.16478200206416,24.933092024297583,60.163035534643534,24.946277954619735
6,891126d33d7ffff,891126d3383ffff,60.16478200206416,24.933092024297583,60.169885636577206,24.93241018137133
7,891126d33d7ffff,891126d3377ffff,60.16478200206416,24.933092024297583,60.16878340303436,24.955877191710904
8,891126d33d7ffff,891126d33afffff,60.16478200206416,24.933092024297583,60.17595666117598,24.94714796390231
9,891126d33d7ffff,891126d314bffff,60.16478200206416,24.933092024297583,60.17498917345491,24.931728139152845
10,891126d33d7ffff,891126d302fffff,60.16478200206416,24.933092024297583,60.17195317418468,24.92436105171015
11,891126d33d7ffff,891126d3077ffff,60.16478200206416,24.933092024297583,60.16652691910069,24.91990651182505
12,891126d33d7ffff,891126d3047ffff,60.16478200206416,24.933092024297583,60.161100694015346,24.91545359018243
13,891126d33d7ffff,891126d32b3ffff,60.16478200206416,24.933092024297583,60.15632022918931,24.921273430108435
14,891126d33d7ffff,891126d301bffff,60.16478200206416,24.933092024297583,60.16316742592871,24.907406892617228
15,891126d148bffff,891126d33d7ffff,60.15075703737728,24.955682324745887,60.16478200206416,24.933092024297583
16,891126d148bffff,891126d3213ffff,60.15075703737728,24.955682324745887,60.14882615851742,24.924865564986955
17,891126d148bffff,891126d33c7ffff,60.15075703737728,24.955682324745887,60.165104370729615,24.93823014697343
18,891126d148bffff,891126d33d3ffff,60.15075703737728,24.955682324745887,60.16206893424887,24.930864128316045
19,891126d148bffff,891126d3223ffff,60.15075703737728,24.955682324745887,60.1548964995344,24.939591782767437
20,891126d148bffff,891126d3357ffff,60.15075703737728,24.955682324745887,60.163035534643534,24.946277954619735
21,891126d148bffff,891126d3383ffff,60.15075703737728,24.955682324745887,60.169885636577206,24.93241018137133
22,891126d148bffff,891126d3377ffff,60.15075703737728,24.955682324745887,60.16878340303436,24.955877191710904
23,891126d148bffff,891126d33afffff,60.15075703737728,24.955682324745887,60.17595666117598,24.94714796390231
24,891126d148bffff,891126d314bffff,60.15075703737728,24.955682324745887,60.17498917345491,24.931728139152845
25,891126d148bffff,891126d302fffff,60.15075703737728,24.955682324745887,60.17195317418468,24.92436105171015
26,891126d148bffff,891126d3077ffff,60.15075703737728,24.955682324745887,60.16652691910069,24.91990651182505
27,891126d148bffff,891126d3047ffff,60.15075703737728,24.955682324745887,60.161100694015346,24.91545359018243
28,891126d148bffff,891126d32b3ffff,60.15075703737728,24.955682324745887,60.15632022918931,24.921273430108435
29,891126d148bffff,891126d301bffff,60.15075703737728,24.955682324745887,60.16316742592871,24.907406892617228
30,891126d3213ffff,891126d33d7ffff,60.14882615851742,24.924865564986955,60.16478200206416,24.933092024297583
31,891126d3213ffff,891126d148bffff,60.14882615851742,24.924865564986955,60.15075703737728,24.955682324745887
32,891126d3213ffff,891126d33c7ffff,60.14882615851742,24.924865564986955,60.165104370729615,24.93823014697343
33,891126d3213ffff,891126d33d3ffff,60.14882615851742,24.924865564986955,60.16206893424887,24.930864128316045
34,891126d3213ffff,891126d3223ffff,60.14882615851742,24.924865564986955,60.1548964995344,24.939591782767437
35,891126d3213ffff,891126d3357ffff,60.14882615851742,24.924865564986955,60.163035534643534,24.946277954619735
36,891126d3213ffff,891126d3383ffff,60.14882615851742,24.924865564986955,60.169885636577206,24.93241018137133
37,891126d3213ffff,891126d3377ffff,60.14882615851742,24.924865564986955,60.16878340303436,24.955877191710904
38,891126d3213ffff,891126d33afffff,60.14882615851742,24.924865564986955,60.17595666117598,24.94714796390231
39,891126d3213ffff,891126d314bffff,60.14882615851742,24.924865564986955,60.17498917345491,24.931728139152845
40,891126d3213ffff,891126d302fffff,60.14882615851742,24.924865564986955,60.17195317418468,24.92436105171015
41,891126d3213ffff,891126d3077ffff,60.14882615851742,24.924865564986955,60.16652691910069,24.91990651182505
42,891126d3213ffff,891126d3047ffff,60.14882615851742,24.924865564986955,60.161100694015346,24.91545359018243
43,891126d3213ffff,891126d32b3ffff,60.14882615851742,24.924865564986955,60.15632022918931,24.921273430108435
44,891126d3213ffff,891126d301bffff,60.14882615851742,24.924865564986955,60.16316742592871,24.907406892617228
45,891126d33c7ffff,891126d33d7ffff,60.165104370729615,24.93823014697343,60.16478200206416,24.933092024297583
46,891126d33c7ffff,891126d148bffff,60.165104370729615,24.93823014697343,60.15075703737728,24.955682324745887
47,891126d33c7ffff,891126d3213ffff,60.165104370729615,24.93823014697343,60.14882615851742,24.924865564986955
48,891126d33c7ffff,891126d33d3ffff,60.165104370729615,24.93823014697343,60.16206893424887,24.930864128316045
49,891126d33c7ffff,891126d3223ffff,60.165104370729615,24.93823014697343,60.1548964995344,24.939591782767437
50,891126d33c7ffff,891126d3357ffff,60.165104370729615,24.93823014697343,60.163035534643534,24.946277954619735
51,891126d33c7ffff,891126d3383ffff,60.165104370729615,24.93823014697343,60.169885636577206,24.93241018137133
