,Hexagon_ID,geometry,H3_centroids
87,891126d3023ffff,"POLYGON ((24.91676777510082 60.170618007729715, 24.91945069486915 60.1699290623521, 24.921905769822317 60.170941129494636, 24.921677938017034 60.17264220523251, 24.91899478910604 60.173331162204356, 24.916539701153475 60.172319031842484, 24.91676777510082 60.170618007729715))",POINT (60.17163011770462 24.919222753090114)
88,891126d303bffff,"POLYGON ((24.91454116569801 60.16790486074375, 24.91722385635452 60.16721592695331, 24.919678614446365 60.16822799614981, 24.91945069486915 60.1699290623521, 24.91676777510082 60.170618007729715, 24.914313004032056 60.16960587531629, 24.91454116569801 60.16790486074375))",POINT (60.168916972765665 24.916995826833414)
89,891126d300fffff,"POLYGON ((24.912314960794127 60.165191721271704, 24.914997422369662 60.16450279906126, 24.917451863667353 60.1655148702956, 24.91722385635452 60.16721592695331, 24.91454116569801 60.16790486074375, 24.91208671144584 60.16689272629494, 24.912314960794127 60.165191721271704))",POINT (60.16620383532443 24.91476930514281)
90,891126d300bffff,"POLYGON ((24.91008916028563 60.16247858933869, 24.912771392811077 60.16178967870117, 24.915225517381778 60.16280175195724, 24.914997422369662 60.16450279906126, 24.912314960794127 60.165191721271704, 24.909860823291314 60.16417958480363, 24.91008916028563 60.16247858933869))",POINT (60.16349070540613 24.912543187914768)
91,891126d3057ffff,"POLYGON ((24.907863764069074 60.159765464969944, 24.91054576757524 60.15907656589825, 24.912999575486197 60.16008864115987, 24.912771392811077 60.16178967870117, 24.91008916028563 60.16247858933869, 24.907635339465013 60.16146645086752, 24.907863764069074 60.159765464969944))",POINT (60.1607775830359 24.910317475045858)
92,891126d3043ffff,"POLYGON ((24.910774037877076 60.15737553792869, 24.913455874185853 60.15668653358004, 24.915909669162314 60.157698545629835, 24.915681640774874 60.15939962523856, 24.912999575486197 60.16008864115987, 24.91054576757524 60.15907656589825, 24.910774037877076 60.15737553792869))",POINT (60.15838759278516 24.91322773594335)
93,891126d304bffff,"POLYGON ((24.913683990216935 60.15498546354744, 24.916365659335092 60.15429635392854, 24.918819441352273 60.15530830276435, 24.91859156722101 60.1570094244315, 24.915909669162314 60.157698545629835, 24.913455874185853 60.15668653358004, 24.913683990216935 60.15498546354744))",POINT (60.15599745519218 24.916137675347958)
94,891126d3287ffff,"POLYGON ((24.91659362112694 60.152595241841944, 24.919275123061198 60.15190602695961, 24.92172889209434 60.152917912579184, 24.92150117218773 60.15461907629575, 24.918819441352273 60.15530830276435, 24.916365659335092 60.15429635392854, 24.91659362112694 60.152595241841944))",POINT (60.153607170272736 24.919047293297904)
95,891126d328fffff,"POLYGON ((24.91950293064533 60.150204872827906, 24.922184265402436 60.1495155526889, 24.92463802142681 60.15052737509001, 24.92441045571334 60.152228580847044, 24.92172889209434 60.152917912579184, 24.919275123061198 60.15190602695961, 24.91950293064533 60.150204872827906))",POINT (60.15121673804256 24.921956589831474)
96,891126d3213ffff,"POLYGON ((24.922411918810297 60.14781435652113, 24.925093086397002 60.14712493113219, 24.927546829387886 60.14813669031266, 24.92731941783605 60.14983793810114, 24.92463802142681 60.15052737509001, 24.922184265402436 60.1495155526889, 24.922411918810297 60.14781435652113))",POINT (60.14882615851742 24.924865564986955)
97,891126d3203ffff,"POLYGON ((24.927546829387886 60.14813669031266, 24.930228058594174 60.147447148073795, 24.9326821050522 60.14845884201122, 24.932454935395036 60.15016014141121, 24.929773477374745 60.15084969526387, 24.92731941783605 60.14983793810114, 24.927546829387886 60.14813669031266))",POINT (60.149148427075154 24.930000779048214)
98,891126d320fffff,"POLYGON ((24.9326821050522 60.14845884201122, 24.93536339583697 60.147769182908526, 24.937817745759645 60.148780811579655, 24.937590818035826 60.150482162581845, 24.934909298445547 60.1511718333123, 24.932454935395036 60.15016014141121, 24.9326821050522 60.14845884201122))",POINT (60.149470513516725 24.9351363581937)
99,891126d3277ffff,"POLYGON ((24.937817745759645 60.148780811579655, 24.94049909808181 60.14809103559913, 24.942953751466618 60.149102598980754, 24.942727065714696 60.1508040015759, 24.940045484595654 60.15149378919804, 24.937590818035826 60.150482162581845, 24.937817745759645 60.148780811579655))",POINT (60.14979241780495 24.940272302379853)
100,891126d3267ffff,"POLYGON ((24.942953751466618 60.149102598980754, 24.945635165285086 60.14841270610846, 24.9480901221295 60.14942420417731, 24.94786367838816 60.15112565835612, 24.945182035781325 60.15181556288398, 24.942727065714696 60.1508040015759, 24.942953751466618 60.149102598980754))",POINT (60.15011413990257 24.945408611563025)
101,891126d149bffff,"POLYGON ((24.9480901221295 60.14942420417731, 24.95077159740313 60.14873419439929, 24.95322685770466 60.14974562713211, 24.953000656012442 60.1514471328853, 24.950318951959048 60.152137154332856, 24.94786367838816 60.15112565835612, 24.9480901221295 60.14942420417731))",POINT (60.15043567977241 24.950545285699622)
102,891126d148bffff,"POLYGON ((24.95322685770466 60.14974562713211, 24.955908394392274 60.14905550043438, 24.95836395814834 60.150066867807986, 24.958137998543858 60.15176842512629, 24.955456233085084 60.15245856350747, 24.953000656012442 60.1514471328853, 24.95322685770466 60.14974562713211))",POINT (60.15075703737728 24.955682324745887)
103,891126d148fffff,"POLYGON ((24.955456233085084 60.15245856350747, 24.958137998543858 60.15176842512629, 24.960593879115674 60.152779790370595, 24.96036800757822 60.154481357245444, 24.95768601331752 60.155171507317164, 24.955230119406668 60.15416007882189, 24.955456233085084 60.15245856350747))",POINT (60.15346997163034 24.957912016934614)
104,891126d14bbffff,"POLYGON ((24.95768601331752 60.155171507317164, 24.96036800757822 60.154481357245444, 24.962824205032913 60.155492720344284, 24.962598421598972 60.1571942967666, 24.959916198505592 60.15788445853599, 24.95745998768932 60.15687303218378, 24.95768601331752 60.155171507317164))",POINT (60.156182913301556 24.960142114042593)
105,891126d14a3ffff,"POLYGON ((24.959916198505592 60.15788445853599, 24.962598421598972 60.1571942967666, 24.96505493600368 60.15820565770376, 24.964829240709598 60.159907243664556, 24.962146788752758 60.16059741713872, 24.959690260963953 60.159585992945736, 24.959916198505592 60.15788445853599))",POINT (60.15889586236575 24.962372616173308)
106,891126d14a7ffff,"POLYGON ((24.962146788752758 60.16059741713872, 24.964829240709598 60.159907243664556, 24.967286072131508 60.160918602423855, 24.96706046501373 60.16262019791401, 24.964377784162696 60.1633103831001, 24.961920939334156 60.16229896108252, 24.962146788752758 60.16059741713872))",POINT (60.16160881879764 24.964603523430323)
107,891126d15d3ffff,"POLYGON ((24.964377784162696 60.1633103831001, 24.96706046501373 60.16262019791401, 24.969517613520072 60.16363155447928, 24.969292094615017 60.16533315948975, 24.96660918483901 60.16602335639487, 24.964152022903498 60.16501193656888, 24.964377784162696 60.1633103831001))",POINT (60.16432178257199 24.966834835917318)
108,891126d15d7ffff,"POLYGON ((24.96660918483901 60.16602335639487, 24.969292094615017 60.16533315948975, 24.971749560272965 60.16634451384476, 24.971524129617134 60.168046128366484, 24.96884099088539 60.168736336997746, 24.966383511775728 60.16772491937959, 24.96660918483901 60.16602335639487))",POINT (60.167034753663565 24.969066553737875)
109,891126d159bffff,"POLYGON ((24.963700434397605 60.16841501099364, 24.966383511775728 60.16772491937959, 24.96884099088539 60.168736336997746, 24.968615406054404 60.17043790948933, 24.965932099681122 60.171128012822756, 24.96347460714447 60.17011653194366, 24.963700434397605 60.16841501099364))",POINT (60.1694264715232 24.966157816724134)
110,891126d1593ffff,"POLYGON ((24.96079136215742 60.1708065182599, 24.96347460714447 60.17011653194366, 24.965932099681122 60.171128012822756, 24.965706360643455 60.172829543275256, 24.963022886621793 60.17351954130407, 24.96056538068288 60.17250799716622, 24.96079136215742 60.1708065182599))",POINT (60.171818042048116 24.963248757886944)
111,891126d332fffff,"POLYGON ((24.957881968080038 60.173197878177845, 24.96056538068288 60.17250799716622, 24.963022886621793 60.17351954130407, 24.962796993345812 60.175221029708474, 24.960113351668927 60.17591092242585, 24.95765583235253 60.17489931503148, 24.957881968080038 60.173197878177845))",POINT (60.17420946522252 24.960339377187772)
112,891126d3327ffff,"POLYGON ((24.95497225212708 60.17558909073175, 24.95765583235253 60.17489931503148, 24.960113351668927 60.17591092242585, 24.959887304123097 60.17761236877324, 24.95720349478415 60.178302156172414, 24.954745962115016 60.17729048552371, 24.95497225212708 60.17558909073175))",POINT (60.17660074103067 24.957429674588305)
113,891126d06cbffff,"POLYGON ((24.952062214260163 60.1779801559058, 24.954745962115016 60.17729048552371, 24.95720349478415 60.178302156172414, 24.95697729293687 60.18000356045377, 24.95429331592902 60.18069324252798, 24.951835769931915 60.17968150862715, 24.952062214260163 60.1779801559058))",POINT (60.17899186945679 24.954519650050084)
114,891126d06c3ffff,"POLYGON ((24.94915185444078 60.180371073684306, 24.951835769931915 60.17968150862715, 24.95429331592902 60.18069324252798, 24.9540669597487 60.18239460473433, 24.951382815065127 60.18308418147678, 24.948925255764838 60.182072384326034, 24.94915185444078 60.180371073684306))",POINT (60.18138285048515 24.95160930353464)
115,891126d06d3ffff,"POLYGON ((24.944010758516768 60.18004872239447, 24.946694612449956 60.17935927434038, 24.94915185444078 60.180371073684306, 24.948925255764838 60.182072384326034, 24.946241172630657 60.18276184405148, 24.943783917383936 60.181749981462275, 24.944010758516768 60.18004872239447))",POINT (60.18106056462908 24.94646790358776)
116,891126d316bffff,"POLYGON ((24.938870028200736 60.17972618869575, 24.941553820534708 60.179036857630734, 24.944010758516768 60.18004872239447, 24.943783917383936 60.181749981462275, 24.94109989584032 60.1824393241847, 24.938642944649683 60.18142739618034, 24.938870028200736 60.17972618869575))",POINT (60.180738096340875 24.941326869246314)
117,891126d317bffff,"POLYGON ((24.933729663536447 60.17940347262539, 24.93641339422998 60.17871425853546, 24.938870028200736 60.17972618869575, 24.938642944649683 60.18142739618034, 24.935958984737944 60.18211662191372, 24.93350233760593 60.181104628517474, 24.933729663536447 60.17940347262539))",POINT (60.18041544565773 24.9361862005541)
118,891126d3147ffff,"POLYGON ((24.928589664567628 60.17908057422065, 24.931273333579544 60.17839147709185, 24.933729663536447 60.17940347262539, 24.93350233760593 60.181104628517474, 24.930818439367254 60.18179373727582, 24.928362096296365 60.18078167851094, 24.928589664567628 60.17908057422065))",POINT (60.18009261261696 24.93104589755489)
119,891126d3157ffff,"POLYGON ((24.923450031338042 60.1787574935188, 24.926133638627064 60.17806851333714, 24.928589664567628 60.17908057422065, 24.928362096296365 60.18078167851094, 24.925678259772017 60.18147067030821, 24.923222220764693 60.180458546198004, 24.923450031338042 60.1787574935188))",POINT (60.17976959725576 24.925905960292344)
120,891126d31cfffff,"POLYGON ((24.918310763891245 60.1784342305571, 24.920994309416223 60.17774536730858, 24.923450031338042 60.1787574935188, 24.923222220764693 60.180458546198004, 24.92053844599584 60.18114742104821, 24.91808271105465 60.18013523161598, 24.918310763891245 60.1784342305571))",POINT (60.17944639961148 24.92076638881016)
121,891126d31cbffff,"POLYGON ((24.916083486601682 60.17572104750232, 24.918766802913705 60.17503219584831, 24.92122220781725 60.17604432414243, 24.920994309416223 60.17774536730858, 24.918310763891245 60.1784342305571, 24.915855345990735 60.1774220390434, 24.916083486601682 60.17572104750232))",POINT (60.17673321863356 24.918538794509832)
122,891126d3037ffff,"POLYGON ((24.913856614023576 60.17300787190907, 24.916539701153475 60.172319031842484, 24.91899478910604 60.173331162204356, 24.918766802913705 60.17503219584831, 24.916083486601682 60.17572104750232, 24.9136283856746 60.174708853923335, 24.913856614023576 60.17300787190907))",POINT (60.174020045100995 24.916311604988188)
123,891126d3033ffff,"POLYGON ((24.91163014605332 60.17029470380258, 24.914313004032056 60.16960587531629, 24.91676777510082 60.170618007729715, 24.916539701153475 60.172319031842484, 24.913856614023576 60.17300787190907, 24.91140183000271 60.171995676280986, 24.91163014605332 60.17029470380258))",POINT (60.17130687903905 24.91408482014164)
124,891126d3007ffff,"POLYGON ((24.909404082587454 60.16758154320803, 24.91208671144584 60.16689272629494, 24.91454116569801 60.16790486074375, 24.914313004032056 60.16960587531629, 24.91163014605332 60.17029470380258, 24.909175678871463 60.16928250614152, 24.909404082587454 60.16758154320803))",POINT (60.16859372047289 24.911858439866617)
125,891126d3003ffff,"POLYGON ((24.90717842352241 60.16486839015057, 24.909860823291314 60.16417958480363, 24.912314960794127 60.165191721271704, 24.91208671144584 60.16689272629494, 24.909404082587454 60.16758154320803, 24.906949932177334 60.16656934353013, 24.90717842352241 60.16486839015057))",POINT (60.16588056942771 24.90963246405968)
126,891126d301bffff,"POLYGON ((24.904953168754673 60.16215524465549, 24.907635339465013 60.16146645086752, 24.91008916028563 60.16247858933869, 24.909860823291314 60.16417958480363, 24.90717842352241 60.16486839015057, 24.90472458981687 60.16385618847205, 24.904953168754673 60.16215524465549))",POINT (60.16316742592871 24.907406892617228)
