,Hexagon_ID,geometry,H3_centroids
24,891126d335bffff,"POLYGON ((24.94450217604616 60.15691976692228, 24.947184214851454 60.156229955995464, 24.949639818483043 60.157241513108055, 24.949413396562232 60.15894294438782, 24.946731128867636 60.15963276697765, 24.944275511993666 60.15862114662314, 24.94450217604616 60.15691976692228))",POINT (60.15793136689961 24.94695768289095)
25,891126d3343ffff,"POLYGON ((24.946731128867636 60.15963276697765, 24.949413396562232 60.15894294438782, 24.95186931707705 60.159954499378415, 24.95164298317268 60.1616559402016, 24.948960486558022 60.16234577446158, 24.946504552778304 60.16133415622662, 24.946731128867636 60.15963276697765))",POINT (60.16064436483997 24.949186952588285)
26,891126d3347ffff,"POLYGON ((24.948960486558022 60.16234577446158, 24.95164298317268 60.1616559402016, 24.954099220637875 60.16266749305402, 24.95387297478632 60.16436894341157, 24.951190249220833 60.165058789348784, 24.948733998468207 60.16404717324959, 24.948960486558022 60.16234577446158))",POINT (60.16335737019274 24.951416627221658)
27,891126d3373ffff,"POLYGON ((24.951190249220833 60.165058789348784, 24.95387297478632 60.16436894341157, 24.956329529269127 60.16538049410964, 24.956103371506817 60.1670819539925, 24.953420416959673 60.16777181161406, 24.95096384916696 60.166760197666775, 24.951190249220833 60.165058789348784))",POINT (60.166070382932595 24.953646706894652)
28,891126d330fffff,"POLYGON ((24.948280956097147 60.167449938313055, 24.95096384916696 60.166760197666775, 24.953420416959673 60.16777181161406, 24.953194104978174 60.169473229453004, 24.950510982887277 60.17016298177679, 24.948054401809426 60.16915130458251, 24.948280956097147 60.167449938313055))",POINT (60.16846159514381 24.95073742705685)
29,891126d3307ffff,"POLYGON ((24.945371341228466 60.16984093993104, 24.948054401809426 60.16915130458251, 24.950510982887277 60.17016298177679, 24.95028451665501 60.17186435756286, 24.947601227013557 60.17255400458208, 24.945144632675337 60.17154226414302, 24.945371341228466 60.16984093993104))",POINT (60.17085266000653 24.947827825449295)
30,891126d33abffff,"POLYGON ((24.94246140457641 60.17223179418705, 24.945144632675337 60.17154226414302, 24.947601227013557 60.17255400458208, 24.947374606498958 60.17425533830623, 24.944691149300155 60.174944880014195, 24.9422345417263 60.17393307633249, 24.94246140457641 60.17223179418705))",POINT (60.17324357750504 24.944917902033648)
31,891126d33bbffff,"POLYGON ((24.93732194759502 60.17190940144349, 24.940005114110186 60.17121998836071, 24.94246140457641 60.17223179418705, 24.9422345417263 60.17393307633249, 24.939551146102634 60.17462250106527, 24.937094842448097 60.17361063200101, 24.93732194759502 60.17190940144349))",POINT (60.172921250139424 24.93977814116363)
32,891126d3387ffff,"POLYGON ((24.9321828561131 60.17158682638875, 24.934865961003315 60.17089753025326, 24.93732194759502 60.17190940144349, 24.937094842448097 60.17361063200101, 24.93441150844076 60.17429993977256, 24.93195550870799 60.173288005349, 24.9321828561131 60.17158682638875))",POINT (60.17259874043934 24.934638745790597)
33,891126d3397ffff,"POLYGON ((24.927044130174306 60.171264069060065, 24.929727173398394 60.17057488985783, 24.9321828561131 60.17158682638875, 24.93195550870799 60.173288005349, 24.929272236358255 60.173977196173325, 24.926816540549748 60.172965196413756, 24.927044130174306 60.171264069060065))",POINT (60.17227604844197 24.92949971595821)
34,891126d3393ffff,"POLYGON ((24.924816428788926 60.16855094938892, 24.927499242918266 60.167861781801705, 24.929954608682035 60.16887372042383, 24.929727173398394 60.17057488985783, 24.927044130174306 60.171264069060065, 24.924588751339126 60.17025206721173, 24.924816428788926 60.16855094938892))",POINT (60.169562930855044 24.92727169762939)
35,891126d3067ffff,"POLYGON ((24.922589132098533 60.16583783718512, 24.92527171716391 60.16514868120576, 24.92772676604408 60.16616062190297, 24.927499242918266 60.167861781801705, 24.924816428788926 60.16855094938892, 24.922361366859853 60.16753894546795, 24.922589132098533 60.16583783718512))",POINT (60.16684982071928 24.925044084062765)
36,891126d3063ffff,"POLYGON ((24.92036223999964 60.163124732473854, 24.923044596031957 60.162435588095306, 24.925499328095636 60.16344753085137, 24.92527171716391 60.16514868120576, 24.922589132098533 60.16583783718512, 24.920134387008396 60.16482583120772, 24.92036223999964 60.163124732473854))",POINT (60.1641367180599 24.922816875154833)
37,891126d307bffff,"POLYGON ((24.9181357523887 60.1604116352804, 24.920817879418816 60.15972250249547, 24.923272294733167 60.16073444729428, 24.923044596031957 60.162435588095306, 24.92036223999964 60.163124732473854, 24.917907811681232 60.162112724456186, 24.9181357523887 60.1604116352804))",POINT (60.16142362290212 24.920590070802053)
38,891126d32b7ffff,"POLYGON ((24.921045665853175 60.15802137125687, 24.92372762562071 60.15733213319487, 24.926182027906236 60.158344014772574, 24.925954483463567 60.16004519763178, 24.923272294733167 60.16073444729428, 24.920817879418816 60.15972250249547, 24.921045665853175 60.15802137125687))",POINT (60.1590332956598 24.92349997126169)
39,891126d32a3ffff,"POLYGON ((24.923955257813514 60.15563095990245, 24.926637050325198 60.15494161657013, 24.929091439557144 60.15595343492449, 24.92886404934142 60.15765465983295, 24.926182027906236 60.158344014772574, 24.92372762562071 60.15733213319487, 24.923955257813514 60.15563095990245))",POINT (60.156642821084354 24.926409550192382)
40,891126d32abffff,"POLYGON ((24.92686452830793 60.153240401232885, 24.92954615357056 60.15255095263697, 24.932000529724128 60.15356270776584, 24.93177329370391 60.1552639747145, 24.929091439557144 60.15595343492449, 24.926637050325198 60.15494161657013, 24.92686452830793 60.153240401232885))",POINT (60.15425219919152 24.92931880763242)
41,891126d3233ffff,"POLYGON ((24.932000529724128 60.15356270776584, 24.93468221658927 60.15287314229223, 24.937136896299368 60.15388483214084, 24.93690990228031 60.155586150691654, 24.934227986539533 60.156275727793286, 24.93177329370391 60.1552639747145, 24.932000529724128 60.15356270776584))",POINT (60.15457444045356 24.93445511262167)
42,891126d3223ffff,"POLYGON ((24.937136896299368 60.15388483214084, 24.9398186447259 60.153195149775534, 24.94227362798998 60.154206774320684, 24.94204687601068 60.15590814446437, 24.93936489871707 60.15659783847163, 24.93690990228031 60.155586150691654, 24.937136896299368 60.15388483214084))",POINT (60.1548964995344 24.939591782767437)
43,891126d322fffff,"POLYGON ((24.94227362798998 60.154206774320684, 24.94495543793679 60.15351697504972, 24.94741072475232 60.15452853426817, 24.947184214851454 60.156229955995464, 24.94450217604616 60.15691976692228, 24.94204687601068 60.15590814446437, 24.94227362798998 60.154206774320684))",POINT (60.15521837639684 24.94472881802612)
44,891126d1497ffff,"POLYGON ((24.94741072475232 60.15452853426817, 24.95009259617824 60.153838618077586, 24.952548186542767 60.15485011194606, 24.95232191875891 60.156551585247634, 24.949639818483043 60.157241513108055, 24.947184214851454 60.156229955995464, 24.94741072475232 60.15452853426817))",POINT (60.15554007100364 24.94986621835399)
45,891126d334bffff,"POLYGON ((24.949639818483043 60.157241513108055, 24.95232191875891 60.156551585247634, 24.954777825984117 60.15756307699168, 24.954551646233565 60.15926455984107, 24.95186931707705 60.159954499378415, 24.949413396562232 60.15894294438782, 24.949639818483043 60.157241513108055))",POINT (60.158253047726106 24.952095628938036)
46,891126d334fffff,"POLYGON ((24.95186931707705 60.159954499378415, 24.954551646233565 60.15926455984107, 24.95700787038668 60.16027604944448, 24.956781778705857 60.161977541832634, 24.954099220637875 60.16266749305402, 24.95164298317268 60.1616559402016, 24.95186931707705 60.159954499378415))",POINT (60.16096603186285 24.95432544445257)
47,891126d337bffff,"POLYGON ((24.954099220637875 60.16266749305402, 24.956781778705857 60.161977541832634, 24.959238319854023 60.16298902927925, 24.95901231627937 60.16469053119709, 24.956329529269127 60.16538049410964, 24.95387297478632 60.16436894341157, 24.954099220637875 60.16266749305402))",POINT (60.16367902338867 24.956555665001083)
48,891126d3363ffff,"POLYGON ((24.956329529269127 60.16538049410964, 24.95901231627937 60.16469053119709, 24.96146917448985 60.16570201647073, 24.961243259057664 60.16740352790919, 24.95856024307442 60.168093502519994, 24.956103371506817 60.1670819539925, 24.956329529269127 60.16538049410964))",POINT (60.166392022278345 24.95878629068723)
49,891126d3377ffff,"POLYGON ((24.953420416959673 60.16777181161406, 24.956103371506817 60.1670819539925, 24.95856024307442 60.168093502519994, 24.958334173437773 60.16979497191914, 24.955650989878187 60.17048484123216, 24.953194104978174 60.169473229453004, 24.953420416959673 60.16777181161406))",POINT (60.16878340303436 24.955877191710904)
50,891126d333bffff,"POLYGON ((24.950510982887277 60.17016298177679, 24.953194104978174 60.169473229453004, 24.955650989878187 60.17048484123216, 24.955424766005454 60.17218626858298, 24.952741414862704 60.17287603259145, 24.95028451665501 60.17186435756286, 24.950510982887277 60.17016298177679))",POINT (60.171174636446466 24.952967770946927)
51,891126d3333ffff,"POLYGON ((24.947601227013557 60.17255400458208, 24.95028451665501 60.17186435756286, 24.952741414862704 60.17287603259145, 24.952515036722286 60.17457741788499, 24.949831517989555 60.17526707658208, 24.947374606498958 60.17425533830623, 24.947601227013557 60.17255400458208))",POINT (60.173565722498935 24.95005802835684)
52,891126d33afffff,"POLYGON ((24.944691149300155 60.174944880014195, 24.947374606498958 60.17425533830623, 24.949831517989555 60.17526707658208, 24.949604985549936 60.17696841980937, 24.946921299220385 60.17765797318835, 24.944464374471668 60.17664617166746, 24.944691149300155 60.174944880014195))",POINT (60.17595666117598 24.94714796390231)
53,891126d33a3ffff,"POLYGON ((24.939551146102634 60.17462250106527, 24.9422345417263 60.17393307633249, 24.944691149300155 60.174944880014195, 24.944464374471668 60.17664617166746, 24.941780749708666 60.177335608057334, 24.939324128923975 60.17632374113523, 24.939551146102634 60.17462250106527))",POINT (60.17563434762359 24.942007656771462)
54,891126d33b3ffff,"POLYGON ((24.93441150844076 60.17429993977256, 24.937094842448097 60.17361063200101, 24.939551146102634 60.17462250106527, 24.939324128923975 60.17632374113523, 24.93664056576877 60.17701306054995, 24.93418424895064 60.17600112824995, 24.93441150844076 60.17429993977256))",POINT (60.175311851704144 24.936867715173737)
55,891126d314bffff,"POLYGON ((24.929272236358255 60.173977196173325, 24.93195550870799 60.173288005349, 24.93441150844076 60.17429993977256, 24.93418424895064 60.17600112824995, 24.93150074744444 60.176690330703515, 24.929044734595344 60.175678333048886, 24.929272236358255 60.173977196173325))",POINT (60.17498917345491 24.931728139152845)
56,891126d315bffff,"POLYGON ((24.924133329898808 60.17365427030484, 24.926816540549748 60.172965196413756, 24.929272236358255 60.173977196173325, 24.929044734595344 60.175678333048886, 24.926361294779344 60.17636741855525, 24.923905585901807 60.17535535556924, 24.924133329898808 60.17365427030484))",POINT (60.174666312913146 24.926588928752523)
57,891126d302fffff,"POLYGON ((24.921905769822317 60.170941129494636, 24.924588751339126 60.17025206721173, 24.927044130174306 60.171264069060065, 24.926816540549748 60.172965196413756, 24.924133329898808 60.17365427030484, 24.921677938017034 60.17264220523251, 24.921905769822317 60.170941129494636))",POINT (60.17195317418468 24.92436105171015)
58,891126d302bffff,"POLYGON ((24.919678614446365 60.16822799614981, 24.922361366859853 60.16753894546795, 24.924816428788926 60.16855094938892, 24.924588751339126 60.17025206721173, 24.921905769822317 60.170941129494636, 24.91945069486915 60.1699290623521, 24.919678614446365 60.16822799614981))",POINT (60.169240042905464 24.92213357943554)
59,891126d3077ffff,"POLYGON ((24.917451863667353 60.1655148702956, 24.920134387008396 60.16482583120772, 24.922589132098533 60.16583783718512, 24.922361366859853 60.16753894546795, 24.919678614446365 60.16822799614981, 24.91722385635452 60.16721592695331, 24.917451863667353 60.1655148702956))",POINT (60.16652691910069 24.91990651182505)
60,891126d3073ffff,"POLYGON ((24.915225517381778 60.16280175195724, 24.917907811681232 60.162112724456186, 24.92036223999964 60.163124732473854, 24.920134387008396 60.16482583120772, 24.917451863667353 60.1655148702956, 24.914997422369662 60.16450279906126, 24.915225517381778 60.16280175195724))",POINT (60.1638138027956 24.917679848775162)
61,891126d3047ffff,"POLYGON ((24.912999575486197 60.16008864115987, 24.915681640774874 60.15939962523856, 24.9181357523887 60.1604116352804, 24.917907811681232 60.162112724456186, 24.915225517381778 60.16280175195724, 24.912771392811077 60.16178967870117, 24.912999575486197 60.16008864115987))",POINT (60.161100694015346 24.91545359018243)
62,891126d304fffff,"POLYGON ((24.915909669162314 60.157698545629835, 24.91859156722101 60.1570094244315, 24.921045665853175 60.15802137125687, 24.920817879418816 60.15972250249547, 24.9181357523887 60.1604116352804, 24.915681640774874 60.15939962523856, 24.915909669162314 60.157698545629835))",POINT (60.158710535271155 24.918363670900906)
63,891126d32b3ffff,"POLYGON ((24.918819441352273 60.15530830276435, 24.92150117218773 60.15461907629575, 24.923955257813514 60.15563095990245, 24.92372762562071 60.15733213319487, 24.921045665853175 60.15802137125687, 24.91859156722101 60.1570094244315, 24.918819441352273 60.15530830276435))",POINT (60.15632022918931 24.921273430108435)
64,891126d32bbffff,"POLYGON ((24.92172889209434 60.152917912579184, 24.92441045571334 60.152228580847044, 24.92686452830793 60.153240401232885, 24.926637050325198 60.15494161657013, 24.923955257813514 60.15563095990245, 24.92150117218773 60.15461907629575, 24.92172889209434 60.152917912579184))",POINT (60.153929775785514 24.924182867843314)
65,891126d3217ffff,"POLYGON ((24.92463802142681 60.15052737509001, 24.92731941783605 60.14983793810114, 24.929773477374745 60.15084969526387, 24.92954615357056 60.15255095263697, 24.92686452830793 60.153240401232885, 24.92441045571334 60.152228580847044, 24.92463802142681 60.15052737509001))",POINT (60.151539175075555 24.927091984143818)
66,891126d3207ffff,"POLYGON ((24.929773477374745 60.15084969526387, 24.932454935395036 60.15016014141121, 24.934909298445547 60.1511718333123, 24.93468221658927 60.15287314229223, 24.932000529724128 60.15356270776584, 24.92954615357056 60.15255095263697, 24.929773477374745 60.15084969526387))",POINT (60.15186142999707 24.932227743620114)
67,891126d323bffff,"POLYGON ((24.934909298445547 60.1511718333123, 24.937590818035826 60.150482162581845, 24.940045484595654 60.15149378919804, 24.9398186447259 60.153195149775534, 24.937136896299368 60.15388483214084, 24.93468221658927 60.15287314229223, 24.934909298445547 60.1511718333123))",POINT (60.1521835027699 24.937363868216814)
68,891126d322bffff,"POLYGON ((24.940045484595654 60.15149378919804, 24.942727065714696 60.1508040015759, 24.945182035781325 60.15181556288398, 24.94495543793679 60.15351697504972, 24.94227362798998 60.154206774320684, 24.9398186447259 60.153195149775534, 24.940045484595654 60.15149378919804))",POINT (60.152505393356876 24.942500357890257)
69,891126d1493ffff,"POLYGON ((24.945182035781325 60.15181556288398, 24.94786367838816 60.15112565835612, 24.950318951959048 60.152137154332856, 24.95009259617824 60.153838618077586, 24.94741072475232 60.15452853426817, 24.94495543793679 60.15351697504972, 24.945182035781325 60.15181556288398))",POINT (60.15282710172074 24.947637212596824)
70,891126d1483ffff,"POLYGON ((24.950318951959048 60.152137154332856, 24.953000656012442 60.1514471328853, 24.955456233085084 60.15245856350747, 24.955230119406668 60.15416007882189, 24.952548186542767 60.15485011194606, 24.95009259617824 60.153838618077586, 24.950318951959048 60.152137154332856))",POINT (60.1531486278243 24.95277443229286)
71,891126d1487ffff,"POLYGON ((24.952548186542767 60.15485011194606, 24.955230119406668 60.15416007882189, 24.95768601331752 60.155171507317164, 24.95745998768932 60.15687303218378, 24.954777825984117 60.15756307699168, 24.95232191875891 60.156551585247634, 24.952548186542767 60.15485011194606))",POINT (60.155861583317616 24.95500398370742)
72,891126d14b3ffff,"POLYGON ((24.954777825984117 60.15756307699168, 24.95745998768932 60.15687303218378, 24.959916198505592 60.15788445853599, 24.959690260963953 60.159585992945736, 24.95700787038668 60.16027604944448, 24.954551646233565 60.15926455984107, 24.954777825984117 60.15756307699168))",POINT (60.15857454622721 24.957233940046752)
73,891126d14b7ffff,"POLYGON ((24.95700787038668 60.16027604944448, 24.959690260963953 60.159585992945736, 24.962146788752758 60.16059741713872, 24.961920939334156 60.16229896108252, 24.959238319854023 60.16298902927925, 24.956781778705857 60.161977541832634, 24.95700787038668 60.16027604944448))",POINT (60.161287516527814 24.959464301414506)
74,891126d336bffff,"POLYGON ((24.959238319854023 60.16298902927925, 24.961920939334156 60.16229896108252, 24.964377784162696 60.1633103831001, 24.964152022903498 60.16501193656888, 24.96146917448985 60.16570201647073, 24.95901231627937 60.16469053119709, 24.959238319854023 60.16298902927925))",POINT (60.16400049419419 24.961695067914203)
75,891126d336fffff,"POLYGON ((24.96146917448985 60.16570201647073, 24.964152022903498 60.16501193656888, 24.96660918483901 60.16602335639487, 24.966383511775728 60.16772491937959, 24.963700434397605 60.16841501099364, 24.961243259057664 60.16740352790919, 24.96146917448985 60.16570201647073))",POINT (60.16671347920107 24.963926239649567)
76,891126d3367ffff,"POLYGON ((24.95856024307442 60.168093502519994, 24.961243259057664 60.16740352790919, 24.963700434397605 60.16841501099364, 24.96347460714447 60.17011653194366, 24.96079136215742 60.1708065182599, 24.958334173437773 60.16979497191914, 24.95856024307442 60.168093502519994))",POINT (60.16910502850654 24.961017321614605)
77,891126d332bffff,"POLYGON ((24.955650989878187 60.17048484123216, 24.958334173437773 60.16979497191914, 24.96079136215742 60.1708065182599, 24.96056538068288 60.17250799716622, 24.957881968080038 60.173197878177845, 24.955424766005454 60.17218626858298, 24.955650989878187 60.17048484123216))",POINT (60.17149643047274 24.958108081774082)
78,891126d3323ffff,"POLYGON ((24.952741414862704 60.17287603259145, 24.955424766005454 60.17218626858298, 24.957881968080038 60.173197878177845, 24.95765583235253 60.17489931503148, 24.95497225212708 60.17558909073175, 24.952515036722286 60.17457741788499, 24.952741414862704 60.17287603259145))",POINT (60.173887685083834 24.95519852008948)
79,891126d3337ffff,"POLYGON ((24.949831517989555 60.17526707658208, 24.952515036722286 60.17457741788499, 24.95497225212708 60.17558909073175, 24.954745962115016 60.17729048552371, 24.952062214260163 60.1779801559058, 24.949604985549936 60.17696841980937, 24.949831517989555 60.17526707658208))",POINT (60.176278792324105 24.952288636522532)
80,891126d06dbffff,"POLYGON ((24.946921299220385 60.17765797318835, 24.949604985549936 60.17696841980937, 24.952062214260163 60.1779801559058, 24.951835769931915 60.17968150862715, 24.94915185444078 60.180371073684306, 24.946694612449956 60.17935927434038, 24.946921299220385 60.17765797318835))",POINT (60.178669752177775 24.949378431034752)
81,891126d33a7ffff,"POLYGON ((24.941780749708666 60.177335608057334, 24.944464374471668 60.17664617166746, 24.946921299220385 60.17765797318835, 24.946694612449956 60.17935927434038, 24.944010758516768 60.18004872239447, 24.941553820534708 60.179036857630734, 24.941780749708666 60.177335608057334))",POINT (60.17834745246189 24.944237577544946)
82,891126d33b7ffff,"POLYGON ((24.93664056576877 60.17701306054995, 24.939324128923975 60.17632374113523, 24.941780749708666 60.177335608057334, 24.941553820534708 60.179036857630734, 24.938870028200736 60.17972618869575, 24.93641339422998 60.17871425853546, 24.93664056576877 60.17701306054995))",POINT (60.17802497034641 24.939097089624436)
83,891126d314fffff,"POLYGON ((24.93150074744444 60.176690330703515, 24.93418424895064 60.17600112824995, 24.93664056576877 60.17701306054995, 24.93641339422998 60.17871425853546, 24.933729663536447 60.17940347262539, 24.931273333579544 60.17839147709185, 24.93150074744444 60.176690330703515))",POINT (60.17770230586854 24.93395696731693)
84,891126d3143ffff,"POLYGON ((24.926361294779344 60.17636741855525, 24.929044734595344 60.175678333048886, 24.93150074744444 60.176690330703515, 24.931273333579544 60.17839147709185, 24.928589664567628 60.17908057422065, 24.926133638627064 60.17806851333714, 24.926361294779344 60.17636741855525))",POINT (60.17737945906562 24.92881721066624)
85,891126d3153ffff,"POLYGON ((24.92122220781725 60.17604432414243, 24.923905585901807 60.17535535556924, 24.926361294779344 60.17636741855525, 24.926133638627064 60.17806851333714, 24.923450031338042 60.1787574935188, 24.920994309416223 60.17774536730858, 24.92122220781725 60.17604432414243))",POINT (60.17705642997488 24.923677819715948)
86,891126d3027ffff,"POLYGON ((24.91899478910604 60.173331162204356, 24.921677938017034 60.17264220523251, 24.924133329898808 60.17365427030484, 24.923905585901807 60.17535535556924, 24.92122220781725 60.17604432414243, 24.918766802913705 60.17503219584831, 24.91899478910604 60.173331162204356))",POINT (60.17434327011608 24.921450084016424)
