"from_id","to_id","travel_time_p50"
"891126d3357ffff","891126d31cfffff",23
"891126d3357ffff","891126d31cbffff",24
"891126d3357ffff","891126d3037ffff",28
"891126d3357ffff","891126d3033ffff",33
"891126d3357ffff","891126d3007ffff",32
"891126d3357ffff","891126d3003ffff",28
"891126d3357ffff","891126d301bffff",25
"891126d330bffff","891126d33c7ffff",13
"891126d330bffff","891126d33c3ffff",16
"891126d330bffff","891126d33cfffff",12
"891126d330bffff","891126d331bffff",6
"891126d330bffff","891126d3313ffff",12
"891126d330bffff","891126d338bffff",17
"891126d330bffff","891126d33d7ffff",19
"891126d330bffff","891126d33d3ffff",20
"891126d330bffff","891126d33dbffff",20
"891126d330bffff","891126d33cbffff",17
"891126d330bffff","891126d3353ffff",15
"891126d330bffff","891126d3357ffff",7
"891126d330bffff","891126d330bffff",0
"891126d330bffff","891126d3303ffff",7
"891126d330bffff","891126d3317ffff",14
"891126d330bffff","891126d338fffff",15
"891126d330bffff","891126d3383ffff",20
"891126d330bffff","891126d339bffff",21
"891126d330bffff","891126d306fffff",25
"891126d330bffff","891126d306bffff",24
"891126d330bffff","891126d32a7ffff",24
"891126d330bffff","891126d32afffff",24
"891126d330bffff","891126d3237ffff",23
"891126d330bffff","891126d3227ffff",20
"891126d330bffff","891126d335bffff",17
"891126d330bffff","891126d3343ffff",10
"891126d330bffff","891126d3347ffff",6
"891126d330bffff","891126d3373ffff",6
"891126d330bffff","891126d330fffff",8
"891126d330bffff","891126d3307ffff",11
"891126d330bffff","891126d33abffff",17
"891126d330bffff","891126d33bbffff",20
"891126d330bffff","891126d3387ffff",19
"891126d330bffff","891126d3397ffff",23
"891126d330bffff","891126d3393ffff",23
"891126d330bffff","891126d3067ffff",27
"891126d330bffff","891126d3063ffff",26
"891126d330bffff","891126d307bffff",26
"891126d330bffff","891126d32b7ffff",29
"891126d330bffff","891126d32a3ffff",29
"891126d330bffff","891126d32abffff",24
"891126d330bffff","891126d3233ffff",26
"891126d330bffff","891126d3223ffff",24
"891126d330bffff","891126d322fffff",23
"891126d330bffff","891126d1497ffff",20
"891126d330bffff","891126d334bffff",18
"891126d330bffff","891126d334fffff",13
"891126d330bffff","891126d337bffff",11
"891126d330bffff","891126d3363ffff",14
"891126d330bffff","891126d3377ffff",13
"891126d330bffff","891126d333bffff",15
"891126d330bffff","891126d3333ffff",17
"891126d330bffff","891126d33afffff",22
"891126d330bffff","891126d33a3ffff",23
"891126d330bffff","891126d33b3ffff",22
"891126d330bffff","891126d314bffff",18
"891126d330bffff","891126d315bffff",23
"891126d330bffff","891126d302fffff",27
"891126d330bffff","891126d302bffff",28
"891126d330bffff","891126d3077ffff",32
"891126d330bffff","891126d3073ffff",23
"891126d330bffff","891126d3047ffff",24
"891126d330bffff","891126d304fffff",30
"891126d330bffff","891126d32b3ffff",33
"891126d330bffff","891126d32bbffff",31
"891126d330bffff","891126d3217ffff",32
"891126d330bffff","891126d3207ffff",29
"891126d330bffff","891126d1487ffff",22
"891126d330bffff","891126d14b3ffff",18
"891126d330bffff","891126d14b7ffff",16
"891126d330bffff","891126d336bffff",21
"891126d330bffff","891126d336fffff",19
"891126d330bffff","891126d3367ffff",17
"891126d330bffff","891126d332bffff",19
"891126d330bffff","891126d3323ffff",21
"891126d330bffff","891126d3337ffff",21
"891126d330bffff","891126d06dbffff",21
"891126d330bffff","891126d33a7ffff",25
"891126d330bffff","891126d33b7ffff",28
"891126d330bffff","891126d314fffff",24
"891126d330bffff","891126d3143ffff",19
"891126d330bffff","891126d3153ffff",23
"891126d330bffff","891126d3027ffff",29
"891126d330bffff","891126d3023ffff",31
"891126d330bffff","891126d303bffff",32
"891126d330bffff","891126d300fffff",26
"891126d330bffff","891126d300bffff",23
"891126d330bffff","891126d3057ffff",29
"891126d330bffff","891126d3043ffff",31
"891126d330bffff","891126d304bffff",34
"891126d330bffff","891126d3287ffff",30
"891126d330bffff","891126d328fffff",34
"891126d330bffff","891126d3213ffff",37
"891126d330bffff","891126d3203ffff",35
"891126d330bffff","891126d148fffff",28
"891126d330bffff","891126d14bbffff",25
"891126d330bffff","891126d14a3ffff",20
"891126d330bffff","891126d15d3ffff",24
"891126d330bffff","891126d15d7ffff",21
"891126d330bffff","891126d159bffff",22
"891126d330bffff","891126d1593ffff",23
"891126d330bffff","891126d332fffff",24
"891126d330bffff","891126d3327ffff",27
"891126d330bffff","891126d06cbffff",24
"891126d330bffff","891126d06c3ffff",22
"891126d330bffff","891126d06d3ffff",23
"891126d330bffff","891126d316bffff",27
"891126d330bffff","891126d317bffff",33
"891126d330bffff","891126d3147ffff",21
"891126d330bffff","891126d3157ffff",22
"891126d330bffff","891126d31cfffff",26
"891126d330bffff","891126d31cbffff",28
"891126d330bffff","891126d3037ffff",34
"891126d330bffff","891126d3033ffff",36
"891126d330bffff","891126d3007ffff",34
"891126d330bffff","891126d3003ffff",30
"891126d330bffff","891126d301bffff",27
"891126d3303ffff","891126d33c7ffff",10
"891126d3303ffff","891126d33c3ffff",16
"891126d3303ffff","891126d33cfffff",13
"891126d3303ffff","891126d331bffff",6
"891126d3303ffff","891126d3313ffff",7
"891126d3303ffff","891126d338bffff",13
"891126d3303ffff","891126d33d7ffff",15
"891126d3303ffff","891126d33d3ffff",17
"891126d3303ffff","891126d33dbffff",22
"891126d3303ffff","891126d33cbffff",18
"891126d3303ffff","891126d3353ffff",17
"891126d3303ffff","891126d3357ffff",9
"891126d3303ffff","891126d330bffff",7
"891126d3303ffff","891126d3303ffff",0
"891126d3303ffff","891126d3317ffff",7
"891126d3303ffff","891126d338fffff",10
"891126d3303ffff","891126d3383ffff",15
"891126d3303ffff","891126d339bffff",15
"891126d3303ffff","891126d306fffff",21
"891126d3303ffff","891126d306bffff",21
"891126d3303ffff","891126d32a7ffff",22
"891126d3303ffff","891126d32afffff",21
"891126d3303ffff","891126d3237ffff",20
"891126d3303ffff","891126d3227ffff",19
"891126d3303ffff","891126d335bffff",19
"891126d3303ffff","891126d3343ffff",16
"891126d3303ffff","891126d3347ffff",13
"891126d3303ffff","891126d3373ffff",11
"891126d3303ffff","891126d330fffff",7
"891126d3303ffff","891126d3307ffff",7
"891126d3303ffff","891126d33abffff",10
"891126d3303ffff","891126d33bbffff",13
"891126d3303ffff","891126d3387ffff",15
"891126d3303ffff","891126d3397ffff",19
"891126d3303ffff","891126d3393ffff",17
"891126d3303ffff","891126d3067ffff",21
"891126d3303ffff","891126d3063ffff",21
"891126d3303ffff","891126d307bffff",21
"891126d3303ffff","891126d32b7ffff",26
"891126d3303ffff","891126d32a3ffff",26
"891126d3303ffff","891126d32abffff",21
"891126d3303ffff","891126d3233ffff",23
"891126d3303ffff","891126d3223ffff",23
"891126d3303ffff","891126d322fffff",23
"891126d3303ffff","891126d1497ffff",23
"891126d3303ffff","891126d334bffff",21
"891126d3303ffff","891126d334fffff",15
"891126d3303ffff","891126d337bffff",18
"891126d3303ffff","891126d3363ffff",15
"891126d3303ffff","891126d3377ffff",10
"891126d3303ffff","891126d333bffff",11
"891126d3303ffff","891126d3333ffff",12
"891126d3303ffff","891126d33afffff",15
"891126d3303ffff","891126d33a3ffff",15
"891126d3303ffff","891126d33b3ffff",18
"891126d3303ffff","891126d314bffff",14
"891126d3303ffff","891126d315bffff",19
"891126d3303ffff","891126d302fffff",21
"891126d3303ffff","891126d302bffff",22
"891126d3303ffff","891126d3077ffff",26
"891126d3303ffff","891126d3073ffff",17
"891126d3303ffff","891126d3047ffff",18
"891126d3303ffff","891126d304fffff",25
"891126d3303ffff","891126d32b3ffff",29
"891126d3303ffff","891126d32bbffff",28
"891126d3303ffff","891126d3217ffff",29
"891126d3303ffff","891126d3207ffff",26
"891126d3303ffff","891126d1487ffff",24
"891126d3303ffff","891126d14b3ffff",20
"891126d3303ffff","891126d14b7ffff",17
"891126d3303ffff","891126d336bffff",21
"891126d3303ffff","891126d336fffff",13
"891126d3303ffff","891126d3367ffff",14
"891126d3303ffff","891126d332bffff",15
"891126d3303ffff","891126d3323ffff",15
"891126d3303ffff","891126d3337ffff",14
"891126d3303ffff","891126d06dbffff",15
"891126d3303ffff","891126d33a7ffff",20
"891126d3303ffff","891126d33b7ffff",24
"891126d3303ffff","891126d314fffff",20
"891126d3303ffff","891126d3143ffff",15
"891126d3303ffff","891126d3153ffff",19
"891126d3303ffff","891126d3027ffff",24
"891126d3303ffff","891126d3023ffff",25
"891126d3303ffff","891126d303bffff",26
"891126d3303ffff","891126d300fffff",20
"891126d3303ffff","891126d300bffff",17
"891126d3303ffff","891126d3057ffff",23
"891126d3303ffff","891126d3043ffff",25
"891126d3303ffff","891126d304bffff",29
"891126d3303ffff","891126d3287ffff",27
"891126d3303ffff","891126d328fffff",31
"891126d3303ffff","891126d3213ffff",34
"891126d3303ffff","891126d3203ffff",32
"891126d3303ffff","891126d148fffff",30
"891126d3303ffff","891126d14bbffff",27
"891126d3303ffff","891126d14a3ffff",21
"891126d3303ffff","891126d15d3ffff",18
"891126d3303ffff","891126d15d7ffff",15
"891126d3303ffff","891126d159bffff",18
"891126d3303ffff","891126d1593ffff",19
"891126d3303ffff","891126d332fffff",18
"891126d3303ffff","891126d3327ffff",21
"891126d3303ffff","891126d06cbffff",18
"891126d3303ffff","891126d06c3ffff",17
"891126d3303ffff","891126d06d3ffff",18
"891126d3303ffff","891126d316bffff",22
"891126d3303ffff","891126d317bffff",29
"891126d3303ffff","891126d3147ffff",17
"891126d3303ffff","891126d3157ffff",18
"891126d3303ffff","891126d31cfffff",22
"891126d3303ffff","891126d31cbffff",24
"891126d3303ffff","891126d3037ffff",28
"891126d3303ffff","891126d3033ffff",31
"891126d3303ffff","891126d3007ffff",28
"891126d3303ffff","891126d3003ffff",24
"891126d3303ffff","891126d301bffff",21
"891126d3317ffff","891126d33c7ffff",13
"891126d3317ffff","891126d33c3ffff",17
"891126d3317ffff","891126d33cfffff",17
"891126d3317ffff","891126d331bffff",11
"891126d3317ffff","891126d3313ffff",7
"891126d3317ffff","891126d338bffff",11
"891126d3317ffff","891126d33d7ffff",14
"891126d3317ffff","891126d33d3ffff",17
"891126d3317ffff","891126d33dbffff",20
"891126d3317ffff","891126d33cbffff",17
"891126d3317ffff","891126d3353ffff",19
"891126d3317ffff","891126d3357ffff",15
"891126d3317ffff","891126d330bffff",14
"891126d3317ffff","891126d3303ffff",7
"891126d3317ffff","891126d3317ffff",0
"891126d3317ffff","891126d338fffff",5
"891126d3317ffff","891126d3383ffff",9
"891126d3317ffff","891126d339bffff",9
"891126d3317ffff","891126d306fffff",14
"891126d3317ffff","891126d306bffff",16
"891126d3317ffff","891126d32a7ffff",23
"891126d3317ffff","891126d32afffff",23
"891126d3317ffff","891126d3237ffff",22
"891126d3317ffff","891126d3227ffff",19
"891126d3317ffff","891126d335bffff",21
"891126d3317ffff","891126d3343ffff",19
"891126d3317ffff","891126d3347ffff",18
"891126d3317ffff","891126d3373ffff",16
"891126d3317ffff","891126d330fffff",9
"891126d3317ffff","891126d3307ffff",7
"891126d3317ffff","891126d33abffff",7
"891126d3317ffff","891126d33bbffff",7
"891126d3317ffff","891126d3387ffff",10
"891126d3317ffff","891126d3397ffff",15
"891126d3317ffff","891126d3393ffff",11
"891126d3317ffff","891126d3067ffff",14
"891126d3317ffff","891126d3063ffff",14
"891126d3317ffff","891126d307bffff",15
"891126d3317ffff","891126d32b7ffff",20
"891126d3317ffff","891126d32a3ffff",28
"891126d3317ffff","891126d32abffff",23
"891126d3317ffff","891126d3233ffff",25
"891126d3317ffff","891126d3223ffff",23
"891126d3317ffff","891126d322fffff",22
"891126d3317ffff","891126d1497ffff",25
"891126d3317ffff","891126d334bffff",23
"891126d3317ffff","891126d334fffff",20
"891126d3317ffff","891126d337bffff",22
"891126d3317ffff","891126d3363ffff",18
"891126d3317ffff","891126d3377ffff",13
"891126d3317ffff","891126d333bffff",12
"891126d3317ffff","891126d3333ffff",6
"891126d3317ffff","891126d33afffff",10
"891126d3317ffff","891126d33a3ffff",10
"891126d3317ffff","891126d33b3ffff",13
"891126d3317ffff","891126d314bffff",11
"891126d3317ffff","891126d315bffff",16
"891126d3317ffff","891126d302fffff",15
"891126d3317ffff","891126d302bffff",15
"891126d3317ffff","891126d3077ffff",20
"891126d3317ffff","891126d3073ffff",11
"891126d3317ffff","891126d3047ffff",12
"891126d3317ffff","891126d304fffff",18
"891126d3317ffff","891126d32b3ffff",22
"891126d3317ffff","891126d32bbffff",30
"891126d3317ffff","891126d3217ffff",31
"891126d3317ffff","891126d3207ffff",28
"891126d3317ffff","891126d1487ffff",26
"891126d3317ffff","891126d14b3ffff",22
"891126d3317ffff","891126d14b7ffff",22
"891126d3317ffff","891126d336bffff",24
"891126d3317ffff","891126d336fffff",16
"891126d3317ffff","891126d3367ffff",17
"891126d3317ffff","891126d332bffff",16
"891126d3317ffff","891126d3323ffff",10
"891126d3317ffff","891126d3337ffff",9
"891126d3317ffff","891126d06dbffff",10
"891126d3317ffff","891126d33a7ffff",14
"891126d3317ffff","891126d33b7ffff",18
"891126d3317ffff","891126d314fffff",17
"891126d3317ffff","891126d3143ffff",12
"891126d3317ffff","891126d3153ffff",16
"891126d3317ffff","891126d3027ffff",18
"891126d3317ffff","891126d3023ffff",18
"891126d3317ffff","891126d303bffff",20
"891126d3317ffff","891126d300fffff",14
"891126d3317ffff","891126d300bffff",11
"891126d3317ffff","891126d3057ffff",17
"891126d3317ffff","891126d3043ffff",18
"891126d3317ffff","891126d304bffff",22
"891126d3317ffff","891126d3287ffff",20
"891126d3317ffff","891126d328fffff",33
"891126d3317ffff","891126d3213ffff",36
"891126d3317ffff","891126d3203ffff",34
"891126d3317ffff","891126d148fffff",32
"891126d3317ffff","891126d14bbffff",29
"891126d3317ffff","891126d14a3ffff",26
"891126d3317ffff","891126d15d3ffff",21
"891126d3317ffff","891126d15d7ffff",18
"891126d3317ffff","891126d159bffff",21
"891126d3317ffff","891126d1593ffff",21
"891126d3317ffff","891126d332fffff",14
"891126d3317ffff","891126d3327ffff",15
"891126d3317ffff","891126d06cbffff",12
"891126d3317ffff","891126d06c3ffff",12
"891126d3317ffff","891126d06d3ffff",12
"891126d3317ffff","891126d316bffff",17
"891126d3317ffff","891126d317bffff",23
"891126d3317ffff","891126d3147ffff",14
"891126d3317ffff","891126d3157ffff",15
"891126d3317ffff","891126d31cfffff",19
"891126d3317ffff","891126d31cbffff",19
"891126d3317ffff","891126d3037ffff",22
"891126d3317ffff","891126d3033ffff",24
"891126d3317ffff","891126d3007ffff",22
"891126d3317ffff","891126d3003ffff",18
"891126d3317ffff","891126d301bffff",15
"891126d338fffff","891126d33c7ffff",12
"891126d338fffff","891126d33c3ffff",16
"891126d338fffff","891126d33cfffff",14
"891126d338fffff","891126d331bffff",10
"891126d338fffff","891126d3313ffff",6
"891126d338fffff","891126d338bffff",7
"891126d338fffff","891126d33d7ffff",14
"891126d338fffff","891126d33d3ffff",17
"891126d338fffff","891126d33dbffff",20
"891126d338fffff","891126d33cbffff",16
"891126d338fffff","891126d3353ffff",16
"891126d338fffff","891126d3357ffff",11
"891126d338fffff","891126d330bffff",14
"891126d338fffff","891126d3303ffff",9
"891126d338fffff","891126d3317ffff",5
"891126d338fffff","891126d338fffff",0
"891126d338fffff","891126d3383ffff",6
"891126d338fffff","891126d339bffff",9
"891126d338fffff","891126d306fffff",14
"891126d338fffff","891126d306bffff",16
"891126d338fffff","891126d32a7ffff",23
"891126d338fffff","891126d32afffff",22
"891126d338fffff","891126d3237ffff",21
"891126d338fffff","891126d3227ffff",18
"891126d338fffff","891126d335bffff",19
"891126d338fffff","891126d3343ffff",15
"891126d338fffff","891126d3347ffff",17
"891126d338fffff","891126d3373ffff",16
"891126d338fffff","891126d330fffff",9
"891126d338fffff","891126d3307ffff",10
"891126d338fffff","891126d33abffff",12
"891126d338fffff","891126d33bbffff",8
"891126d338fffff","891126d3387ffff",5
"891126d338fffff","891126d3397ffff",10
"891126d338fffff","891126d3393ffff",11
"891126d338fffff","891126d3067ffff",14
"891126d338fffff","891126d3063ffff",14
"891126d338fffff","891126d307bffff",15
"891126d338fffff","891126d32b7ffff",20
"891126d338fffff","891126d32a3ffff",27
"891126d338fffff","891126d32abffff",22
"891126d338fffff","891126d3233ffff",24
"891126d338fffff","891126d3223ffff",22
"891126d338fffff","891126d322fffff",21
"891126d338fffff","891126d1497ffff",23
"891126d338fffff","891126d334bffff",22
"891126d338fffff","891126d334fffff",17
"891126d338fffff","891126d337bffff",22
"891126d338fffff","891126d3363ffff",17
"891126d338fffff","891126d3377ffff",11
"891126d338fffff","891126d333bffff",14
"891126d338fffff","891126d3333ffff",11
"891126d338fffff","891126d33afffff",16
"891126d338fffff","891126d33a3ffff",15
"891126d338fffff","891126d33b3ffff",12
"891126d338fffff","891126d314bffff",8
"891126d338fffff","891126d315bffff",13
"891126d338fffff","891126d302fffff",14
"891126d338fffff","891126d302bffff",15
"891126d338fffff","891126d3077ffff",20
"891126d338fffff","891126d3073ffff",11
"891126d338fffff","891126d3047ffff",12
"891126d338fffff","891126d304fffff",18
"891126d338fffff","891126d32b3ffff",22
"891126d338fffff","891126d32bbffff",29
"891126d338fffff","891126d3217ffff",30
"891126d338fffff","891126d3207ffff",27
"891126d338fffff","891126d1487ffff",25
"891126d338fffff","891126d14b3ffff",21
"891126d338fffff","891126d14b7ffff",21
"891126d338fffff","891126d336bffff",22
"891126d338fffff","891126d336fffff",14
"891126d338fffff","891126d3367ffff",15
"891126d338fffff","891126d332bffff",17
"891126d338fffff","891126d3323ffff",16
"891126d338fffff","891126d3337ffff",15
"891126d338fffff","891126d06dbffff",13
"891126d338fffff","891126d33a7ffff",16
"891126d338fffff","891126d33b7ffff",17
"891126d338fffff","891126d314fffff",14
"891126d338fffff","891126d3143ffff",9
"891126d338fffff","891126d3153ffff",13
"891126d338fffff","891126d3027ffff",18
"891126d338fffff","891126d3023ffff",18
"891126d338fffff","891126d303bffff",20
"891126d338fffff","891126d300fffff",14
"891126d338fffff","891126d300bffff",11
"891126d338fffff","891126d3057ffff",17
"891126d338fffff","891126d3043ffff",18
"891126d338fffff","891126d304bffff",22
"891126d338fffff","891126d3287ffff",20
"891126d338fffff","891126d328fffff",32
"891126d338fffff","891126d3213ffff",35
"891126d338fffff","891126d3203ffff",33
"891126d338fffff","891126d148fffff",31
"891126d338fffff","891126d14bbffff",28
"891126d338fffff","891126d14a3ffff",25
"891126d338fffff","891126d15d3ffff",19
"891126d338fffff","891126d15d7ffff",16
"891126d338fffff","891126d159bffff",19
"891126d338fffff","891126d1593ffff",21
"891126d338fffff","891126d332fffff",19
"891126d338fffff","891126d3327ffff",21
"891126d338fffff","891126d06cbffff",16
"891126d338fffff","891126d06c3ffff",13
"891126d338fffff","891126d06d3ffff",14
"891126d338fffff","891126d316bffff",18
"891126d338fffff","891126d317bffff",22
"891126d338fffff","891126d3147ffff",11
"891126d338fffff","891126d3157ffff",12
"891126d338fffff","891126d31cfffff",16
"891126d338fffff","891126d31cbffff",18
"891126d338fffff","891126d3037ffff",22
"891126d338fffff","891126d3033ffff",24
"891126d338fffff","891126d3007ffff",22
"891126d338fffff","891126d3003ffff",18
"891126d338fffff","891126d301bffff",15
"891126d3383ffff","891126d33c7ffff",12
"891126d3383ffff","891126d33c3ffff",15
"891126d3383ffff","891126d33cfffff",17
"891126d3383ffff","891126d331bffff",15
"891126d3383ffff","891126d3313ffff",10
"891126d3383ffff","891126d338bffff",6
"891126d3383ffff","891126d33d7ffff",12
"891126d3383ffff","891126d33d3ffff",16
"891126d3383ffff","891126d33dbffff",18
"891126d3383ffff","891126d33cbffff",15
"891126d3383ffff","891126d3353ffff",18
"891126d3383ffff","891126d3357ffff",17
"891126d3383ffff","891126d330bffff",19
"891126d3383ffff","891126d3303ffff",14
"891126d3383ffff","891126d3317ffff",9
"891126d3383ffff","891126d338fffff",6
"891126d3383ffff","891126d3383ffff",0
"891126d3383ffff","891126d339bffff",7
"891126d3383ffff","891126d306fffff",13
"891126d3383ffff","891126d306bffff",16
"891126d3383ffff","891126d32a7ffff",21
"891126d3383ffff","891126d32afffff",23
"891126d3383ffff","891126d3237ffff",21
"891126d3383ffff","891126d3227ffff",18
"891126d3383ffff","891126d335bffff",22
"891126d3383ffff","891126d3343ffff",20
"891126d3383ffff","891126d3347ffff",21
"891126d3383ffff","891126d3373ffff",21
"891126d3383ffff","891126d330fffff",15
"891126d3383ffff","891126d3307ffff",11
"891126d3383ffff","891126d33abffff",14
"891126d3383ffff","891126d33bbffff",12
"891126d3383ffff","891126d3387ffff",6
"891126d3383ffff","891126d3397ffff",7
"891126d3383ffff","891126d3393ffff",6
"891126d3383ffff","891126d3067ffff",11
"891126d3383ffff","891126d3063ffff",14
"891126d3383ffff","891126d307bffff",15
"891126d3383ffff","891126d32b7ffff",20
"891126d3383ffff","891126d32a3ffff",31
"891126d3383ffff","891126d32abffff",26
"891126d3383ffff","891126d3233ffff",26
"891126d3383ffff","891126d3223ffff",21
"891126d3383ffff","891126d322fffff",20
"891126d3383ffff","891126d1497ffff",26
"891126d3383ffff","891126d334bffff",26
"891126d3383ffff","891126d334fffff",23
"891126d3383ffff","891126d337bffff",26
"891126d3383ffff","891126d3363ffff",23
"891126d3383ffff","891126d3377ffff",17
"891126d3383ffff","891126d333bffff",16
"891126d3383ffff","891126d3333ffff",13
"891126d3383ffff","891126d33afffff",20
"891126d3383ffff","891126d33a3ffff",19
"891126d3383ffff","891126d33b3ffff",13
"891126d3383ffff","891126d314bffff",13
"891126d3383ffff","891126d315bffff",13
"891126d3383ffff","891126d302fffff",10
"891126d3383ffff","891126d302bffff",12
"891126d3383ffff","891126d3077ffff",19
"891126d3383ffff","891126d3073ffff",11
"891126d3383ffff","891126d3047ffff",12
"891126d3383ffff","891126d304fffff",18
"891126d3383ffff","891126d32b3ffff",22
"891126d3383ffff","891126d32bbffff",33
"891126d3383ffff","891126d3217ffff",34
"891126d3383ffff","891126d3207ffff",31
"891126d3383ffff","891126d1487ffff",30
"891126d3383ffff","891126d14b3ffff",26
"891126d3383ffff","891126d14b7ffff",25
"891126d3383ffff","891126d336bffff",28
"891126d3383ffff","891126d336fffff",20
"891126d3383ffff","891126d3367ffff",21
"891126d3383ffff","891126d332bffff",21
"891126d3383ffff","891126d3323ffff",18
"891126d3383ffff","891126d3337ffff",19
"891126d3383ffff","891126d06dbffff",14
"891126d3383ffff","891126d33a7ffff",17
"891126d3383ffff","891126d33b7ffff",19
"891126d3383ffff","891126d314fffff",17
"891126d3383ffff","891126d3143ffff",13
"891126d3383ffff","891126d3153ffff",14
"891126d3383ffff","891126d3027ffff",15
"891126d3383ffff","891126d3023ffff",14
"891126d3383ffff","891126d303bffff",18
"891126d3383ffff","891126d300fffff",14
"891126d3383ffff","891126d300bffff",11
"891126d3383ffff","891126d3057ffff",17
"891126d3383ffff","891126d3043ffff",18
"891126d3383ffff","891126d304bffff",22
"891126d3383ffff","891126d3287ffff",20
"891126d3383ffff","891126d328fffff",36
"891126d3383ffff","891126d3213ffff",39
"891126d3383ffff","891126d3203ffff",37
"891126d3383ffff","891126d148fffff",34
"891126d3383ffff","891126d14bbffff",33
"891126d3383ffff","891126d14a3ffff",29
"891126d3383ffff","891126d15d3ffff",25
"891126d3383ffff","891126d15d7ffff",22
"891126d3383ffff","891126d159bffff",25
"891126d3383ffff","891126d1593ffff",26
"891126d3383ffff","891126d332fffff",22
"891126d3383ffff","891126d3327ffff",22
"891126d3383ffff","891126d06cbffff",17
"891126d3383ffff","891126d06c3ffff",14
"891126d3383ffff","891126d06d3ffff",15
"891126d3383ffff","891126d316bffff",19
"891126d3383ffff","891126d317bffff",24
"891126d3383ffff","891126d3147ffff",14
"891126d3383ffff","891126d3157ffff",15
"891126d3383ffff","891126d31cfffff",16
"891126d3383ffff","891126d31cbffff",17
"891126d3383ffff","891126d3037ffff",20
"891126d3383ffff","891126d3033ffff",20
"891126d3383ffff","891126d3007ffff",22
"891126d3383ffff","891126d3003ffff",17
"891126d3383ffff","891126d301bffff",15
"891126d339bffff","891126d33c7ffff",11
"891126d339bffff","891126d33c3ffff",12
"891126d339bffff","891126d33cfffff",15
"891126d339bffff","891126d331bffff",16
"891126d339bffff","891126d3313ffff",12
"891126d339bffff","891126d338bffff",6
"891126d339bffff","891126d33d7ffff",7
"891126d339bffff","891126d33d3ffff",14
"891126d339bffff","891126d33dbffff",17
"891126d339bffff","891126d33cbffff",14
"891126d339bffff","891126d3353ffff",17
"891126d339bffff","891126d3357ffff",19
"891126d339bffff","891126d330bffff",20
"891126d339bffff","891126d3303ffff",15
"891126d339bffff","891126d3317ffff",8
"891126d339bffff","891126d338fffff",9
"891126d339bffff","891126d3383ffff",7
"891126d339bffff","891126d339bffff",0
"891126d339bffff","891126d306fffff",8
"891126d339bffff","891126d306bffff",11
"891126d339bffff","891126d32a7ffff",19
"891126d339bffff","891126d32afffff",22
"891126d339bffff","891126d3237ffff",20
"891126d339bffff","891126d3227ffff",17
"891126d339bffff","891126d335bffff",21
"891126d339bffff","891126d3343ffff",21
"891126d339bffff","891126d3347ffff",23
"891126d339bffff","891126d3373ffff",22
"891126d339bffff","891126d330fffff",16
"891126d339bffff","891126d3307ffff",11
"891126d339bffff","891126d33abffff",14
"891126d339bffff","891126d33bbffff",12
"891126d339bffff","891126d3387ffff",13
"891126d339bffff","891126d3397ffff",14
"891126d339bffff","891126d3393ffff",6
"891126d339bffff","891126d3067ffff",7
"891126d339bffff","891126d3063ffff",10
"891126d339bffff","891126d307bffff",12
"891126d339bffff","891126d32b7ffff",16
"891126d339bffff","891126d32a3ffff",28
"891126d339bffff","891126d32abffff",23
"891126d339bffff","891126d3233ffff",24
"891126d339bffff","891126d3223ffff",20
"891126d339bffff","891126d322fffff",19
"891126d339bffff","891126d1497ffff",24
"891126d339bffff","891126d334bffff",25
"891126d339bffff","891126d334fffff",25
"891126d339bffff","891126d337bffff",27
"891126d339bffff","891126d3363ffff",24
"891126d339bffff","891126d3377ffff",18
"891126d339bffff","891126d333bffff",15
"891126d339bffff","891126d3333ffff",12
"891126d339bffff","891126d33afffff",19
"891126d339bffff","891126d33a3ffff",18
"891126d339bffff","891126d33b3ffff",17
"891126d339bffff","891126d314bffff",15
"891126d339bffff","891126d315bffff",17
"891126d339bffff","891126d302fffff",11
"891126d339bffff","891126d302bffff",10
"891126d339bffff","891126d3077ffff",16
"891126d339bffff","891126d3073ffff",11
"891126d339bffff","891126d3047ffff",12
"891126d339bffff","891126d304fffff",14
"891126d339bffff","891126d32b3ffff",17
"891126d339bffff","891126d32bbffff",30
"891126d339bffff","891126d3217ffff",31
"891126d339bffff","891126d3207ffff",28
"891126d339bffff","891126d1487ffff",29
"891126d339bffff","891126d14b3ffff",26
"891126d339bffff","891126d14b7ffff",27
"891126d339bffff","891126d336bffff",29
"891126d339bffff","891126d336fffff",21
"891126d339bffff","891126d3367ffff",22
"891126d339bffff","891126d332bffff",20
"891126d339bffff","891126d3323ffff",18
"891126d339bffff","891126d3337ffff",18
"891126d339bffff","891126d06dbffff",14
"891126d339bffff","891126d33a7ffff",17
"891126d339bffff","891126d33b7ffff",22
"891126d339bffff","891126d314fffff",21
"891126d339bffff","891126d3143ffff",16
"891126d339bffff","891126d3153ffff",16
"891126d339bffff","891126d3027ffff",16
"891126d339bffff","891126d3023ffff",15
"891126d339bffff","891126d303bffff",16
"891126d339bffff","891126d300fffff",14
"891126d339bffff","891126d300bffff",11
"891126d339bffff","891126d3057ffff",16
"891126d339bffff","891126d3043ffff",14
"891126d339bffff","891126d304bffff",18
"891126d339bffff","891126d3287ffff",16
"891126d339bffff","891126d328fffff",33
"891126d339bffff","891126d3213ffff",36
"891126d339bffff","891126d3203ffff",34
"891126d339bffff","891126d148fffff",33
