"from_id","to_id","travel_time_p50"
"891126d33cfffff","891126d3063ffff",22
"891126d33cfffff","891126d307bffff",23
"891126d33cfffff","891126d32b7ffff",26
"891126d33cfffff","891126d32a3ffff",25
"891126d33cfffff","891126d32abffff",20
"891126d33cfffff","891126d3233ffff",19
"891126d33cfffff","891126d3223ffff",15
"891126d33cfffff","891126d322fffff",14
"891126d33cfffff","891126d1497ffff",18
"891126d33cfffff","891126d334bffff",17
"891126d33cfffff","891126d334fffff",17
"891126d33cfffff","891126d337bffff",19
"891126d33cfffff","891126d3363ffff",25
"891126d33cfffff","891126d3377ffff",22
"891126d33cfffff","891126d333bffff",22
"891126d33cfffff","891126d3333ffff",19
"891126d33cfffff","891126d33afffff",26
"891126d33cfffff","891126d33a3ffff",26
"891126d33cfffff","891126d33b3ffff",21
"891126d33cfffff","891126d314bffff",17
"891126d33cfffff","891126d315bffff",21
"891126d33cfffff","891126d302fffff",19
"891126d33cfffff","891126d302bffff",19
"891126d33cfffff","891126d3077ffff",27
"891126d33cfffff","891126d3073ffff",21
"891126d33cfffff","891126d3047ffff",22
"891126d33cfffff","891126d304fffff",26
"891126d33cfffff","891126d32b3ffff",29
"891126d33cfffff","891126d32bbffff",27
"891126d33cfffff","891126d3217ffff",28
"891126d33cfffff","891126d3207ffff",24
"891126d33cfffff","891126d1487ffff",21
"891126d33cfffff","891126d14b3ffff",17
"891126d33cfffff","891126d14b7ffff",19
"891126d33cfffff","891126d336bffff",32
"891126d33cfffff","891126d336fffff",25
"891126d33cfffff","891126d3367ffff",26
"891126d33cfffff","891126d332bffff",27
"891126d33cfffff","891126d3323ffff",24
"891126d33cfffff","891126d3337ffff",25
"891126d33cfffff","891126d06dbffff",22
"891126d33cfffff","891126d33a7ffff",26
"891126d33cfffff","891126d33b7ffff",27
"891126d33cfffff","891126d314fffff",23
"891126d33cfffff","891126d3143ffff",18
"891126d33cfffff","891126d3153ffff",19
"891126d33cfffff","891126d3027ffff",19
"891126d33cfffff","891126d3023ffff",23
"891126d33cfffff","891126d303bffff",26
"891126d33cfffff","891126d300fffff",24
"891126d33cfffff","891126d300bffff",21
"891126d33cfffff","891126d3057ffff",27
"891126d33cfffff","891126d3043ffff",25
"891126d33cfffff","891126d304bffff",30
"891126d33cfffff","891126d3287ffff",29
"891126d33cfffff","891126d328fffff",30
"891126d33cfffff","891126d3213ffff",32
"891126d33cfffff","891126d3203ffff",30
"891126d33cfffff","891126d148fffff",27
"891126d33cfffff","891126d14bbffff",24
"891126d33cfffff","891126d14a3ffff",23
"891126d33cfffff","891126d15d3ffff",30
"891126d33cfffff","891126d15d7ffff",27
"891126d33cfffff","891126d159bffff",30
"891126d33cfffff","891126d1593ffff",32
"891126d33cfffff","891126d332fffff",29
"891126d33cfffff","891126d3327ffff",30
"891126d33cfffff","891126d06cbffff",25
"891126d33cfffff","891126d06c3ffff",23
"891126d33cfffff","891126d06d3ffff",24
"891126d33cfffff","891126d316bffff",28
"891126d33cfffff","891126d317bffff",32
"891126d33cfffff","891126d3147ffff",20
"891126d33cfffff","891126d3157ffff",21
"891126d33cfffff","891126d31cfffff",22
"891126d33cfffff","891126d31cbffff",21
"891126d33cfffff","891126d3037ffff",24
"891126d33cfffff","891126d3033ffff",29
"891126d33cfffff","891126d3007ffff",32
"891126d33cfffff","891126d3003ffff",27
"891126d33cfffff","891126d301bffff",25
"891126d331bffff","891126d33c7ffff",6
"891126d331bffff","891126d33c3ffff",9
"891126d331bffff","891126d33cfffff",7
"891126d331bffff","891126d331bffff",0
"891126d331bffff","891126d3313ffff",7
"891126d331bffff","891126d338bffff",10
"891126d331bffff","891126d33d7ffff",12
"891126d331bffff","891126d33d3ffff",15
"891126d331bffff","891126d33dbffff",16
"891126d331bffff","891126d33cbffff",14
"891126d331bffff","891126d3353ffff",12
"891126d331bffff","891126d3357ffff",6
"891126d331bffff","891126d330bffff",6
"891126d331bffff","891126d3303ffff",6
"891126d331bffff","891126d3317ffff",11
"891126d331bffff","891126d338fffff",9
"891126d331bffff","891126d3383ffff",14
"891126d331bffff","891126d339bffff",16
"891126d331bffff","891126d306fffff",18
"891126d331bffff","891126d306bffff",19
"891126d331bffff","891126d32a7ffff",18
"891126d331bffff","891126d32afffff",19
"891126d331bffff","891126d3237ffff",18
"891126d331bffff","891126d3227ffff",17
"891126d331bffff","891126d335bffff",16
"891126d331bffff","891126d3343ffff",11
"891126d331bffff","891126d3347ffff",12
"891126d331bffff","891126d3373ffff",12
"891126d331bffff","891126d330fffff",11
"891126d331bffff","891126d3307ffff",13
"891126d331bffff","891126d33abffff",17
"891126d331bffff","891126d33bbffff",15
"891126d331bffff","891126d3387ffff",13
"891126d331bffff","891126d3397ffff",17
"891126d331bffff","891126d3393ffff",18
"891126d331bffff","891126d3067ffff",21
"891126d331bffff","891126d3063ffff",22
"891126d331bffff","891126d307bffff",22
"891126d331bffff","891126d32b7ffff",26
"891126d331bffff","891126d32a3ffff",24
"891126d331bffff","891126d32abffff",19
"891126d331bffff","891126d3233ffff",21
"891126d331bffff","891126d3223ffff",20
"891126d331bffff","891126d322fffff",19
"891126d331bffff","891126d1497ffff",20
"891126d331bffff","891126d334bffff",18
"891126d331bffff","891126d334fffff",16
"891126d331bffff","891126d337bffff",17
"891126d331bffff","891126d3363ffff",19
"891126d331bffff","891126d3377ffff",17
"891126d331bffff","891126d333bffff",19
"891126d331bffff","891126d3333ffff",16
"891126d331bffff","891126d33afffff",21
"891126d331bffff","891126d33a3ffff",21
"891126d331bffff","891126d33b3ffff",16
"891126d331bffff","891126d314bffff",12
"891126d331bffff","891126d315bffff",17
"891126d331bffff","891126d302fffff",21
"891126d331bffff","891126d302bffff",22
"891126d331bffff","891126d3077ffff",27
"891126d331bffff","891126d3073ffff",18
"891126d331bffff","891126d3047ffff",19
"891126d331bffff","891126d304fffff",26
"891126d331bffff","891126d32b3ffff",30
"891126d331bffff","891126d32bbffff",26
"891126d331bffff","891126d3217ffff",27
"891126d331bffff","891126d3207ffff",24
"891126d331bffff","891126d1487ffff",23
"891126d331bffff","891126d14b3ffff",20
"891126d331bffff","891126d14b7ffff",21
"891126d331bffff","891126d336bffff",26
"891126d331bffff","891126d336fffff",20
"891126d331bffff","891126d3367ffff",21
"891126d331bffff","891126d332bffff",22
"891126d331bffff","891126d3323ffff",21
"891126d331bffff","891126d3337ffff",20
"891126d331bffff","891126d06dbffff",20
"891126d331bffff","891126d33a7ffff",23
"891126d331bffff","891126d33b7ffff",22
"891126d331bffff","891126d314fffff",18
"891126d331bffff","891126d3143ffff",13
"891126d331bffff","891126d3153ffff",17
"891126d331bffff","891126d3027ffff",23
"891126d331bffff","891126d3023ffff",25
"891126d331bffff","891126d303bffff",27
"891126d331bffff","891126d300fffff",21
"891126d331bffff","891126d300bffff",18
"891126d331bffff","891126d3057ffff",24
"891126d331bffff","891126d3043ffff",25
"891126d331bffff","891126d304bffff",30
"891126d331bffff","891126d3287ffff",29
"891126d331bffff","891126d328fffff",29
"891126d331bffff","891126d3213ffff",32
"891126d331bffff","891126d3203ffff",30
"891126d331bffff","891126d148fffff",28
"891126d331bffff","891126d14bbffff",27
"891126d331bffff","891126d14a3ffff",25
"891126d331bffff","891126d15d3ffff",25
"891126d331bffff","891126d15d7ffff",22
"891126d331bffff","891126d159bffff",25
"891126d331bffff","891126d1593ffff",27
"891126d331bffff","891126d332fffff",26
"891126d331bffff","891126d3327ffff",26
"891126d331bffff","891126d06cbffff",22
"891126d331bffff","891126d06c3ffff",20
"891126d331bffff","891126d06d3ffff",21
"891126d331bffff","891126d316bffff",25
"891126d331bffff","891126d317bffff",27
"891126d331bffff","891126d3147ffff",15
"891126d331bffff","891126d3157ffff",16
"891126d331bffff","891126d31cfffff",20
"891126d331bffff","891126d31cbffff",22
"891126d331bffff","891126d3037ffff",28
"891126d331bffff","891126d3033ffff",31
"891126d331bffff","891126d3007ffff",29
"891126d331bffff","891126d3003ffff",25
"891126d331bffff","891126d301bffff",22
"891126d3313ffff","891126d33c7ffff",8
"891126d3313ffff","891126d33c3ffff",14
"891126d3313ffff","891126d33cfffff",13
"891126d3313ffff","891126d331bffff",7
"891126d3313ffff","891126d3313ffff",0
"891126d3313ffff","891126d338bffff",6
"891126d3313ffff","891126d33d7ffff",11
"891126d3313ffff","891126d33d3ffff",15
"891126d3313ffff","891126d33dbffff",20
"891126d3313ffff","891126d33cbffff",16
"891126d3313ffff","891126d3353ffff",15
"891126d3313ffff","891126d3357ffff",11
"891126d3313ffff","891126d330bffff",12
"891126d3313ffff","891126d3303ffff",7
"891126d3313ffff","891126d3317ffff",7
"891126d3313ffff","891126d338fffff",6
"891126d3313ffff","891126d3383ffff",10
"891126d3313ffff","891126d339bffff",12
"891126d3313ffff","891126d306fffff",15
"891126d3313ffff","891126d306bffff",18
"891126d3313ffff","891126d32a7ffff",20
"891126d3313ffff","891126d32afffff",19
"891126d3313ffff","891126d3237ffff",18
"891126d3313ffff","891126d3227ffff",17
"891126d3313ffff","891126d335bffff",18
"891126d3313ffff","891126d3343ffff",15
"891126d3313ffff","891126d3347ffff",16
"891126d3313ffff","891126d3373ffff",16
"891126d3313ffff","891126d330fffff",9
"891126d3313ffff","891126d3307ffff",10
"891126d3313ffff","891126d33abffff",14
"891126d3313ffff","891126d33bbffff",11
"891126d3313ffff","891126d3387ffff",11
"891126d3313ffff","891126d3397ffff",15
"891126d3313ffff","891126d3393ffff",15
"891126d3313ffff","891126d3067ffff",17
"891126d3313ffff","891126d3063ffff",17
"891126d3313ffff","891126d307bffff",18
"891126d3313ffff","891126d32b7ffff",23
"891126d3313ffff","891126d32a3ffff",24
"891126d3313ffff","891126d32abffff",19
"891126d3313ffff","891126d3233ffff",21
"891126d3313ffff","891126d3223ffff",21
"891126d3313ffff","891126d322fffff",21
"891126d3313ffff","891126d1497ffff",22
"891126d3313ffff","891126d334bffff",20
"891126d3313ffff","891126d334fffff",16
"891126d3313ffff","891126d337bffff",21
"891126d3313ffff","891126d3363ffff",17
"891126d3313ffff","891126d3377ffff",11
"891126d3313ffff","891126d333bffff",14
"891126d3313ffff","891126d3333ffff",11
"891126d3313ffff","891126d33afffff",17
"891126d3313ffff","891126d33a3ffff",17
"891126d3313ffff","891126d33b3ffff",14
"891126d3313ffff","891126d314bffff",10
"891126d3313ffff","891126d315bffff",15
"891126d3313ffff","891126d302fffff",18
"891126d3313ffff","891126d302bffff",19
"891126d3313ffff","891126d3077ffff",23
"891126d3313ffff","891126d3073ffff",15
"891126d3313ffff","891126d3047ffff",16
"891126d3313ffff","891126d304fffff",21
"891126d3313ffff","891126d32b3ffff",24
"891126d3313ffff","891126d32bbffff",26
"891126d3313ffff","891126d3217ffff",27
"891126d3313ffff","891126d3207ffff",24
"891126d3313ffff","891126d1487ffff",24
"891126d3313ffff","891126d14b3ffff",20
"891126d3313ffff","891126d14b7ffff",21
"891126d3313ffff","891126d336bffff",22
"891126d3313ffff","891126d336fffff",14
"891126d3313ffff","891126d3367ffff",15
"891126d3313ffff","891126d332bffff",17
"891126d3313ffff","891126d3323ffff",17
"891126d3313ffff","891126d3337ffff",16
"891126d3313ffff","891126d06dbffff",15
"891126d3313ffff","891126d33a7ffff",19
"891126d3313ffff","891126d33b7ffff",20
"891126d3313ffff","891126d314fffff",16
"891126d3313ffff","891126d3143ffff",11
"891126d3313ffff","891126d3153ffff",15
"891126d3313ffff","891126d3027ffff",21
"891126d3313ffff","891126d3023ffff",22
"891126d3313ffff","891126d303bffff",23
"891126d3313ffff","891126d300fffff",18
"891126d3313ffff","891126d300bffff",15
"891126d3313ffff","891126d3057ffff",21
"891126d3313ffff","891126d3043ffff",22
"891126d3313ffff","891126d304bffff",25
"891126d3313ffff","891126d3287ffff",25
"891126d3313ffff","891126d328fffff",29
"891126d3313ffff","891126d3213ffff",32
"891126d3313ffff","891126d3203ffff",30
"891126d3313ffff","891126d148fffff",29
"891126d3313ffff","891126d14bbffff",27
"891126d3313ffff","891126d14a3ffff",25
"891126d3313ffff","891126d15d3ffff",19
"891126d3313ffff","891126d15d7ffff",16
"891126d3313ffff","891126d159bffff",19
"891126d3313ffff","891126d1593ffff",21
"891126d3313ffff","891126d332fffff",18
"891126d3313ffff","891126d3327ffff",22
"891126d3313ffff","891126d06cbffff",18
"891126d3313ffff","891126d06c3ffff",16
"891126d3313ffff","891126d06d3ffff",17
"891126d3313ffff","891126d316bffff",21
"891126d3313ffff","891126d317bffff",25
"891126d3313ffff","891126d3147ffff",13
"891126d3313ffff","891126d3157ffff",14
"891126d3313ffff","891126d31cfffff",18
"891126d3313ffff","891126d31cbffff",20
"891126d3313ffff","891126d3037ffff",25
"891126d3313ffff","891126d3033ffff",28
"891126d3313ffff","891126d3007ffff",26
"891126d3313ffff","891126d3003ffff",22
"891126d3313ffff","891126d301bffff",19
"891126d338bffff","891126d33c7ffff",8
"891126d338bffff","891126d33c3ffff",14
"891126d338bffff","891126d33cfffff",12
"891126d338bffff","891126d331bffff",10
"891126d338bffff","891126d3313ffff",6
"891126d338bffff","891126d338bffff",0
"891126d338bffff","891126d33d7ffff",9
"891126d338bffff","891126d33d3ffff",16
"891126d338bffff","891126d33dbffff",18
"891126d338bffff","891126d33cbffff",15
"891126d338bffff","891126d3353ffff",18
"891126d338bffff","891126d3357ffff",15
"891126d338bffff","891126d330bffff",17
"891126d338bffff","891126d3303ffff",13
"891126d338bffff","891126d3317ffff",10
"891126d338bffff","891126d338fffff",7
"891126d338bffff","891126d3383ffff",6
"891126d338bffff","891126d339bffff",6
"891126d338bffff","891126d306fffff",11
"891126d338bffff","891126d306bffff",15
"891126d338bffff","891126d32a7ffff",22
"891126d338bffff","891126d32afffff",22
"891126d338bffff","891126d3237ffff",21
"891126d338bffff","891126d3227ffff",18
"891126d338bffff","891126d335bffff",21
"891126d338bffff","891126d3343ffff",20
"891126d338bffff","891126d3347ffff",21
"891126d338bffff","891126d3373ffff",21
"891126d338bffff","891126d330fffff",15
"891126d338bffff","891126d3307ffff",13
"891126d338bffff","891126d33abffff",16
"891126d338bffff","891126d33bbffff",13
"891126d338bffff","891126d3387ffff",12
"891126d338bffff","891126d3397ffff",12
"891126d338bffff","891126d3393ffff",10
"891126d338bffff","891126d3067ffff",12
"891126d338bffff","891126d3063ffff",14
"891126d338bffff","891126d307bffff",16
"891126d338bffff","891126d32b7ffff",19
"891126d338bffff","891126d32a3ffff",27
"891126d338bffff","891126d32abffff",22
"891126d338bffff","891126d3233ffff",24
"891126d338bffff","891126d3223ffff",21
"891126d338bffff","891126d322fffff",20
"891126d338bffff","891126d1497ffff",25
"891126d338bffff","891126d334bffff",24
"891126d338bffff","891126d334fffff",23
"891126d338bffff","891126d337bffff",26
"891126d338bffff","891126d3363ffff",24
"891126d338bffff","891126d3377ffff",18
"891126d338bffff","891126d333bffff",17
"891126d338bffff","891126d3333ffff",14
"891126d338bffff","891126d33afffff",20
"891126d338bffff","891126d33a3ffff",20
"891126d338bffff","891126d33b3ffff",18
"891126d338bffff","891126d314bffff",14
"891126d338bffff","891126d315bffff",19
"891126d338bffff","891126d302fffff",16
"891126d338bffff","891126d302bffff",15
"891126d338bffff","891126d3077ffff",21
"891126d338bffff","891126d3073ffff",14
"891126d338bffff","891126d3047ffff",15
"891126d338bffff","891126d304fffff",18
"891126d338bffff","891126d32b3ffff",21
"891126d338bffff","891126d32bbffff",29
"891126d338bffff","891126d3217ffff",30
"891126d338bffff","891126d3207ffff",27
"891126d338bffff","891126d1487ffff",28
"891126d338bffff","891126d14b3ffff",24
"891126d338bffff","891126d14b7ffff",25
"891126d338bffff","891126d336bffff",29
"891126d338bffff","891126d336fffff",21
"891126d338bffff","891126d3367ffff",22
"891126d338bffff","891126d332bffff",22
"891126d338bffff","891126d3323ffff",19
"891126d338bffff","891126d3337ffff",19
"891126d338bffff","891126d06dbffff",17
"891126d338bffff","891126d33a7ffff",20
"891126d338bffff","891126d33b7ffff",23
"891126d338bffff","891126d314fffff",20
"891126d338bffff","891126d3143ffff",15
"891126d338bffff","891126d3153ffff",17
