,id,geometry,lon,lat
65,891126d3217ffff,POINT (24.927091984143818 60.151539175075555),24.927091984143818,60.151539175075555
66,891126d3207ffff,POINT (24.932227743620114 60.15186142999707),24.932227743620114,60.15186142999707
67,891126d323bffff,POINT (24.937363868216814 60.1521835027699),24.937363868216814,60.1521835027699
68,891126d322bffff,POINT (24.942500357890257 60.152505393356876),24.942500357890257,60.152505393356876
69,891126d1493ffff,POINT (24.947637212596824 60.15282710172074),24.947637212596824,60.15282710172074
70,891126d1483ffff,POINT (24.95277443229286 60.1531486278243),24.95277443229286,60.1531486278243
71,891126d1487ffff,POINT (24.95500398370742 60.155861583317616),24.95500398370742,60.155861583317616
72,891126d14b3ffff,POINT (24.957233940046752 60.15857454622721),24.957233940046752,60.15857454622721
73,891126d14b7ffff,POINT (24.959464301414506 60.161287516527814),24.959464301414506,60.161287516527814
74,891126d336bffff,POINT (24.961695067914203 60.16400049419419),24.961695067914203,60.16400049419419
75,891126d336fffff,POINT (24.963926239649567 60.16671347920107),24.963926239649567,60.16671347920107
76,891126d3367ffff,POINT (24.961017321614605 60.16910502850654),24.961017321614605,60.16910502850654
77,891126d332bffff,POINT (24.958108081774082 60.17149643047274),24.958108081774082,60.17149643047274
78,891126d3323ffff,POINT (24.95519852008948 60.173887685083834),24.95519852008948,60.173887685083834
79,891126d3337ffff,POINT (24.952288636522532 60.176278792324105),24.952288636522532,60.176278792324105
80,891126d06dbffff,POINT (24.949378431034752 60.178669752177775),24.949378431034752,60.178669752177775
81,891126d33a7ffff,POINT (24.944237577544946 60.17834745246189),24.944237577544946,60.17834745246189
82,891126d33b7ffff,POINT (24.939097089624436 60.17802497034641),24.939097089624436,60.17802497034641
83,891126d314fffff,POINT (24.93395696731693 60.17770230586854),24.93395696731693,60.17770230586854
84,891126d3143ffff,POINT (24.92881721066624 60.17737945906562),24.92881721066624,60.17737945906562
85,891126d3153ffff,POINT (24.923677819715948 60.17705642997488),24.923677819715948,60.17705642997488
86,891126d3027ffff,POINT (24.921450084016424 60.17434327011608),24.921450084016424,60.17434327011608
87,891126d3023ffff,POINT (24.919222753090114 60.17163011770462),24.919222753090114,60.17163011770462
88,891126d303bffff,POINT (24.916995826833414 60.168916972765665),24.916995826833414,60.168916972765665
89,891126d300fffff,POINT (24.91476930514281 60.16620383532443),24.91476930514281,60.16620383532443
90,891126d300bffff,POINT (24.912543187914768 60.16349070540613),24.912543187914768,60.16349070540613
91,891126d3057ffff,POINT (24.910317475045858 60.1607775830359),24.910317475045858,60.1607775830359
92,891126d3043ffff,POINT (24.91322773594335 60.15838759278516),24.91322773594335,60.15838759278516
93,891126d304bffff,POINT (24.916137675347958 60.15599745519218),24.916137675347958,60.15599745519218
94,891126d3287ffff,POINT (24.919047293297904 60.153607170272736),24.919047293297904,60.153607170272736
95,891126d328fffff,POINT (24.921956589831474 60.15121673804256),24.921956589831474,60.15121673804256
96,891126d3213ffff,POINT (24.924865564986955 60.14882615851742),24.924865564986955,60.14882615851742
97,891126d3203ffff,POINT (24.930000779048214 60.149148427075154),24.930000779048214,60.149148427075154
98,891126d320fffff,POINT (24.9351363581937 60.149470513516725),24.9351363581937,60.149470513516725
99,891126d3277ffff,POINT (24.940272302379853 60.14979241780495),24.940272302379853,60.14979241780495
100,891126d3267ffff,POINT (24.945408611563025 60.15011413990257),24.945408611563025,60.15011413990257
101,891126d149bffff,POINT (24.950545285699622 60.15043567977241),24.950545285699622,60.15043567977241
102,891126d148bffff,POINT (24.955682324745887 60.15075703737728),24.955682324745887,60.15075703737728
103,891126d148fffff,POINT (24.957912016934614 60.15346997163034),24.957912016934614,60.15346997163034
104,891126d14bbffff,POINT (24.960142114042593 60.156182913301556),24.960142114042593,60.156182913301556
105,891126d14a3ffff,POINT (24.962372616173308 60.15889586236575),24.962372616173308,60.15889586236575
106,891126d14a7ffff,POINT (24.964603523430323 60.16160881879764),24.964603523430323,60.16160881879764
107,891126d15d3ffff,POINT (24.966834835917318 60.16432178257199),24.966834835917318,60.16432178257199
108,891126d15d7ffff,POINT (24.969066553737875 60.167034753663565),24.969066553737875,60.167034753663565
109,891126d159bffff,POINT (24.966157816724134 60.1694264715232),24.966157816724134,60.1694264715232
110,891126d1593ffff,POINT (24.963248757886944 60.171818042048116),24.963248757886944,60.171818042048116
111,891126d332fffff,POINT (24.960339377187772 60.17420946522252),24.960339377187772,60.17420946522252
112,891126d3327ffff,POINT (24.957429674588305 60.17660074103067),24.957429674588305,60.17660074103067
113,891126d06cbffff,POINT (24.954519650050084 60.17899186945679),24.954519650050084,60.17899186945679
114,891126d06c3ffff,POINT (24.95160930353464 60.18138285048515),24.95160930353464,60.18138285048515
115,891126d06d3ffff,POINT (24.94646790358776 60.18106056462908),24.94646790358776,60.18106056462908
116,891126d316bffff,POINT (24.941326869246314 60.180738096340875),24.941326869246314,60.180738096340875
117,891126d317bffff,POINT (24.9361862005541 60.18041544565773),24.9361862005541,60.18041544565773
118,891126d3147ffff,POINT (24.93104589755489 60.18009261261696),24.93104589755489,60.18009261261696
119,891126d3157ffff,POINT (24.925905960292344 60.17976959725576),24.925905960292344,60.17976959725576
120,891126d31cfffff,POINT (24.92076638881016 60.17944639961148),24.92076638881016,60.17944639961148
121,891126d31cbffff,POINT (24.918538794509832 60.17673321863356),24.918538794509832,60.17673321863356
122,891126d3037ffff,POINT (24.916311604988188 60.174020045100995),24.916311604988188,60.174020045100995
123,891126d3033ffff,POINT (24.91408482014164 60.17130687903905),24.91408482014164,60.17130687903905
124,891126d3007ffff,POINT (24.911858439866617 60.16859372047289),24.911858439866617,60.16859372047289
125,891126d3003ffff,POINT (24.90963246405968 60.16588056942771),24.90963246405968,60.16588056942771
126,891126d301bffff,POINT (24.907406892617228 60.16316742592871),24.907406892617228,60.16316742592871
