,Hexagon_ID,geometry,H3_centroids
53,891126d0653ffff,"POLYGON ((24.95720349478415 60.178302156172414, 24.959887304123097 60.17761236877324, 24.9623451407486 60.17862397395093, 24.96211918142092 60.180325429783, 24.95943514293765 60.18101522888825, 24.95697729293687 60.18000356045377, 24.95720349478415 60.178302156172414))",POINT (60.1793138042617 24.959661234547056)
54,891126d3303ffff,"POLYGON ((24.9431418605306 60.1671278826542, 24.945824692081892 60.16643825896927, 24.948280956097147 60.167449938313055, 24.948054401809426 60.16915130458251, 24.945371341228466 60.16984093993104, 24.94291506397535 60.16882919734489, 24.9431418605306 60.1671278826542))",POINT (60.16813960487213 24.94559802769621)
55,891126d338fffff,"POLYGON ((24.93509315408211 60.16919630921732, 24.937776091519627 60.16850690777742, 24.940232064945473 60.16951871573215, 24.940005114110186 60.17121998836071, 24.93732194759502 60.17190940144349, 24.934865961003315 60.17089753025326, 24.93509315408211 60.16919630921732))",POINT (60.170208160034655 24.9375490306178)
56,891126d068bffff,"POLYGON ((24.94847199215405 60.18547497300306, 24.951156304520133 60.18478550159912, 24.953614181197164 60.185797296540535, 24.953387758819574 60.18749862613443, 24.950703217190767 60.18818810922402, 24.94824532721278 60.18717625103244, 24.94847199215405 60.18547497300306))",POINT (60.186486810849196 24.95092977189641)
57,891126d3313ffff,"POLYGON ((24.93800313030377 60.16680564467473, 24.940685900295378 60.166116137937166, 24.9431418605306 60.1671278826542, 24.94291506397535 60.16882919734489, 24.940232064945473 60.16951871573215, 24.937776091519627 60.16850690777742, 24.93800313030377 60.16680564467473))",POINT (60.16781743225663 24.94045899367283)
58,891126d33dbffff,"POLYGON ((24.93131875527781 60.158666476139715, 24.934000838339582 60.157977004308506, 24.936455847924368 60.1589887553211, 24.936228787581033 60.16069004139373, 24.93354647557348 60.16137952485333, 24.931091452865502 60.16036771061029, 24.93131875527781 60.158666476139715))",POINT (60.15967826999614 24.933773668018645)
59,891126d308fffff,"POLYGON ((24.89913101345385 60.16693436189634, 24.90181351859261 60.166245778696116, 24.90426736515823 60.16725804357979, 24.904038719430886 60.16895895486499, 24.9013559851548 60.16964754961056, 24.898902125753892 60.168635221524, 24.89913101345385 60.16693436189634))",POINT (60.167946669577454 24.901584763013396)
60,891126d3017ffff,"POLYGON ((24.90426736515823 60.16725804357979, 24.906949932177334 60.16656934353013, 24.909404082587454 60.16758154320803, 24.909175678871463 60.16928250614152, 24.906492882723505 60.16997121775045, 24.904038719430886 60.16895895486499, 24.90426736515823 60.16725804357979))",POINT (60.168270286064434 24.906721418578798)
61,891126d314bffff,"POLYGON ((24.929272236358255 60.173977196173325, 24.93195550870799 60.173288005349, 24.93441150844076 60.17429993977256, 24.93418424895064 60.17600112824995, 24.93150074744444 60.176690330703515, 24.929044734595344 60.175678333048886, 24.929272236358255 60.173977196173325))",POINT (60.17498917345491 24.931728139152845)
62,891126d0603ffff,"POLYGON ((24.95875673587678 60.18611943756666, 24.961441171283045 60.18542973208681, 24.963899656149064 60.18644139604419, 24.963673719014963 60.188142828739274, 24.960989054363253 60.188832545932655, 24.958530556101586 60.18782081871579, 24.95875673587678 60.18611943756666))",POINT (60.187131144447385 24.96121512384139)
63,891126d15abffff,"POLYGON ((24.978447833754867 60.174483435549014, 24.981131491785423 60.17379308638493, 24.9835902131555 60.174804368461956, 24.983365290072346 60.17650606297651, 24.980681403002404 60.17719642390208, 24.978222668065502 60.17618507854999, 24.978447833754867 60.174483435549014))",POINT (60.175494760570054 24.980906458360415)
64,891126d3113ffff,"POLYGON ((24.917626538714543 60.183537201127756, 24.92031048096998 60.18284843161579, 24.92276653301914 60.183860618950476, 24.922538655840427 60.1855616390177, 24.919854484270743 60.18625042013162, 24.91739841920455 60.185238169574745, 24.917626538714543 60.183537201127756))",POINT (60.18454943131125 24.9200824937294)
65,891126d159bffff,"POLYGON ((24.963700434397605 60.16841501099364, 24.966383511775728 60.16772491937959, 24.96884099088539 60.168736336997746, 24.968615406054404 60.17043790948933, 24.965932099681122 60.171128012822756, 24.96347460714447 60.17011653194366, 24.963700434397605 60.16841501099364))",POINT (60.1694264715232 24.966157816724134)
66,891126d33cbffff,"POLYGON ((24.936455847924368 60.1589887553211, 24.939137992571556 60.15829916658429, 24.941593305802186 60.15931085227947, 24.941366487566548 60.16101218994494, 24.9386841139821 60.16170179032398, 24.936228787581033 60.16069004139373, 24.936455847924368 60.1589887553211))",POINT (60.160000483869396 24.938911064327637)
67,891126d318bffff,"POLYGON ((24.912486910352644 60.18321360105464, 24.915170790778728 60.182524948475724, 24.917626538714543 60.183537201127756, 24.91739841920455 60.185238169574745, 24.914714309455718 60.18592683374169, 24.912258548550145 60.184914517872045, 24.912486910352644 60.18321360105464))",POINT (60.18422589654624 24.914942561237577)
68,891126d303bffff,"POLYGON ((24.91454116569801 60.16790486074375, 24.91722385635452 60.16721592695331, 24.919678614446365 60.16822799614981, 24.91945069486915 60.1699290623521, 24.91676777510082 60.170618007729715, 24.914313004032056 60.16960587531629, 24.91454116569801 60.16790486074375))",POINT (60.168916972765665 24.916995826833414)
69,891126d337bffff,"POLYGON ((24.954099220637875 60.16266749305402, 24.956781778705857 60.161977541832634, 24.959238319854023 60.16298902927925, 24.95901231627937 60.16469053119709, 24.956329529269127 60.16538049410964, 24.95387297478632 60.16436894341157, 24.954099220637875 60.16266749305402))",POINT (60.16367902338867 24.956555665001083)
70,891126d31abffff,"POLYGON ((24.922082834854844 60.18896364651943, 24.92476723576959 60.188274853796486, 24.92722392223655 60.18928703688737, 24.92699622086124 60.19098807592686, 24.924311590570458 60.191676880266044, 24.92185489104151 60.190664633947996, 24.922082834854844 60.18896364651943))",POINT (60.1899758724733 24.924539424272563)
71,891126d3333ffff,"POLYGON ((24.947601227013557 60.17255400458208, 24.95028451665501 60.17186435756286, 24.952741414862704 60.17287603259145, 24.952515036722286 60.17457741788499, 24.949831517989555 60.17526707658208, 24.947374606498958 60.17425533830623, 24.947601227013557 60.17255400458208))",POINT (60.173565722498935 24.95005802835684)
72,891126d1597ffff,"POLYGON ((24.963022886621793 60.17351954130407, 24.965706360643455 60.172829543275256, 24.968164170444076 60.17384102193282, 24.96793851965835 60.17554256187875, 24.96525481657128 60.17623257162721, 24.962796993345812 60.175221029708474, 24.963022886621793 60.17351954130407))",POINT (60.17453106287773 24.965480599607908)
73,891126d1513ffff,"POLYGON ((24.973981912493926 60.169057480495084, 24.976665112538004 60.16836715483262, 24.979123199179327 60.169378441448366, 24.97889809930858 60.17108011699522, 24.976214670286655 60.17177045440491, 24.973756570123737 60.170759104518936, 24.973981912493926 60.169057480495084))",POINT (60.17006881004085 24.976439902385373)
74,891126d336fffff,"POLYGON ((24.96146917448985 60.16570201647073, 24.964152022903498 60.16501193656888, 24.96660918483901 60.16602335639487, 24.966383511775728 60.16772491937959, 24.963700434397605 60.16841501099364, 24.961243259057664 60.16740352790919, 24.96146917448985 60.16570201647073))",POINT (60.16671347920107 24.963926239649567)
75,891126d302bffff,"POLYGON ((24.919678614446365 60.16822799614981, 24.922361366859853 60.16753894546795, 24.924816428788926 60.16855094938892, 24.924588751339126 60.17025206721173, 24.921905769822317 60.170941129494636, 24.91945069486915 60.1699290623521, 24.919678614446365 60.16822799614981))",POINT (60.169240042905464 24.92213357943554)
76,891126d301bffff,"POLYGON ((24.904953168754673 60.16215524465549, 24.907635339465013 60.16146645086752, 24.91008916028563 60.16247858933869, 24.909860823291314 60.16417958480363, 24.90717842352241 60.16486839015057, 24.90472458981687 60.16385618847205, 24.904953168754673 60.16215524465549))",POINT (60.16316742592871 24.907406892617228)
77,891126d33afffff,"POLYGON ((24.944691149300155 60.174944880014195, 24.947374606498958 60.17425533830623, 24.949831517989555 60.17526707658208, 24.949604985549936 60.17696841980937, 24.946921299220385 60.17765797318835, 24.944464374471668 60.17664617166746, 24.944691149300155 60.174944880014195))",POINT (60.17595666117598 24.94714796390231)
78,891126d31afffff,"POLYGON ((24.924311590570458 60.191676880266044, 24.92699622086124 60.19098807592686, 24.929453224638113 60.19200025687164, 24.92922561121913 60.19370130538362, 24.926540751521404 60.19439012134614, 24.92408373466008 60.193377877171756, 24.924311590570458 60.191676880266044))",POINT (60.192689104080756 24.926768497290617)
79,891126d3087ffff,"POLYGON ((24.89621945339082 60.16932369942019, 24.898902125753892 60.168635221524, 24.9013559851548 60.16964754961056, 24.90112718501366 60.17134841879245, 24.89844428347393 60.17203690822717, 24.89599041126253 60.1710245169399, 24.89621945339082 60.16932369942019))",POINT (60.170336070301914 24.898673215761704)
80,891126d356fffff,"POLYGON ((24.9051212000186 60.18017657988647, 24.907804789273825 60.17948805579351, 24.910259916075535 60.18050037580008, 24.910031466532658 60.18220128310848, 24.90734764797712 60.182889818768366, 24.904892508275285 60.18187743555137, 24.9051212000186 60.18017657988647))",POINT (60.181188942716254 24.907576229760323)
81,891126d33c7ffff,"POLYGON ((24.935774600547635 60.16409258104006, 24.93845714153179 60.16340308594504, 24.940912784816327 60.164414832776764, 24.940685900295378 60.166116137937166, 24.93800313030377 60.16680564467473, 24.935547473851074 60.165793834607726, 24.935774600547635 60.16409258104006))",POINT (60.165104370729615 24.93823014697343)
82,891126d31bbffff,"POLYGON ((24.91694211348842 60.18864007383598, 24.919626452590894 60.1879513980739, 24.922082834854844 60.18896364651943, 24.92185489104151 60.190664633947996, 24.91917032255446 60.191353321312334, 24.916713927275826 60.1903410096443, 24.91694211348842 60.18864007383598))",POINT (60.18965236513514 24.919398398686525)
83,891126d1483ffff,"POLYGON ((24.950318951959048 60.152137154332856, 24.953000656012442 60.1514471328853, 24.955456233085084 60.15245856350747, 24.955230119406668 60.15416007882189, 24.952548186542767 60.15485011194606, 24.95009259617824 60.153838618077586, 24.950318951959048 60.152137154332856))",POINT (60.1531486278243 24.95277443229286)
84,891126d044bffff,"POLYGON ((24.94488032271343 60.19296929222685, 24.947565199806743 60.19228001984829, 24.950023420550046 60.193291939067144, 24.94979677748447 60.19499319391119, 24.94711167101857 60.195682477968894, 24.94465343700136 60.194670495501825, 24.94488032271343 60.19296929222685))",POINT (60.19398125435289 24.947338446466517)
85,891126d33bbffff,"POLYGON ((24.93732194759502 60.17190940144349, 24.940005114110186 60.17121998836071, 24.94246140457641 60.17223179418705, 24.9422345417263 60.17393307633249, 24.939551146102634 60.17462250106527, 24.937094842448097 60.17361063200101, 24.93732194759502 60.17190940144349))",POINT (60.172921250139424 24.93977814116363)
86,891126d3167ffff,"POLYGON ((24.938188711152623 60.184829778543254, 24.94087290031345 60.18414054115929, 24.943330168791274 60.18515246699157, 24.94310326132504 60.1868536934471, 24.940418842884228 60.18754294248882, 24.937961561200137 60.186530953415684, 24.938188711152623 60.184829778543254))",POINT (60.185841747261655 24.940645882662505)
